year,devais_VERB envoyer_VERB,devais_VERB renvoyer_VERB
1861,1.8863854922557266e-09,0.0
1862,1.9879140111811466e-08,1.8071945051545413e-09
1863,1.0988165932701577e-08,4.994620828036034e-10
1864,4.794727948009836e-10,0.0
1865,9.413688495385486e-09,0.0
1866,1.9462451650298362e-09,2.432806400776144e-09
1867,1.455843445796745e-09,0.0
1868,2.9639244392143382e-09,8.397785578040384e-09
1869,1.0743741896135361e-08,0.0
1870,6.307453670473251e-09,0.0
1871,1.0621177271019633e-09,3.18635318130589e-09
1872,9.071008832961525e-09,1.2094678591978436e-09
1873,7.781805422268917e-09,0.0
1874,1.2546679251101978e-08,2.9873046258899194e-09
1875,2.8607636259891933e-09,7.437985338754061e-09
1876,1.813804439976252e-09,0.0
1877,1.8554447978047506e-09,0.0
1878,6.6429977074733415e-09,2.4156354694326865e-09
1879,1.5273313280772527e-08,6.10932526790009e-10
1880,3.8507077526617195e-09,1.9253538763308597e-09
1881,2.091752326904839e-09,4.183504653809678e-09
1882,1.3310770263785798e-08,6.655385131892899e-10
1883,1.3902545781263598e-08,0.0
1884,1.3203393933736152e-09,1.3203393933736152e-09
1885,7.090199094506033e-09,6.445635691854079e-10
1886,2.5813855497602844e-09,0.0
1887,0.0,3.264462256069578e-09
1888,2.53624587998047e-09,0.0
1889,1.1277245803853475e-08,1.8795409673089125e-09
1890,9.176140736144589e-09,6.554386478008212e-10
1891,1.0198752065093686e-08,6.374220040683554e-10
1892,5.641661360300532e-09,2.5074049503359674e-09
1893,4.926733243593162e-09,1.847525021858587e-09
1894,4.411077725308132e-09,2.520615716150587e-09
1895,3.611168697403855e-09,0.0
1896,4.717623180994224e-09,0.0
1897,4.661370844871726e-09,2.330685422435863e-09
1898,1.13167097914868e-09,1.13167097914868e-09
1899,1.1055156790007459e-09,0.0
1900,4.15284251431558e-09,1.038210628578895e-09
1901,6.147612641171918e-09,0.0
1902,2.9461704187383475e-09,0.0
1903,2.1600881083827517e-09,1.0800440541913758e-09
1904,2.1498500757388683e-09,1.0749250378694342e-09
1905,1.5482277682110634e-09,5.160759042333041e-10
1906,1.5432553013283723e-09,0.0
1907,8.228549397415463e-09,1.5428529565042481e-09
1908,3.437972351250096e-09,4.911389073214423e-10
1909,0.0,1.1001967115120692e-09
1910,3.206490406526541e-09,1.068830135508847e-09
1911,7.980561100850991e-09,5.320374141248863e-10
1912,5.2094213387476884e-09,1.5628263128064646e-09
1913,5.833288518886093e-09,0.0
1914,6.696743715117748e-10,0.0
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,0.0,0.0
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,9.207848705727883e-09
1920,9.086678076641874e-09,3.786115865267448e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,7.377935595798135e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,3.299453377181294e-09,0.0
1926,4.458455382660986e-09,0.0
1927,1.1149224654616319e-08,3.3447675740205796e-09
1928,1.1426041224282812e-09,0.0
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,0.0
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,0.0,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.6689218895749036e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,9.817008317369869e-10,9.817008317369869e-10
1950,6.381216888229346e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,5.386913581872932e-09,0.0
1954,4.886268278880834e-09,0.0
1955,8.447047505910632e-09,9.385607846468247e-10
1956,3.488456634670456e-09,8.72114158667614e-10
1957,5.301022731885041e-09,0.0
1958,5.790570245522986e-09,0.0
1959,2.325224457422337e-09,2.325224457422337e-09
1960,6.2287499602575735e-09,3.460416619915918e-09
1961,3.47407969059077e-09,0.0
1962,6.341956293454132e-09,0.0
1963,4.526237162849611e-09,6.466053248388448e-10
1964,6.083968440151466e-09,0.0
1965,5.47204326295514e-09,1.6416130677043839e-09
1966,3.8773522170743036e-09,0.0
1967,4.437302081328198e-09,9.860671168482327e-10
1968,4.491415683816058e-09,2.6948494546985557e-09
1969,2.2708788183223305e-09,4.5417578031781147e-10
1970,6.438214850135182e-09,2.7592350626548523e-09
1971,5.652237344833111e-09,0.0
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,4.9618833486420044e-09,0.0
1974,2.812785782069227e-09,0.0
1975,4.569184142155791e-09,2.2845920710778955e-09
1976,5.713526984862938e-09,1.7140580066410394e-09
1977,6.464460078348111e-09,5.876781838942691e-10
1978,5.940591352171509e-10,5.940591352171509e-10
1979,4.096381456264453e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,3.1037510339615437e-09,0.0
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,4.639206796497319e-09,5.799008495621649e-10
1985,4.812446441349039e-09,6.015558051686298e-10
1986,3.5966913891627428e-09,0.0
1987,4.888653482026939e-09,0.0
1988,9.594486094499644e-09,0.0
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,4.90378582185258e-09,1.089730194969718e-09
1991,5.8614650910726596e-09,1.1722930404189924e-09
1992,6.060938417817852e-09,5.509944167592096e-10
1993,8.308811416668505e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,0.0
1995,8.133675954979935e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,1.6014276571496566e-09
1997,6.233362714880286e-09,0.0
1998,5.72175506974304e-09,1.43043876743576e-09
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,2.6508188977203417e-09,0.0
2001,5.695575122643959e-09,0.0
2002,4.81934359086722e-09,0.0
2003,6.250384210204629e-09,1.2500769308587678e-09
2004,7.488145215006625e-09,2.2023955992267474e-09
2005,6.305249655724765e-09,9.007499190971657e-10
2006,5.353256948836815e-09,1.2353669198716943e-09
2007,7.190063211481856e-09,1.5977917877663117e-09
2008,8.089135583588813e-09,0.0
2009,7.1522885392028e-09,1.907277002999308e-09
2010,5.196172381261022e-09,9.447586046817946e-10
2011,1.0324724186716594e-08,0.0
2012,1.5319137958158535e-08,1.3617010852229328e-09
2013,1.2551062411603198e-08,3.6258624991347688e-09
2014,1.3642305063399363e-08,3.681256854903836e-09
2015,1.4629397249166232e-08,2.881548111233201e-09
2016,1.4499380363020009e-08,1.86420612280358e-09
2017,1.3584300795344006e-08,2.264050280587071e-09
2018,2.116802733098666e-08,3.872199894061623e-09
2019,1.9642605764147447e-08,2.5509878653906526e-09
