year,voulais_VERB envoyer_VERB,voulais_VERB renvoyer_VERB
1977,5.876781727920388e-09,5.876781838942691e-10
1978,7.72276909088987e-09,5.940591352171509e-10
1979,6.437170796402825e-09,0.0
1980,7.390696055153967e-09,2.8425752862659692e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,1.2630632539867293e-08,0.0
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,4.812446441349039e-09,2.4062232206745193e-09
1986,7.792831269171074e-09,2.997242676272549e-09
1987,6.721898593298192e-09,0.0
1988,3.597932174415064e-09,2.398621523624911e-09
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,9.262707045820662e-09,1.089730194969718e-09
1991,5.2753188484189195e-09,1.1722930404189924e-09
1992,5.509944056569793e-09,5.509944167592096e-10
1993,7.200969598386564e-09,5.539207426075166e-10
1994,5.274926717646622e-09,0.0
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,6.4057106285986265e-09,1.067618438099771e-09
1997,5.753873377756236e-09,0.0
1998,5.2449422582867555e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,4.570201161957499e-10
2000,4.418031274155965e-09,2.2090156370779823e-09
2001,4.8193329327261836e-09,2.190605918883648e-09
2002,2.1906108038649563e-09,0.0
2003,2.9168460979889232e-09,2.5001538617175356e-09
2004,6.166707589017051e-09,4.404791253964646e-10
2005,6.305249655724765e-09,9.007499190971657e-10
2006,7.412201963319376e-09,8.235779835885637e-10
2007,5.192823504529542e-09,7.988958938831558e-10
2008,1.0217855006544596e-08,1.7029758714315335e-09
2009,5.721831008997924e-09,0.0
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,1.414869643667771e-08,3.82397197240536e-10
2012,9.872333173177594e-09,6.808505426114664e-10
2013,1.6734750474256543e-08,1.6734750252211938e-09
2014,7.57905826986871e-09,2.3819897165822113e-09
2015,1.329945220618356e-08,1.5516027351836215e-09
2016,1.9677729667932908e-08,1.6570720351438695e-09
2017,1.5596789637584152e-08,2.7671724911471074e-09
2018,1.9102854409425163e-08,1.5488800242380307e-09
2019,1.632632162795744e-08,3.5713827450933877e-09
