year,elles_PRON amènent_VERB,elles_PRON ramènent_VERB
1852,7.226705278640111e-08,1.2370036328590572e-08
1853,1.0630038849157586e-07,2.1498955282694965e-08
1854,7.273930524576144e-08,1.7665259255394972e-08
1855,7.429711956774554e-08,2.0166361025530932e-08
1856,6.523258266888377e-08,3.9346638835979775e-08
1857,9.470127615429647e-08,2.0990489568717408e-08
1858,8.319249422683583e-08,1.761723344984034e-08
1859,8.198399115144639e-08,2.3933215409499553e-08
1860,9.20013945027165e-08,2.7920821876747937e-08
1861,1.1176833947246223e-07,3.5369727591216815e-08
1862,6.415540854121105e-08,2.5300723738297393e-08
1863,7.342092445128401e-08,2.1476870060155306e-08
1864,9.253825083987977e-08,2.5412057791385223e-08
1865,8.566456433101166e-08,2.871175031060602e-08
1866,1.114225325338225e-07,1.8002767276925624e-08
1867,1.1986444548028885e-07,3.591080499631971e-08
1868,8.891773006780568e-08,3.21091815358443e-08
1869,1.0987917775651113e-07,2.0999131766785695e-08
1870,1.0206606759766146e-07,1.77755516972411e-08
1871,6.585129952441093e-08,2.549082545044712e-08
1872,7.559174042270911e-08,3.930770375859538e-08
1873,7.721945927130491e-08,3.771182865985878e-08
1874,1.111277310172909e-07,4.062734371146348e-08
1875,1.0756470913975136e-07,4.920513330120002e-08
1876,1.5598717695297637e-07,2.478866001354163e-08
1877,1.1874847061221772e-07,1.4843558826527214e-08
1878,7.6092520728821e-08,3.381889701614682e-08
1879,1.3562701894898055e-07,1.9549840857280287e-08
1880,8.984985022664205e-08,2.3104246515970317e-08
1881,1.1156011936463983e-07,1.0458761634524194e-08
1882,8.3192312594349e-08,2.5290462835059202e-08
1883,1.0490102386739864e-07,3.728409936343269e-08
1884,1.0562715146988921e-07,2.9047466654219534e-08
1885,6.381179229464351e-08,3.287274186192235e-08
1886,8.518572158777715e-08,1.8069699514455806e-08
1887,7.769420395931093e-08,2.1545451867055476e-08
1888,1.0969263275484309e-07,3.9945872387647796e-08
1889,8.395283490614247e-08,3.759082023435667e-08
1890,9.766035624636515e-08,2.2940353172629102e-08
1891,8.477712931664882e-08,2.1672348360368687e-08
1892,1.1157952073403976e-07,2.193979309339511e-08
1893,1.1639407127006507e-07,3.387129066112493e-08
1894,1.0082462864602348e-07,1.0712617237729205e-08
1895,8.726990863294759e-08,1.745398181540736e-08
1896,7.666137413764318e-08,1.7101384308659817e-08
1897,9.32274204501482e-08,2.7385553380554484e-08
1898,1.301421619359644e-07,1.640922864254435e-08
1899,9.286331525970581e-08,2.984892333302014e-08
1900,1.0537837802360173e-07,2.803168808185319e-08
1901,1.1512801822988195e-07,2.0678334600177095e-08
1902,9.967876124505892e-08,2.5042447671097534e-08
1903,9.288378599592306e-08,2.3220946943069976e-08
1904,1.1447951564491632e-07,2.5260738389931703e-08
1905,7.018632430799698e-08,2.941632604169797e-08
1906,8.333578982444578e-08,2.777859675617833e-08
1907,9.308546555786279e-08,2.468564730406797e-08
1908,8.447589117110965e-08,3.388858571540254e-08
1909,9.021612790149902e-08,3.080550836642715e-08
1910,6.145773223664719e-08,2.7255168344453296e-08
1911,8.140172269577306e-08,2.181353409014264e-08
1912,6.772247651554153e-08,1.6670147928721235e-08
1913,7.848424488088313e-08,3.18179376179728e-08
1914,9.442408810400593e-08,1.9420556107707654e-08
1915,7.775302712786925e-08,4.830112398934716e-08
1916,9.339342454950383e-08,1.3184954461564757e-08
1917,5.483212195400711e-08,1.9739564316445524e-08
1918,6.202643199060276e-08,2.5270027848023346e-08
1919,8.287063479883727e-08,2.0257266752921055e-08
1920,8.178010268977687e-08,1.2872793941909322e-08
1921,7.042654992517328e-08,2.3475517973992055e-08
1922,7.746832508814805e-08,2.2133805899215986e-08
1923,6.794206708349293e-08,2.5478275933465966e-08
1924,9.28196950411575e-08,4.769901007506405e-08
1925,4.8391984641682484e-08,1.7597084678300234e-08
1926,7.022067105566521e-08,1.4489979882625903e-08
1927,7.135503743427307e-08,3.9022286735246325e-08
1928,6.284322573435475e-08,2.399468668201621e-08
1929,6.907051997018243e-08,1.7824650200282122e-08
1930,6.512234218547519e-08,2.6259009189288918e-08
1931,8.554017938422476e-08,2.3951248984133144e-08
1932,7.562080384104775e-08,2.082311967299688e-08
1933,9.061822936473618e-08,3.326492148403304e-08
1934,6.350237669039416e-08,3.1152108448395666e-08
1935,4.4282652211791174e-08,8.377798899061872e-09
1936,6.911087524485993e-08,2.0612014317578087e-08
1937,6.043736533456467e-08,1.888667711114067e-08
1938,4.019216515160906e-08,2.4633908024540574e-08
1939,5.6587987629086456e-08,2.4470480752825097e-08
1940,3.0429395003750415e-08,1.7750480196809804e-08
1941,4.427253763594763e-08,2.066051774107791e-08
1942,6.068423452632032e-08,2.4273694165799498e-08
1943,4.3548528783077245e-08,2.9032351633873077e-08
1944,5.1410978585408884e-08,3.855823393905666e-08
1945,5.446260020747218e-08,1.5249528306782167e-08
1946,5.8468636154884734e-08,2.645009811175214e-08
1947,6.556478915342723e-08,1.0728784083369192e-08
1948,7.066727114590776e-08,2.8266907925456053e-08
1949,5.3993547410868814e-08,2.7487622844546422e-08
1950,4.1477909995535356e-08,1.2762433332369483e-08
1951,5.650542966861849e-08,2.9851925376078725e-08
1952,4.5342655852209646e-08,1.8980646832034154e-08
1953,3.663101288964299e-08,2.3702420914872846e-08
1954,4.202190417856855e-08,1.9545072227344917e-08
1955,3.566531070475776e-08,3.660387015713695e-08
1956,4.0117251742799453e-08,2.1802853744645745e-08
1957,5.6544239512845706e-08,1.767007518083119e-08
1958,4.549733922942778e-08,3.1434524760953764e-08
1959,5.1930010513956404e-08,2.325224368604495e-08
1960,4.567750000461501e-08,2.353083328188177e-08
1961,5.558527504945232e-08,2.501337359461786e-08
1962,3.0441390741486885e-08,1.331810883797857e-08
1963,5.108181966306802e-08,1.0992290189193454e-08
1964,3.7112206197065234e-08,1.7035111543606263e-08
1965,3.830430284068598e-08,2.7360216314775698e-08
1966,4.265087394372813e-08,1.550940909034182e-08
1967,3.500538348077953e-08,1.3311905799895385e-08
1968,5.030385885618216e-08,1.8414805236233178e-08
1969,4.6325929758950224e-08,1.7258679596565685e-08
1970,3.81694187367998e-08,2.1614008027803777e-08
1971,3.699646189403438e-08,2.1067429578636165e-08
1972,5.0275440699465435e-08,1.6929484480954216e-08
1973,3.748978549822368e-08,2.095017515024722e-08
1974,3.2628315160820875e-08,1.6314158024499648e-08
1975,4.1693804853082383e-08,9.709515857991846e-09
1976,3.4281161909177627e-08,1.7140580288455e-08
1977,5.876781727920388e-08,1.2341242250357709e-08
1978,4.6930672681355645e-08,1.7227715254364284e-08
1979,5.734933772316708e-08,2.0481906726210752e-08
1980,3.1268328370970266e-08,1.819248218737357e-08
1981,3.6688187599054345e-08,1.8976648252788664e-08
1982,5.27637702418815e-08,2.420925848678479e-08
1983,4.92594640633115e-08,1.51567585149337e-08
1984,4.5232266820960376e-08,2.0296529790186923e-08
1985,4.1507350445613156e-08,2.4062232872879008e-08
1986,2.517683839187157e-08,2.3378492919334803e-08
1987,4.0942472523397555e-08,2.3221103706561053e-08
1988,4.4374498742172364e-08,1.8589316308492698e-08
1989,4.28073532177109e-08,1.9208428181372028e-08
1990,3.378163615508356e-08,1.907027868952582e-08
1991,4.3960989515312576e-08,1.75843961613964e-08
1992,5.509944145387635e-08,1.3774860807558298e-08
1993,4.7637184863447146e-08,2.7696037907531945e-08
1994,4.800183184272555e-08,2.7429618576491066e-08
1995,4.5006341764519675e-08,1.7894087545045068e-08
1996,4.163711775362344e-08,1.7615704006601618e-08
1997,4.842843281949172e-08,1.8700088588730068e-08
1998,4.958854482595143e-08,1.9072516455054256e-08
1999,6.032665389454905e-08,2.9249288324706413e-08
2000,5.87598201207129e-08,2.6949991571711962e-08
2001,5.3450785131303746e-08,2.015357392082251e-08
2002,5.345090059449831e-08,1.6648642020555826e-08
2003,5.291991911349214e-08,2.1251307380509843e-08
2004,5.9905161720053e-08,1.7178686029239998e-08
2005,4.819012033863146e-08,2.7923247714056743e-08
2006,5.229720123622883e-08,2.8825229314577427e-08
2007,5.472436814812909e-08,1.5578470069499417e-08
2008,4.001993403335291e-08,1.9584222910040694e-08
2009,5.483421183782866e-08,1.668867355419934e-08
2010,4.912744699936411e-08,1.9367551562510243e-08
2011,5.200601727040066e-08,1.5295887667576835e-08
2012,3.7787205364736565e-08,1.7021263953864718e-08
2013,4.406817666335883e-08,1.4224537325802089e-08
2014,3.269822279605705e-08,1.6890472576136517e-08
2015,3.701680917345129e-08,1.5516027795925424e-08
2016,3.624844957528239e-08,1.905632895926601e-08
2017,4.0501341835863514e-08,1.509366853724714e-08
2018,4.7240840572726484e-08,1.058401366549333e-08
2019,3.698932360407525e-08,1.428553142446276e-08
