year,aurons_VERB apporté_VERB,aurons_VERB rapporté_VERB
1935,4.787313656606784e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,0.0,2.5182236296217297e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.7709016475464523e-08,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,6.960552134671616e-09,0.0
1947,5.960435700558264e-09,0.0
1948,5.435944139264848e-09,0.0
1949,1.1780409536754632e-08,2.945102384188658e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,0.0
1952,8.435843135146115e-09,0.0
1953,1.2928593307037772e-08,0.0
1954,7.818028890937967e-09,9.772536113672459e-10
1955,2.815682353940474e-09,9.385607846468247e-10
1956,1.0465369904011368e-08,0.0
1957,3.534015080575159e-09,4.417518795207798e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,8.525822714489095e-09,0.0
1960,7.612916519406099e-09,2.7683333403416555e-09
1961,2.779263708063695e-09,1.3896318540318475e-09
1962,6.341956293454132e-09,1.2683912808952869e-09
1963,3.879631726988464e-09,1.939815863494232e-09
1964,3.6503808864551957e-09,4.867174663303331e-09
1965,4.377634699181954e-09,2.73602163147757e-09
1966,3.8773522170743036e-09,1.1078149508847446e-09
1967,4.437302081328198e-09,2.9582012395223956e-09
1968,4.491415683816058e-09,8.982831700699023e-10
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,1.0117195081704722e-08,4.5987250119061684e-10
1971,4.624557625731995e-09,0.0
1972,4.104117490300041e-09,1.5390440033513642e-09
1973,3.859242703185828e-09,0.0
1974,6.1881286761433785e-09,1.1251143350321513e-09
1975,6.8537762132336866e-09,0.0
1976,3.4281160132820787e-09,1.142705374768127e-09
1977,7.639816779203557e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,0.0
1979,6.437170796402825e-09,1.1703946700691858e-09
1980,0.0,0.0
1981,3.1627747087981106e-09,2.5302198114474095e-09
1982,0.0,0.0
1983,5.052252838311233e-09,0.0
1984,4.639206796497319e-09,0.0
1985,3.609334831011779e-09,1.8046674155058895e-09
1986,0.0,0.0
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.798966087207532e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,1.6345953479657283e-09,0.0
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,2.2039776670368383e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,0.0
1997,9.58978896292706e-10,0.0
1998,1.9072516899143466e-09,0.0
1999,2.285100553223174e-09,0.0
2000,5.743440834038438e-09,0.0
2001,4.8193329327261836e-09,4.3812117822561447e-10
2002,4.381221607729913e-09,4.38122149670761e-10
2003,1.6667691671301554e-09,4.1669229178253886e-10
2004,8.809582507929292e-10,0.0
2005,2.702249757291497e-09,9.007499190971657e-10
2006,8.235779835885637e-10,1.2353669198716943e-09
2007,5.192823504529542e-09,0.0
2008,2.554463751636149e-09,0.0
2009,4.291373478793048e-09,1.907277002999308e-09
2010,2.8342759250676863e-09,9.447586046817946e-10
2011,1.911985902935953e-09,7.64794394481072e-10
2012,2.382976926895708e-09,6.808505426114664e-10
2013,1.1156500168141292e-09,8.367375126105969e-10
2014,1.9489005964601347e-09,6.496335691608124e-10
2015,1.7732603163622684e-09,4.433150790905671e-10
2016,3.5212781579474495e-09,1.86420612280358e-09
2017,1.0062445321423752e-09,7.54683426862357e-10
2018,2.323319980845895e-09,1.5488800242380307e-09
2019,2.5509878653906526e-09,1.2754939326953263e-09
