year,dois_VERB établir_VERB,dois_VERB rétablir_VERB
1849,1.8434713311421547e-08,1.0893239199560867e-08
1850,1.9009188889640427e-08,1.1541293254424545e-08
1851,3.418202609850596e-08,3.0957306051959677e-08
1852,2.7344290387532055e-08,1.0416872697760482e-08
1853,2.030456869306363e-08,0.0
1854,3.4810952342922974e-08,4.1565315633818045e-09
1855,1.539011762474729e-08,2.653468555990912e-09
1856,2.1226476576430287e-08,4.141751386299575e-09
1857,2.1966791052818735e-08,1.3180074809326925e-08
1858,2.0064071293290908e-08,7.829881631948865e-09
1859,2.9025388315062628e-08,9.675129142294736e-09
1860,2.242820151820979e-08,8.696649622663699e-09
1861,8.960331143725853e-09,1.0375120318428799e-08
1862,8.584174260306554e-09,9.035972858839614e-09
1863,1.897955925755923e-08,2.4973103585068657e-09
1864,1.7740493518658695e-08,5.753673537611803e-09
1865,2.023943146411966e-08,3.294791106611683e-09
1866,1.751620715140234e-08,3.8924903300596725e-09
1867,6.79393608038481e-09,1.94112459439566e-09
1868,1.6301584082611953e-08,5.433861360870651e-09
1869,1.904572499711321e-08,9.767038289254515e-10
1870,2.465641024684828e-08,1.204150201772336e-08
1871,1.805600113868877e-08,1.0621177271019633e-09
1872,3.265563108811875e-08,7.256807155187062e-09
1873,3.23244258026989e-08,1.7359413462259e-08
1874,2.0911132381229436e-08,4.779687312606029e-09
1875,1.8881038954532414e-08,2.8607636259891933e-09
1876,2.418405919968336e-08,3.627608879952504e-09
1877,2.535774612510977e-08,6.184816214727107e-09
1878,1.6305540029293297e-08,3.0195443923020093e-09
1879,9.774920428640144e-09,3.0546627449723474e-09
1880,3.5939940801199555e-08,6.417846254436199e-10
1881,1.3945014920579979e-08,6.2752567586699115e-09
1882,4.6587693702804245e-09,4.6587693702804245e-09
1883,1.0742875922176154e-08,1.3270612164717477e-08
1884,1.650424152899177e-08,2.6406787867472303e-09
1885,5.156508553483263e-09,1.933690763067375e-09
1886,1.871504551331782e-08,3.872078213618124e-09
1887,8.48760173255414e-09,5.876032105334161e-09
1888,1.6485598663962264e-08,1.4583413587843097e-08
1889,1.0650732740202784e-08,1.0024218788373673e-08
1890,1.1797895993481688e-08,3.2771931834929546e-09
1891,1.0198752065093686e-08,6.3742202627281586e-09
1892,1.4417578242387208e-08,8.149066310636499e-09
1893,1.23168328869383e-08,0.0
1894,8.192000855444803e-09,3.780923574225881e-09
1895,5.416753268150387e-09,4.213029924926559e-09
1896,1.3563166589847242e-08,1.2973464080801023e-08
1897,9.322741689743452e-09,9.322741689743452e-09
1898,9.619203211741478e-09,8.487532454637403e-09
1899,8.291367592505594e-09,2.7637891975018647e-09
1900,8.30568502863116e-09,5.191053142894475e-10
1901,4.470991132876634e-09,3.353243460679778e-09
1902,1.178468167495339e-08,8.838511256215043e-09
1903,1.0260418292773466e-08,4.320176216765503e-09
1904,1.0211787859759625e-08,9.674325340824907e-09
1905,9.28936660926638e-09,6.708986699521802e-09
1906,4.629765903985117e-09,1.4918134283448126e-08
1907,6.685696440911215e-09,5.142843373384665e-10
1908,1.276961114626829e-08,9.822778146428846e-10
1909,6.60118004702781e-09,1.6502950117569526e-09
1910,1.1222716089775986e-08,1.6032452032632705e-09
1911,7.980561100850991e-09,0.0
1912,8.856016364688912e-09,7.293189607793238e-09
1913,1.1666577037772186e-08,2.121195885607108e-09
1914,6.696743604095445e-09,6.696743715117748e-10
1915,3.534228465440492e-09,0.0
1916,3.2962386153911893e-09,4.394984820521586e-09
1917,2.0836205649743533e-08,5.483212106582869e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,6.057785384427916e-09,0.0
1921,9.844571380313027e-09,0.0
1922,4.426761179843197e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,0.0
1925,1.5397448649423495e-08,2.1996355847875293e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,3.3447675740205796e-09,0.0
1928,1.0283437212876834e-08,3.4278122562625413e-09
1929,8.912325100141061e-09,0.0
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,2.1919073223131136e-09
1933,1.1470662641954732e-08,0.0
1934,2.3963160344919743e-08,1.1981580172459871e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,2.028626333583361e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.0728784083369192e-08,0.0
1948,3.2615663503321457e-09,0.0
1949,6.8719057111366055e-09,3.9268033269479474e-09
1950,5.317680518146517e-09,3.190608444114673e-09
1951,8.529121409139861e-09,3.1984206394497505e-09
1952,2.1089607837865287e-09,0.0
1953,5.386913581872932e-09,0.0
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,3.754243138587299e-09,9.385607846468247e-10
1956,6.976913269340912e-09,0.0
1957,4.417518795207798e-09,0.0
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,0.0
1960,6.920833239831836e-09,2.076250060767393e-09
1961,1.389631876236308e-08,1.3896318540318475e-09
1962,1.2683912586908264e-08,6.341956404476434e-10
1963,2.5864212993553792e-09,3.2330267352165265e-09
1964,9.734349326606662e-09,6.083968329129164e-10
1965,9.849678406226303e-09,2.73602163147757e-09
1966,4.985167390003653e-09,0.0
1967,8.874604162656397e-09,4.930335584241163e-10
1968,8.533690198930799e-09,3.1439910674890825e-09
1969,1.589615195030092e-08,4.087581828571274e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,6.679916619845017e-09,5.138397485282553e-10
1972,9.234264020108185e-09,0.0
1973,9.923766697284009e-09,2.7566018356850464e-09
1974,3.937900228123681e-09,0.0
1975,4.569184142155791e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,0.0
1977,7.639816779203557e-09,0.0
1978,3.5643548113029055e-09,5.940591352171509e-10
1979,5.266775904289034e-09,0.0
1980,5.116635559687666e-09,1.7055452605774235e-09
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,6.828252629986764e-09,6.207502289967692e-10
1983,8.841442245000053e-09,1.89459470334441e-09
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,5.395036861699509e-09,1.7983456945813714e-09
1987,6.110816741511371e-09,6.110816852533674e-10
1988,3.597932174415064e-09,0.0
1989,4.939309850016116e-09,2.1952488715726304e-09
1990,4.90378582185258e-09,0.0
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,0.0
1993,4.4313659408601325e-09,2.2156829704300662e-09
1994,6.857404422078162e-09,5.274926606624319e-10
1995,3.795715741716776e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,1.067618438099771e-09
1997,8.630809844589749e-09,9.58978896292706e-10
1998,9.059445638115449e-09,0.0
1999,6.398281460207045e-09,1.3710603763428253e-09
2000,5.3016377954406835e-09,1.3254094488601709e-09
2001,4.381211837767296e-09,2.6287270138425356e-09
2002,7.009954394732176e-09,2.1906108038649563e-09
2003,6.667076668520622e-09,1.6667691671301554e-09
2004,6.166707589017051e-09,2.2023955992267474e-09
2005,7.656374201303606e-09,3.602999676388663e-09
2006,2.0589450144825605e-09,1.6471559671771274e-09
2007,6.7906151812735516e-09,1.1983438685803094e-09
2008,3.405951742863067e-09,2.1287198670449925e-09
2009,9.53638501499654e-09,9.53638501499654e-10
2010,1.5116137674908714e-08,5.196172381261022e-09
2011,1.3383901986685487e-08,3.059177577924288e-09
2012,1.3957436095779485e-08,5.7872298064864935e-09
2013,1.561910067948702e-08,4.462600067256517e-09
2014,1.3858849179371191e-08,3.681256854903836e-09
2015,1.5959342292148904e-08,3.546520632724537e-09
2016,1.532791671365885e-08,5.178350193091319e-09
2017,1.33327402451755e-08,4.528100561174142e-09
2018,2.4007640320178325e-08,3.3559066636712487e-09
2019,1.9642605764147447e-08,6.632568272380013e-09
