year,voulons_VERB appeler_VERB,voulons_VERB rappeler_VERB
1853,2.329053394589664e-08,2.269334054005867e-08
1854,1.506742641765868e-08,1.8704392701351935e-08
1855,4.0332722051061864e-08,3.449509122788186e-08
1856,2.8992259260007813e-08,2.6403665032148638e-08
1857,2.8312753030945714e-08,1.122747050885664e-08
1858,4.5511185930990905e-08,1.663849857891364e-08
1859,3.513599722282379e-08,3.055303920973529e-08
1860,4.851814949802247e-08,3.3871160098897235e-08
1861,3.0182167876091626e-08,3.1125360067107977e-08
1862,2.84633134839396e-08,2.710791768834042e-08
1863,3.446288232566985e-08,4.744889636754124e-08
1864,3.5001512799226475e-08,2.3973639073915365e-08
1865,3.4830648587558244e-08,3.812543880599151e-08
1866,3.6978658357611494e-08,4.281739407474561e-08
1867,3.8337212515671126e-08,3.0572714138088486e-08
1868,3.6061081232219294e-08,4.841076517436704e-08
1869,3.857980246380066e-08,2.9301114423674335e-08
1870,4.6445794765759274e-08,4.013834242755365e-08
1871,3.080141297573391e-08,1.3807530230280918e-08
1872,3.38650991693612e-08,1.69325495846806e-08
1873,3.292302608315367e-08,3.412022664406322e-08
1874,5.795370938699307e-08,3.883495836021211e-08
1875,5.378235456987568e-08,1.94531928343622e-08
1876,2.9625471853478302e-08,4.474050996350343e-08
1877,5.133397351642088e-08,6.246663986075873e-08
1878,5.5559617351264023e-08,3.140326043649111e-08
1879,4.7652736867576095e-08,1.8938909107646396e-08
1880,4.3641353641987735e-08,2.3104245627791897e-08
1881,4.6018548971460405e-08,2.5798277292210514e-08
1882,5.124646662579835e-08,4.19289278852375e-08
1883,3.4756364897248204e-08,4.613117354779206e-08
1884,3.895001299270007e-08,2.178559910248623e-08
1885,2.7716232864349877e-08,3.545099502844096e-08
1886,1.4197620856748472e-08,2.0651084398082276e-08
1887,3.525619263200497e-08,2.6115698048556624e-08
1888,2.53624587998047e-08,2.53624587998047e-08
1889,4.0723389105323804e-08,2.6313573542324775e-08
1890,5.1124214195397144e-08,2.0974036729626278e-08
1891,5.5455714687013824e-08,3.505821055682645e-08
1892,1.2537024751679837e-08,2.8835156484774416e-08
1893,1.9091091374434654e-08,3.079208354961338e-08
1894,3.276800342177921e-08,1.7014155417882648e-08
1895,2.6481902892783182e-08,3.972285611553161e-08
1896,3.066455178668548e-08,2.7126333179694484e-08
1897,4.253501018069983e-08,1.5149455023788505e-08
1898,2.546259736391221e-08,2.998928039232851e-08
1899,2.4874102777516782e-08,2.5426860617017155e-08
1900,3.4780054392058446e-08,4.049021384844309e-08
1901,1.620734302321125e-08,3.4650181390816215e-08
1902,3.289890315727462e-08,2.5042448115186744e-08
1903,2.376096830403185e-08,1.83607493653426e-08
1904,2.741058935384899e-08,2.956043942958786e-08
1905,1.857873321853276e-08,2.838417501038748e-08
1906,3.446603713541663e-08,3.0865106026567446e-08
1907,3.445705232252294e-08,2.4171363577352167e-08
1908,1.3260750719723546e-08,2.504808449543816e-08
1909,1.8153246017504898e-08,2.53045246978445e-08
1910,1.5498036631811374e-08,2.404867771588215e-08
1911,1.3300935464144459e-08,1.8089272302290738e-08
1912,2.6047105805560022e-08,3.021464323182954e-08
1913,1.7499866444836698e-08,1.7499866444836698e-08
1914,1.2723813114234872e-08,3.3483718908655646e-08
1915,2.1205371680821372e-08,2.238344798399794e-08
1916,2.0876177231343718e-08,3.186363883855847e-08
1917,3.3995917192441993e-08,2.4126133979507358e-08
1918,1.8378202071289707e-08,3.445912710731136e-08
1919,1.2890987832747669e-08,2.301962176431971e-08
1920,1.590168707821249e-08,1.8930579770426448e-08
1921,9.844571380313027e-09,2.2718241510233383e-08
1922,6.640141769764796e-09,3.024953443286904e-08
1923,1.5923921736771263e-08,2.229349149729387e-08
1924,1.1602462102189293e-08,3.738571052736006e-08
1925,1.6497267552040284e-08,2.639562701745035e-08
1926,1.2260752413340015e-08,1.4489979882625903e-08
1927,2.4528294062520217e-08,3.3447673075670536e-08
1928,2.0566874425753667e-08,2.170947865920425e-08
1929,3.342121956961819e-08,4.233354289340241e-08
1930,1.8906487042613662e-08,3.676261073337628e-08
1931,2.6232321204133768e-08,2.2810713318222042e-08
1932,1.753525857850491e-08,3.7262424257278326e-08
1933,8.02946331646126e-09,3.785318369864399e-08
1934,9.585264137967897e-09,7.428579351653752e-08
1935,2.0346082152400413e-08,4.4282650435434334e-08
1936,1.2124714565686645e-08,6.183604739362636e-08
1937,2.0145789036973838e-08,3.1477796369472344e-08
1938,2.5930429359277696e-08,6.352954784460962e-08
1939,1.5294050470515685e-08,2.5999884911698246e-08
1940,2.028626333583361e-08,5.325144059042941e-08
1941,2.3612020783048138e-08,2.066051862925633e-08
1942,9.102635090130207e-09,2.1239483061208375e-08
1943,2.0322646676618206e-08,2.322588166236983e-08
1944,6.4263723231761105e-09,4.177142187700156e-08
1945,1.3071024262956144e-08,3.921307367704685e-08
1946,1.5313215584455975e-08,2.3665876369705074e-08
1947,5.960435700558264e-09,2.9802176726434482e-08
1948,8.697510267552389e-09,2.174377655705939e-08
1949,7.853606653895895e-09,5.3993545634511975e-08
1950,1.0635361036293034e-08,2.1270722072586068e-08
1951,4.264560704569931e-09,3.944718685033877e-08
1952,6.326882129314981e-09,1.5817205323287453e-08
1953,8.619061908632375e-09,3.5553629373907825e-08
1954,1.172704333640695e-08,4.202190595492539e-08
1955,1.220129064449793e-08,2.9095383879962355e-08
1956,1.3953826538681824e-08,3.314033847345854e-08
1957,7.951533653738352e-09,3.268964121616591e-08
1958,1.0753916868111446e-08,3.4743422361316334e-08
1959,1.2401196514133517e-08,3.797866554577922e-08
1960,6.920833239831836e-09,2.353083417006019e-08
1961,1.042223907177231e-08,2.431855783413539e-08
1962,6.976152100435229e-09,1.3952304200870458e-08
1963,4.526237162849611e-09,2.7157422977097667e-08
1964,8.517555549758526e-09,2.068549243006146e-08
1965,8.20806533852192e-09,2.134096988015699e-08
1966,1.2185964237687585e-08,3.0464910594218964e-08
1967,7.888536934785861e-09,1.824224149515885e-08
1968,1.3474247495537384e-08,2.649935382237345e-08
1969,1.8167030546578644e-08,2.2254612375149918e-08
1970,1.0577067222072856e-08,2.8052221878738237e-08
1971,6.679916619845017e-09,3.44272628183262e-08
1972,8.721249500354133e-09,2.667676390899487e-08
1973,8.269805285010534e-09,1.8193572870472963e-08
1974,9.00091468025721e-09,2.193973003272731e-08
1975,7.996072248772634e-09,2.4559364319998167e-08
1976,9.712995741040231e-09,2.742492810625663e-08
1977,3.526069214387917e-09,2.2331770210826107e-08
1978,1.1881182260253809e-08,2.0792070287711795e-08
1979,8.777959692451986e-09,1.521513048885481e-08
1980,2.2740602734216964e-09,1.819248218737357e-08
1981,3.795329828193417e-09,2.84649726012276e-08
1982,5.586751949948621e-09,1.924325765401136e-08
1983,6.946847541655643e-09,2.3366668600033336e-08
1984,2.3196033982486597e-09,1.9716628330002095e-08
1985,5.414002135495366e-09,2.045289804186723e-08
1986,8.392279760016663e-09,2.3378493807513223e-08
1987,5.49973533381376e-09,1.8943532964499354e-08
1988,8.395175221664886e-09,1.9788627625416666e-08
1989,8.780995486290522e-09,2.1952487827547884e-08
1990,8.172976073694826e-09,1.5256222951620657e-08
1991,7.033758464558559e-09,1.75843961613964e-08
1992,2.7549720282848966e-09,2.589673719910479e-08
1993,4.4313659408601325e-09,1.2186256448387667e-08
1994,4.2199412852994556e-09,1.318731612798274e-08
1995,1.626735190995987e-09,1.7894087989134277e-08
1996,1.6014276571496566e-09,1.6548085568501847e-08
1997,8.630809844589749e-09,2.061804593722627e-08
1998,5.2449422582867555e-09,2.1456582288692516e-08
1999,4.570201106446348e-09,2.0565904534919355e-08
2000,4.418031274155965e-09,1.8555732950176207e-08
2001,2.6287270138425356e-09,1.3581756164171566e-08
2002,5.6955880012310445e-09,1.2267419968736704e-08
2003,8.750538071922165e-09,1.6667691227212345e-08
2004,4.404791198453495e-09,1.8500124099318782e-08
2005,9.007498746882447e-09,1.9816498664226856e-08
2006,7.412201963319376e-09,2.0177660431386357e-08
2007,2.7961355453243186e-09,1.2382886716011399e-08
2008,7.663391698997657e-09,2.5970381400952647e-08
2009,9.53638501499654e-09,1.8595951445377068e-08
2010,5.196172381261022e-09,2.7870378005445673e-08
2011,6.118355155848576e-09,7.647943611743813e-09
2012,4.425528388196653e-09,1.0212757750593937e-08
2013,3.6258624991347688e-09,1.561910067948702e-08
2014,4.114345752981308e-09,7.362513709807672e-09
2015,5.098123256885856e-09,1.3742767812630063e-08
2016,8.699628573083373e-09,1.3670844012381167e-08
2017,4.024978128569501e-09,7.798394818792076e-09
2018,5.6792268665617485e-09,1.0842160058643913e-08
2019,2.806086474294034e-09,6.377469219387422e-09
