year,deux_DET arts_NOUN,deux_DET rares_ADJ
1895,5.9584283951252814e-08,5.416753268150387e-09
1896,7.607167379353186e-08,1.1794057674929803e-08
1897,5.7684462984042284e-08,1.573212637939747e-08
1898,9.166534642446322e-08,1.867257104493092e-08
1899,7.517506261933704e-08,1.1607914629507832e-08
1900,9.603448158923555e-08,2.7512581213251508e-08
1901,1.0003842754180425e-07,1.6207343245255856e-08
1902,6.039649003142245e-08,1.0311596021495006e-08
1903,5.238213662828173e-08,1.2960528872341115e-08
1904,6.449550404852289e-08,8.599400302955473e-09
1905,9.392581223899299e-08,7.741138396966107e-09
1906,6.173021177557914e-08,1.286046086290682e-08
1907,5.451413809254291e-08,1.0799970695529737e-08
1908,6.090122517399266e-08,1.1787333775714615e-08
1909,8.086445618671334e-08,1.3202360704678284e-08
1910,6.306098043751263e-08,9.619471441624228e-09
1911,6.863282675517723e-08,1.649315961582687e-08
1912,6.147117193044949e-08,1.4586379659675686e-08
1913,6.469647362283837e-08,1.3787772923379293e-08
1914,4.352883264946428e-08,1.5402511266415786e-08
1915,2.94519039156782e-08,8.246533123035249e-09
1916,4.944358011904626e-08,8.789969641043172e-09
1917,6.68951898319392e-08,2.1932848870420685e-09
1918,9.533692502117219e-08,4.594550517822427e-09
1919,4.6960025201769895e-08,1.1970202828948118e-08
1920,7.49650914677602e-08,1.665890980717677e-08
1921,9.996026761882604e-08,2.196096726692076e-08
1922,7.451715111628232e-08,1.6231458288551437e-08
1923,8.917396732144311e-08,7.431163684401554e-09
1924,7.73497492723152e-08,2.4494086758863887e-08
1925,8.908524029571652e-08,2.3096173418224453e-08
1926,8.693988340358061e-08,1.671920735191179e-08
1927,1.0703256081434631e-07,7.804457635707251e-09
1928,7.08414584771333e-08,1.828166551476329e-08
1929,8.35530460374656e-08,1.782465064437133e-08
1930,1.1764036322858828e-07,1.68057662230936e-08
1931,9.808606460381952e-08,2.167017676413252e-08
1932,5.698959038014095e-08,9.863582950409011e-09
1933,6.997103763062285e-08,1.1470662197865522e-08
1934,7.069132657022692e-08,1.0783422155213884e-08
1935,7.77938495843955e-08,1.3165112555668657e-08
1936,4.364897199238271e-08,8.487300195980652e-09
1937,5.414180659357726e-08,8.813782592653752e-09
1938,7.779128452511941e-08,6.482607339819424e-09
1939,5.352917753498332e-08,1.070583532936098e-08
1940,2.7893612752905028e-08,1.0143131667916805e-08
1941,5.607854980382854e-08,8.854508237732261e-09
1942,1.456421614420833e-07,6.068423541449874e-09
1943,9.00002918857723e-08,1.4516175816936538e-08
1944,1.1888788975511488e-07,3.2131861615880553e-09
1945,4.1391576388605245e-08,8.714016175304096e-09
1946,6.403708052715729e-08,1.2528993842408909e-08
1947,1.060957499632309e-07,1.1920871401116528e-08
1948,8.371353343861188e-08,5.435944139264848e-09
1949,6.970075983048218e-08,9.817008317369869e-10
1950,7.232045673433163e-08,6.381216888229346e-09
1951,8.315893085253379e-08,5.330700769690111e-09
1952,5.1669539202769954e-08,3.1634410646574906e-09
1953,5.1714371673838855e-08,9.696444647211422e-09
1954,6.547599351591771e-08,1.2704297169818801e-08
1955,7.977766358635563e-08,8.447047505910632e-09
1956,5.1454734917300016e-08,3.488456634670456e-09
1957,5.124322016714089e-08,1.236905244894615e-08
1958,6.948684561081109e-08,9.099467845885556e-09
1959,6.433120458559927e-08,1.0075972611822692e-08
1960,7.405291518880475e-08,1.038125013730351e-08
1961,7.017641134865471e-08,1.389631876236308e-08
1962,4.566208677836414e-08,1.8391672906847845e-08
1963,6.789356221670317e-08,1.2932106496776896e-09
1964,7.969998305767945e-08,7.30076216148845e-09
1965,4.9248392031131516e-08,1.3680108157387849e-08
1966,4.1543059436932595e-08,6.092982340888398e-09
1967,6.458739720827111e-08,7.395503098805989e-09
1968,9.387059130006037e-08,2.0211371576372983e-08
1969,6.585548750770442e-08,1.1354394091611653e-08
1970,6.66815119232389e-08,8.737577605888447e-09
1971,8.581123500661647e-08,1.335983357275694e-08
1972,6.104874594736742e-08,1.282536721269878e-08
1973,4.796487346192535e-08,1.543697081274331e-08
1974,4.050411750444738e-08,1.3501372464475025e-08
1975,5.140332204334186e-08,7.4249242310031605e-09
1976,5.1421741309454205e-08,1.4855169427896442e-08
1977,3.9962116504810297e-08,1.0578207476630297e-08
1978,6.831679932872703e-08,1.4257419467256227e-08
1979,5.442335238026175e-08,1.3459538594773335e-08
1980,4.7186750062877536e-08,1.0233271230397634e-08
1981,3.985096119762943e-08,6.325549639640826e-09
1982,5.0901519110801985e-08,1.4277254933858785e-08
1983,7.515226374543715e-08,8.841442245000053e-09
1984,6.552879394661204e-08,1.0438215625185876e-08
1985,4.9929133605353115e-08,7.218669662023558e-09
1986,5.454981755192989e-08,8.392279815527814e-09
1987,5.5608433080500674e-08,1.7721368816836502e-08
1988,7.975416566052829e-08,1.6190695451001602e-08
1989,6.256459261777536e-08,1.1525056464734007e-08
1990,6.15697552941441e-08,9.807571865749765e-09
1991,6.682070324837142e-08,1.2309076424799059e-08
1992,5.179347439820958e-08,1.1019888113139586e-08
1993,8.91812389491875e-08,1.4955860550003308e-08
1994,6.857404555304925e-08,1.6879764697108612e-08
1995,7.211859909261875e-08,1.5182862078688686e-08
1996,5.4448540787177535e-08,1.014237538399243e-08
1997,7.671831503408555e-08,9.110299292736102e-09
1998,6.627699500327822e-08,1.096669710598519e-08
1999,9.414614271507915e-08,1.1882522965578346e-08
2000,7.73155524047553e-08,9.277866253043499e-09
2001,5.4765148943536346e-08,1.0076787404500465e-08
2002,7.053766437614684e-08,1.7524885875808138e-08
2003,7.375453814351118e-08,1.7084384129617547e-08
2004,6.871474655945065e-08,9.250061383525576e-09
2005,5.854874407518196e-08,1.4862373998170142e-08
2006,7.082770936417404e-08,9.471146533712727e-09
2007,7.190063233686317e-08,9.18730247434496e-09
2008,6.726754731012363e-08,1.1069342858993636e-08
2009,5.292693860958764e-08,8.105927262747059e-09
2010,5.6685517002552643e-08,4.723793023408973e-09
2011,3.7092529686644227e-08,9.55992973672437e-09
2012,3.574465295974605e-08,4.085103255668798e-09
2013,3.5421887201181335e-08,8.088462455368983e-09
2014,3.529675557389922e-08,7.145969149746634e-09
2015,4.654808366533203e-08,7.314698804994357e-09
2016,4.2876737493813266e-08,7.87109236122241e-09
2017,2.842640789424422e-08,6.792150397672003e-09
2018,3.149389249390566e-08,6.969959998048836e-09
2019,4.08158039588713e-08,5.357074228662384e-09
