year,devrais_VERB aller_VERB
1907,1.0285686968813934e-08
1908,3.290630701258124e-08
1909,3.135560788791736e-08
1910,3.366815093386322e-08
1911,2.500575924102577e-08
1912,3.64659484830554e-08
1913,1.3257474229533273e-08
1914,1.2054139020278853e-08
1915,4.5944972271172446e-08
1916,1.648119329900055e-08
1917,6.250861872558744e-08
1918,1.033773866510046e-08
1919,1.6574126959767455e-08
1920,2.7260034229925623e-08
1921,3.862101038976107e-08
1922,3.9840852394945614e-08
1923,2.9724654737606215e-08
1924,2.3204924204378585e-08
1925,4.06932585406139e-08
1926,4.0126099776216506e-08
1927,7.469980545238286e-08
1928,5.0274582719112004e-08
1929,5.904415445456834e-08
1930,2.7309368988426286e-08
1931,1.8248570654577634e-08
1932,4.055028668403793e-08
1933,3.785318369864399e-08
1934,3.714289675826876e-08
1935,3.111753699158726e-08
1936,3.8799086610197264e-08
1937,2.1404900962807005e-08
1938,4.797129449229942e-08
1939,4.5882153187903896e-08
1940,1.7750480196809804e-08
1941,3.5418032950929046e-08
1942,2.730790527039062e-08
1943,1.2774235358392616e-07
1944,5.462416652335378e-08
1945,5.664110602765504e-08
1946,6.40370814153357e-08
1947,5.006765846360395e-08
1948,4.4574740343250596e-08
1949,6.086545312200542e-08
1950,8.189228140054183e-08
1951,1.0234946046239202e-07
1952,7.27591498161928e-08
1953,6.033343424860504e-08
1954,8.404381190985077e-08
1955,4.598947711542678e-08
1956,5.232685040823526e-08
1957,7.951533831374036e-08
1958,7.445019178931034e-08
1959,6.820658171591276e-08
1960,6.3671663497189e-08
1961,6.253343087792018e-08
1962,8.371382165250907e-08
1963,7.112658551022832e-08
1964,5.7189303959148674e-08
1965,5.1984411442163037e-08
1966,7.366969612121466e-08
1967,6.261526408479767e-08
1968,5.3896989982149535e-08
1969,6.131372742856911e-08
1970,4.3687887085752664e-08
1971,4.3162540208641076e-08
1972,5.591860130493842e-08
1973,4.741355397186453e-08
1974,5.231781585735007e-08
1975,4.7976435268992645e-08
1976,4.2280099421532213e-08
1977,4.760193306196925e-08
1978,3.26732525479656e-08
1979,5.442335293537326e-08
1980,6.310516909024955e-08
1981,6.388805218193738e-08
1982,4.717701784784367e-08
1983,7.325766659960209e-08
1984,5.799008562235031e-08
1985,6.256180284935908e-08
1986,6.833713683818132e-08
1987,6.966331511648605e-08
1988,5.636760747051994e-08
1989,6.750390468823753e-08
1990,7.246705990837654e-08
1991,5.5097771678447316e-08
1992,6.611932690248068e-08
1993,6.370088811991081e-08
1994,5.907917710601396e-08
1995,6.073145186746842e-08
1996,6.032043842196799e-08
1997,7.048495120898224e-08
1998,6.627699633554585e-08
1999,5.804155378541509e-08
2000,6.936309659977269e-08
2001,6.089884152515879e-08
2002,6.571832500412711e-08
2003,8.167168630279775e-08
2004,7.135761848076072e-08
2005,8.512086679957065e-08
2006,7.74163311234588e-08
2007,1.5218967064356548e-07
2008,2.069115652147957e-07
2009,2.2076731909237424e-07
2010,2.9334754003684793e-07
2011,3.3956871448026504e-07
2012,4.6910602691241365e-07
2013,5.268657332635485e-07
2014,5.404951366472233e-07
2015,5.293181857268792e-07
2016,5.675471470567572e-07
2017,6.80724440371705e-07
2018,7.635978249709297e-07
2019,7.260111374307598e-07
