year,ses_DET ans_NOUN,ses_DET rangs_NOUN
1884,6.139578090369469e-08,1.0879596175072948e-06
1885,5.41433392009516e-08,9.836039680521935e-07
1886,6.195325363833604e-08,1.0448158036524546e-06
1887,5.353718296463583e-08,1.0994708645739593e-06
1888,6.213802317134309e-08,1.143846930062864e-06
1889,6.82899904402845e-08,1.1083027402492007e-06
1890,4.653614471550327e-08,1.010030928227934e-06
1891,5.2268602779292905e-08,1.0001151622418547e-06
1892,4.8894397863818995e-08,9.114417025557486e-07
1893,3.879802479289651e-08,9.767248911884963e-07
1894,5.9234470217717217e-08,1.0057257213702542e-06
1895,2.6481904225050812e-08,1.1074250778619898e-06
1896,4.776593365285464e-08,9.600363455319894e-07
1897,3.845631113552628e-08,8.897391694517864e-07
1898,3.791097891170381e-08,9.930413398251403e-07
1899,5.030096339453394e-08,8.855180340106017e-07
1900,4.568126776849368e-08,9.608639857106027e-07
1901,7.041810740071597e-08,8.550770758120052e-07
1902,4.9593866791042274e-08,6.589601184714411e-07
1903,5.238213796054936e-08,8.127331625473744e-07
1904,5.4283715300584845e-08,8.432787126366748e-07
1905,5.47040444054403e-08,7.689531003052252e-07
1906,5.247068113334308e-08,8.359299954463495e-07
1907,5.914269740614486e-08,7.667979389225366e-07
1908,4.71493368792153e-08,7.35726075618004e-07
1909,5.005894987419879e-08,6.931239227014885e-07
1910,4.2753206530576904e-08,6.84585700128082e-07
1911,5.5863928927202267e-08,7.219747431008727e-07
1912,5.5219864347755276e-08,7.511985131714027e-07
1913,4.984810397790085e-08,7.265095973707503e-07
1914,7.500352927625187e-08,7.80170637426636e-07
1915,4.1232666947443875e-08,7.904891390353441e-07
1916,4.6147340837521256e-08,8.811944667286298e-07
1917,3.947912841084644e-08,7.566832778138632e-07
1918,1.1026920887502456e-07,8.396540920330153e-07
1919,8.471220486194753e-08,8.369934221263975e-07
1920,4.391894581345923e-08,7.06489231561136e-07
1921,5.300923133777502e-08,6.04305228080193e-07
1922,6.861480361664007e-08,4.633343451132532e-07
1923,9.342034656967257e-08,5.721996103602578e-07
1924,7.606058605169608e-08,5.87858096423588e-07
1925,7.478760966073139e-08,5.796039772576478e-07
1926,5.684530801630672e-08,5.383585062190832e-07
1927,5.6861046204836896e-08,5.262434115138603e-07
1928,4.798937336403242e-08,4.6161207478689903e-07
1929,6.57283965033173e-08,5.035463459535094e-07
1930,4.20144132817768e-08,6.680292017335887e-07
1931,4.5621425748265665e-08,4.7560337179675116e-07
1932,5.58936368300067e-08,5.720877993553586e-07
1933,1.835305885045102e-08,4.875031436313293e-07
1934,2.516131836216573e-08,5.619361331810069e-07
1935,5.0266793394371234e-08,5.469505595101509e-07
1936,6.304851440930292e-08,5.528870019588794e-07
1937,2.3923124259361828e-08,4.834989226765174e-07
1938,1.1409389033545381e-07,5.0305033028053e-07
1939,7.188203721142372e-08,4.236451900396787e-07
1940,2.02862628917444e-08,4.488335889618611e-07
1941,4.7224041566096275e-08,3.9550135966237576e-07
1942,5.765002231150618e-08,5.158159979146149e-07
1943,5.2258234184421326e-08,5.370985149966145e-07
1944,4.4984606262232774e-08,6.394240585905209e-07
1945,3.267756065739036e-08,7.995109854164184e-07
1946,3.897909195416105e-08,6.932709766260814e-07
1947,3.4570525775379224e-08,6.377666181833774e-07
1948,4.892349725338363e-08,7.023239732006914e-07
1949,2.846932456446183e-08,8.658601586830628e-07
1950,1.0635361658017928e-07,6.33867557553458e-07
1951,4.797630914765705e-08,6.30088834441267e-07
1952,1.5817205323287453e-08,5.641470011141791e-07
1953,2.801195131407752e-08,5.807092975373962e-07
1954,3.518112912104243e-08,6.40101120552572e-07
1955,1.6894094123642844e-08,5.556279916163476e-07
1956,4.622205040938354e-08,6.026309051776479e-07
1957,2.738861626383482e-08,6.670453558399458e-07
1958,4.797901348441158e-08,6.493710884569737e-07
1959,5.968075811324525e-08,5.526283075596439e-07
1960,3.045166724335857e-08,6.131858185653982e-07
1961,5.2111194193127375e-08,6.100484029047948e-07
1962,4.122271529682919e-08,7.0205459223871e-07
1963,3.9442925370281046e-08,6.466053150688822e-07
1964,5.718930329301486e-08,7.939578949844872e-07
1965,7.387258760260806e-08,7.047991630315664e-07
1966,5.040558159752351e-08,7.228492791000463e-07
1967,7.247593147852172e-08,8.144914431795769e-07
1968,8.623518454875523e-08,8.619027198619733e-07
1969,4.678010531722343e-08,8.179706014743715e-07
1970,4.2768142805016396e-08,8.475450385958538e-07
1971,5.6008531923446014e-08,7.075573194015305e-07
1972,2.9241836674298582e-08,8.39291999454872e-07
1973,5.6785999680286636e-08,7.977606060194375e-07
1974,3.0378086990356934e-08,8.601498961979814e-07
1975,3.712462071092659e-08,7.773324455229158e-07
1976,3.542386795007957e-08,8.284613954856468e-07
1977,3.64360481786008e-08,1.1359819609424449e-06
1978,3.3861370818399905e-08,9.118807611230295e-07
1979,2.6333880187578984e-08,8.971074976216187e-07
1980,1.8760996423061727e-08,8.811983320811123e-07
1981,2.024175771442316e-08,8.273818821180612e-07
1982,4.03487647737677e-08,9.044330795404676e-07
1983,1.4525227021167098e-08,9.157208182841714e-07
1984,2.3775934665515308e-08,8.240390911851136e-07
1985,1.9249785432329247e-08,8.866932716955489e-07
1986,2.2179595993154777e-08,9.453303846385097e-07
1987,3.1165165836899433e-08,9.031787158164661e-07
1988,3.717863328311921e-08,9.678437891125213e-07
1989,2.2501301488730974e-08,9.313343412031827e-07
1990,2.3429198747759727e-08,9.616868510420318e-07
1991,2.285971378856999e-08,9.57763404585421e-07
1992,2.975369950419804e-08,9.736071433508187e-07
1993,2.8249958761161764e-08,9.527436759526609e-07
1994,3.481451560372051e-08,9.173097623715876e-07
1995,3.633042044981494e-08,1.0107448815688258e-06
1996,3.20285515886809e-08,9.587213298800634e-07
1997,2.3494983403260505e-08,1.0385741688878625e-06
1998,3.337690390736725e-08,1.1104973509645788e-06
1999,3.427650954734851e-08,1.0918211046373472e-06
2000,2.9600811024543816e-08,1.0757906920844107e-06
2001,2.716351391041094e-08,1.0024212997450377e-06
2002,4.3812214689520346e-08,1.0094333902088692e-06
2003,1.833446089394286e-08,1.027563143907173e-06
2004,2.026204010130428e-08,1.017506747302832e-06
2005,3.7831496380036356e-08,1.0953118589895894e-06
2006,2.141302812841417e-08,1.018354168991209e-06
2007,2.3567429258131156e-08,9.750524441187736e-07
2008,1.6604014163590364e-08,9.357852377434028e-07
2009,3.0516430937765904e-08,8.749633479965269e-07
2010,2.2201827765133686e-08,8.602027037341031e-07
2011,1.4913490886669933e-08,7.950037570481072e-07
2012,1.8723389366703813e-08,7.989781352080172e-07
2013,2.036061236276865e-08,7.366079444182105e-07
2014,2.0138640005606945e-08,7.789106462041673e-07
2015,1.994917830927534e-08,7.800128969392972e-07
2016,3.2934305949083864e-08,7.788238463035668e-07
2017,1.2829617646037406e-08,6.892774990774342e-07
2018,1.6779534151023512e-08,7.049985697449301e-07
2019,1.836711227554133e-08,6.96164534019772e-07
