year,les_DET août_NOUN,les_DET routes_NOUN
1889,9.397704836544563e-09,7.084616584052128e-06
1890,2.6217545912032847e-09,7.502150651816919e-06
1891,6.374220040683554e-09,8.107370490506582e-06
1892,5.641661138255927e-09,8.102052163394546e-06
1893,4.926733243593162e-09,7.76083635400937e-06
1894,1.1342770500633037e-08,7.521517261466215e-06
1895,7.824199066419624e-09,8.424254303918133e-06
1896,1.0024949648190784e-08,7.769335581997439e-06
1897,4.661370844871726e-09,7.853244653688307e-06
1898,7.921696743018458e-09,7.594643818720215e-06
1899,4.9748205555033564e-09,7.420774011279718e-06
1900,7.786579714341713e-09,8.549664471502183e-06
1901,3.912117352289357e-09,7.310070486710174e-06
1902,2.4551419786078554e-09,7.571657477001281e-06
1903,4.860198243861191e-09,8.70461542490375e-06
1904,5.912087708281888e-09,8.298420880237245e-06
1905,4.1286072338664326e-09,7.786553453570377e-06
1906,7.201858165384323e-09,7.741997649191035e-06
1907,4.1142746431965804e-09,8.152435214014986e-06
1908,7.367083831866239e-09,9.317396234109765e-06
1909,5.5009837240938e-09,7.87135752489121e-06
1910,4.809735720812114e-09,7.675269159790332e-06
1911,5.852411666396051e-09,8.849378730246826e-06
1912,1.146072631241779e-08,7.946451205498306e-06
1913,4.242391882236518e-09,8.176679784810403e-06
1914,8.036092347118995e-09,9.381468260016845e-06
1915,1.2958838335741518e-08,1.1360188238995761e-05
1916,7.69122365795738e-09,1.0638060871315247e-05
1917,7.676497326691845e-09,1.1272387894223357e-05
1918,8.040463406189247e-09,1.2749877498663409e-05
1919,1.3811772281435708e-08,1.1227129334656638e-05
1920,1.2115570768855832e-08,9.518295087218576e-06
1921,1.060184651180407e-08,8.84421160662896e-06
1922,7.377935318242379e-09,8.616690990947973e-06
1923,8.492758496458919e-09,8.382352973512752e-06
1924,6.4458122173149945e-09,7.933505685286946e-06
1925,4.399271169575059e-09,8.54778346592866e-06
1926,5.57306911730393e-09,8.987131309368124e-06
1927,4.4596899506643695e-09,9.354199505651195e-06
1928,1.1426041224282812e-09,8.985438512354449e-06
1929,4.4561625500705304e-09,9.466003064062534e-06
1930,3.1510810627466412e-09,9.493157051565504e-06
1931,5.7026783295555106e-09,1.00344329894142e-05
1932,4.38381475564853e-09,9.151213362201815e-06
1933,2.2941324395731044e-09,8.527289992343867e-06
1934,3.5944740517379614e-09,1.0691163879528176e-05
1935,2.393656828303392e-09,8.881663802640105e-06
1936,4.849885826274658e-09,9.088686169889115e-06
1937,6.295559185076627e-09,8.763417895352177e-06
1938,2.5930428915188486e-09,8.58945429627056e-06
1939,6.117620188206274e-09,8.211375870814663e-06
1940,0.0,8.664770177801984e-06
1941,0.0,9.53335307940506e-06
1942,3.034211770724937e-09,9.4788774731569e-06
1943,0.0,1.0080032382120407e-05
1944,6.4263723231761105e-09,1.0847716112039052e-05
1945,6.535512131478072e-09,1.0988374640419352e-05
1946,5.568441707737293e-09,1.0108113428941579e-05
1947,2.3841741914054637e-09,1.0629840971887461e-05
1948,4.348755133776194e-09,8.758392937124881e-06
1949,3.9268033269479474e-09,9.130799298873171e-06
1950,1.0635361480382244e-09,9.158109378404333e-06
1951,3.1984206394497505e-09,1.0273327234244789e-05
1952,5.272401959466322e-09,8.061502740019932e-06
1953,0.0,9.428176724668447e-06
1954,4.886268278880834e-09,8.387767934436852e-06
1955,5.631364707880948e-09,8.539964312603843e-06
1956,5.232684952005684e-09,8.1254876249659e-06
1957,1.7670075402875796e-09,8.059321544351405e-06
1958,1.6544486891589827e-09,8.062128699748428e-06
1959,1.5501495642666896e-09,8.270047828773386e-06
1960,2.0762500052562416e-09,7.946500829802972e-06
1961,2.08444772553662e-09,8.53998244565446e-06
1962,6.341956404476434e-10,8.033356209580234e-06
1963,3.2330265131719216e-09,8.676149832353985e-06
1964,2.4335873316516654e-09,8.527898216925678e-06
1965,4.924838870046244e-09,7.993560814156808e-06
1966,2.7695373772118614e-09,8.0172567891168e-06
1967,3.451234853457663e-09,7.905300208221888e-06
1968,4.49141579483836e-09,8.619027141776314e-06
1969,3.1792304344691047e-09,8.721991264337703e-06
1970,1.3796175313274261e-09,8.254711190147646e-06
1971,0.0,8.369935869723122e-06
1972,2.5650734314375256e-09,7.673160723697947e-06
1973,2.205281512956958e-09,7.588924859192048e-06
1974,3.3753431161187564e-09,8.009126474917139e-06
1975,1.028066431985053e-08,7.335825216614467e-06
1976,2.856763492431469e-09,7.063061957524042e-06
1977,2.9383909194713453e-09,7.462337578090228e-06
1978,0.0,7.501778895857569e-06
1979,1.7555920051037788e-09,7.196756882876798e-06
1980,2.8425753972882717e-09,7.404340124139708e-06
1981,6.325549528618524e-10,7.150401131639228e-06
1982,1.8622506869903077e-09,7.382582282389194e-06
1983,3.1576580239445207e-09,7.0801008860144066e-06
1984,2.319603453759811e-09,7.2441216047991475e-06
1985,6.015558051686298e-10,6.846908263469231e-06
1986,2.3977942409381114e-09,7.021940177764918e-06
1987,1.2221633705067347e-09,6.897278979067778e-06
1988,2.99827696004229e-09,6.543439326378575e-06
1989,1.6464366536794728e-09,7.036321449049865e-06
1990,5.448650919337439e-09,6.863665532819141e-06
1991,2.344586136349136e-09,6.750063562321884e-06
1992,3.856960917314467e-09,6.825167929491727e-06
1993,4.431365996371284e-09,6.7689114189306565e-06
1994,1.0549853213248639e-09,7.1121833684628655e-06
1995,1.626735190995987e-09,7.04647493421362e-06
1996,2.6690460952494277e-09,6.587739619590138e-06
1997,1.917957792585412e-09,6.81977826388902e-06
1998,2.86087753487152e-09,7.166498335209326e-06
1999,2.7421206694189237e-09,7.913760214250942e-06
2000,2.2090156370779823e-09,7.2181799737336405e-06
2001,3.5049694258049158e-09,6.949916382836818e-06
2002,3.504977197366088e-09,7.189584380284941e-06
2003,2.916846042477772e-09,7.639219575139578e-06
2004,4.404791170697919e-09,7.152059538384492e-06
2005,0.0,7.00197938385827e-06
2006,2.47073389525454e-09,7.131361996925989e-06
2007,2.3966876816494675e-09,7.391784492938314e-06
2008,8.514879357157668e-10,7.622094017278869e-06
2009,4.76819250749827e-10,8.04823201860927e-06
2010,1.8895172648747405e-09,8.586910894337052e-06
2011,1.9119859584471044e-09,8.3423772707647e-06
2012,1.702126356528666e-09,8.504503853146161e-06
2013,1.6734749697100426e-09,8.1517758303562e-06
2014,2.1654451842767486e-10,8.758142826081894e-06
2015,6.649726325136385e-10,8.219948199439386e-06
2016,8.285360453275104e-10,8.283703266442899e-06
2017,5.282783682725167e-09,7.523438739553967e-06
2018,2.323319980845895e-09,8.314129956943361e-06
2019,5.1019755087367e-10,8.037397265070467e-06
