year,pourrais_VERB apporter_VERB,pourrais_VERB rapporter_VERB
1928,1.7139061725401916e-08,1.2568645679778001e-08
1929,2.33948540540041e-08,1.1140405931087116e-08
1930,6.302162347537887e-09,1.05036033204442e-08
1931,1.596749932275543e-08,2.167017854048936e-08
1932,1.753525857850491e-08,1.0959536389520963e-08
1933,1.1470662641954732e-08,1.0323596200123575e-08
1934,1.1981580172459871e-08,5.990790086229936e-09
1935,1.795242710045386e-08,4.787313656606784e-09
1936,2.5461901032031165e-08,8.487299751891442e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,1.517105907566929e-08
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,2.6142048525912287e-08,1.3071024262956144e-08
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,1.6689218895749036e-08,7.152522574216391e-09
1948,1.4133454406817236e-08,1.3046265401328583e-08
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,2.3397795700930146e-08,5.317680518146517e-09
1951,2.6653504292539765e-08,3.1984206394497505e-09
1952,6.326882129314981e-09,2.1089607837865287e-09
1953,1.1851209791302608e-08,1.2928593307037772e-08
1954,1.4658803948464083e-08,3.9090144454689835e-09
1955,8.447047505910632e-09,6.569925492527773e-09
1956,1.657016923672927e-08,3.488456634670456e-09
1957,1.767007518083119e-08,5.301022731885041e-09
1958,9.099467845885556e-09,4.1361216673863055e-09
1959,1.2401196514133517e-08,1.007597205671118e-08
1960,1.1073333361366622e-08,6.920833239831836e-09
1961,4.86371165564492e-09,2.779263708063695e-09
1962,1.2049716779927166e-08,6.341956293454132e-09
1963,1.3578711488548834e-08,1.2932106496776896e-09
1964,1.1559539991878864e-08,4.258777774879263e-09
1965,1.860494691641179e-08,3.830430195250756e-09
1966,1.0524241922382771e-08,1.1078149952936656e-08
1967,1.035370456037299e-08,4.930335695263466e-09
1968,1.4821671889819754e-08,7.186265360559219e-09
1969,8.629339909305145e-09,2.7250546263957176e-09
1970,1.5175793066646293e-08,5.518470125309705e-09
1971,9.24911525146399e-09,6.679916619845017e-09
1972,1.128632298730281e-08,8.721249500354133e-09
1973,1.268036875501366e-08,3.859242703185828e-09
1974,1.0688586016271984e-08,9.00091468025721e-09
1975,8.567219822452898e-09,2.2845920710778955e-09
1976,9.712995741040231e-09,4.570821499072508e-09
1977,5.876781727920388e-09,7.052138428775834e-09
1978,5.940591130126904e-09,4.752473081737207e-09
1979,1.1118749476679568e-08,5.266775904289034e-09
1980,1.0801786132219604e-08,6.822181042309694e-09
1981,1.0120879245789638e-08,3.1627747087981106e-09
1982,1.0552754226011984e-08,4.966001831974154e-09
1983,8.209910973278056e-09,6.946847541655643e-09
1984,1.333771937339634e-08,5.219107812592938e-09
1985,7.218669662023558e-09,4.210890747202711e-09
1986,1.019062523255343e-08,4.196139880008332e-09
1987,1.2221633483022742e-08,6.721898593298192e-09
1988,8.395175221664886e-09,1.798966087207532e-09
1989,6.036934507847036e-09,3.2928733073589456e-09
1990,4.358920779878872e-09,3.814055737905164e-09
1991,1.1722930182145319e-08,2.9307325455363298e-09
1992,1.1019888113139586e-08,5.509944056569793e-09
1993,6.647049133334804e-09,4.4313659408601325e-09
1994,1.2132331583813993e-08,6.329911705904578e-09
1995,5.964695848348356e-09,7.591431483433553e-09
1996,8.540947504798169e-09,6.939520069693117e-09
1997,7.671831170341648e-09,5.753873377756236e-09
1998,1.0489884516573511e-08,5.72175506974304e-09
1999,5.941261704833778e-09,4.113180906983871e-09
2000,8.83606254831193e-09,3.5344251969604557e-09
2001,5.695575122643959e-09,6.133696661692056e-09
2002,1.0514931148009055e-08,4.381221607729913e-09
2003,1.12506919336397e-08,4.583615265119079e-09
2004,8.80958239690699e-09,6.166707589017051e-09
2005,9.007498746882447e-09,3.1526248278623825e-09
2006,1.729513776638214e-08,4.941467679486777e-09
2007,1.9572949483404045e-08,7.589511241690161e-09
2008,1.7881246705542253e-08,5.960415716543821e-09
2009,1.6211854969583328e-08,6.675469510497578e-09
2010,1.747803501928047e-08,7.558068837454357e-09
2011,1.9884653923440965e-08,6.118355155848576e-09
2012,3.16595496485661e-08,6.468080293586809e-09
2013,3.346950094851309e-08,1.0040849929282558e-08
2014,3.421403249603827e-08,1.147685946278898e-08
2015,3.036708307035951e-08,6.206410940734486e-09
2016,2.7341688024762334e-08,1.2013772199281902e-08
2017,2.56592347369633e-08,8.553078245654433e-09
2018,4.001273268272598e-08,1.0067719991013746e-08
2019,3.418323757387043e-08,1.0969247732361964e-08
