year,soixante - dix rois
1963,2.852873215442031e-09
1964,4.026787903121942e-09
1965,1.2067726817832636e-09
1966,1.8331725026854429e-09
1967,1.08637732143535e-09
1968,2.4704671641728737e-09
1969,9.985481330687662e-10
1970,1.5173632350595767e-09
1971,1.6998997209860534e-09
1972,1.130600835175244e-09
1973,1.8279844304913695e-09
1974,2.48771603317266e-09
1975,1.894670087487782e-09
1976,1.8934104284440423e-09
1977,4.54626247758938e-09
1978,6.543469655007073e-10
1979,3.864867093028579e-09
1980,1.2523334591563184e-09
1981,6.962825871426048e-10
1982,6.818714481937604e-10
1983,0.0
1984,2.5472526310466037e-09
1985,2.6433655264668232e-09
1986,0.0
1987,1.3427359224493784e-09
1988,4.610069659349847e-09
1989,1.205561317441095e-09
1990,3.581997365387224e-09
1991,1.2859849851665217e-09
1992,0.0
1993,6.066071533972206e-10
1994,1.732010979083043e-09
1995,0.0
1996,0.0
1997,3.6639681288974657e-09
1998,2.6012800802277525e-09
1999,9.970285708149618e-10
2000,2.408676369469731e-09
2001,1.4332399711491917e-09
2002,2.38667308138929e-09
2003,4.5379322521910126e-10
2004,1.4389960889538145e-09
2005,0.0
2006,0.0
2007,8.726048217333471e-10
2008,2.7893027887415656e-09
2009,2.086278705348832e-09
2010,3.1061177518942884e-09
2011,8.39285307918658e-10
2012,2.249739061710443e-09
2013,2.4641555462778797e-09
2014,2.8741862223569115e-09
2015,2.6965581989557563e-09
2016,2.5217367360941267e-09
2017,9.482667540083867e-09
2018,1.145997519103048e-09
2019,1.1330004712206687e-09
