year,quelques_DET ondes_NOUN,quelques_DET rondes_NOUN
1961,2.640300600376122e-08,6.25334317660986e-09
1962,2.09284568564172e-08,2.346523936269662e-08
1963,3.9442925814370255e-08,5.1728425987107585e-09
1964,1.7035111044005902e-08,3.0419841645645818e-09
1965,2.8454626210816514e-08,4.924839036579698e-09
1966,1.9386761085371518e-08,2.215629901769489e-09
1967,1.3311905744384234e-08,5.423369309198733e-09
1968,1.2575964603023237e-08,8.982831700699023e-09
1969,8.629339909305145e-09,1.8167031212712459e-09
1970,1.1036939723263473e-08,2.7592350626548523e-09
1971,1.1818314327172175e-08,5.138397263237948e-09
1972,1.128632298730281e-08,3.5911027485013847e-09
1973,1.0475087464101307e-08,5.513203782392395e-10
1974,6.1881286761433785e-09,9.00091468025721e-09
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,8.570290255249802e-09,1.7140580066410394e-09
1977,7.052138428775834e-09,9.990529292736028e-09
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,1.7555920051037788e-09,8.192762690484301e-09
1980,7.95921106799824e-09,3.411090521154847e-09
1981,5.060439622894819e-09,3.1627747087981106e-09
1982,1.179425412889401e-08,4.966001831974154e-09
1983,5.68378455412244e-09,5.052252838311233e-09
1984,2.3196033982486597e-09,2.8995041922996734e-09
1985,7.218669662023558e-09,6.617113745832626e-09
1986,2.997242676272549e-09,2.9972427317837003e-09
1987,9.166225112267057e-09,3.6664902225425067e-09
1988,4.1975875553212916e-09,5.3968984281560495e-09
1989,3.2928733073589456e-09,3.2928733073589456e-09
1990,1.1442166825137434e-08,5.44865097484859e-10
1991,5.275318681885466e-09,2.9307325455363298e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,5.539207592608619e-09,3.877445031719162e-09
1994,4.747434001473039e-09,3.164955852952289e-09
1995,7.0491861237087505e-09,3.2534704930142766e-09
1996,5.871901409548741e-09,3.2028553142993132e-09
1997,5.274384040632185e-09,4.794894370441227e-09
1998,5.721755180765342e-09,4.291316191284977e-09
1999,1.3710603763428253e-09,4.113181045761749e-09
2000,6.1852442057031e-09,5.3016377954406835e-09
2001,6.571817756650944e-09,4.8193329327261836e-09
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,5.0003075569016175e-09,7.083769126836614e-09
2004,2.2023955992267474e-09,2.642874807889939e-09
2005,4.053374524914943e-09,6.30524943368016e-09
2006,6.1768350434476815e-09,5.353256671281059e-09
2007,3.994479552682506e-09,6.391167151065247e-09
2008,3.8316958494988285e-09,4.683183701947868e-09
2009,4.76819250749827e-09,5.245011536203492e-09
2010,4.251413721068076e-09,5.668551850135373e-09
2011,9.55992968121322e-09,7.647943611743813e-09
2012,9.872332784599536e-09,9.872332978888565e-09
2013,6.972812438554854e-09,9.204112250138508e-09
2014,5.197068386753045e-09,1.2992671341582884e-08
2015,7.093041182182347e-09,1.086121914628535e-08
2016,8.906762549720781e-09,1.2842308660943047e-08
2017,1.2829617923593162e-08,8.804639684001359e-09
2018,8.518840077798018e-09,6.7118136048982535e-09
2019,1.0714148734880524e-08,1.147944467261297e-08
