year,voulais_VERB entrer_VERB,voulais_VERB rentrer_VERB
1930,1.7856125467119455e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,1.1405356659111021e-08
1932,1.2055489939655217e-08,4.383814644626227e-09
1933,2.7529589274877253e-08,6.882397318719313e-09
1934,2.156684431042777e-08,8.38710612072191e-09
1935,1.4361940969820353e-08,2.393656828303392e-09
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,7.554670666820584e-09
1938,6.482607339819424e-09,9.075650453382877e-09
1939,1.8352860564618823e-08,9.176430282309411e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.4757512545315876e-08,1.4757512545315876e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.089252066321933e-08,1.742803235060819e-08
1946,2.227376683094917e-08,2.227376683094917e-08
1947,2.622591566137089e-08,1.907339353124371e-08
1948,1.7395020535104777e-08,1.7395020535104777e-08
1949,1.47255123650325e-08,3.9268033269479474e-09
1950,1.808011518278363e-08,1.3825969702452312e-08
1951,2.9851925376078725e-08,4.264560704569931e-09
1952,6.326882129314981e-09,7.381362632230548e-09
1953,1.2928593307037772e-08,8.619061908632375e-09
1954,3.322662323057557e-08,7.818028890937967e-09
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,1.3953826538681824e-08,1.0465369904011368e-08
1957,1.0602045463770082e-08,5.301022731885041e-09
1958,2.2335056470978998e-08,1.4890038535497752e-08
1959,1.0851047171911432e-08,1.4726420971555854e-08
1960,1.868625076895114e-08,4.844583401109048e-09
1961,1.598076693198891e-08,1.80652133252579e-08
1962,1.331810839388936e-08,9.512934440181198e-09
1963,2.7804029301137234e-08,7.1126584622049904e-09
1964,2.6161064425878067e-08,1.7035111099517053e-08
1965,1.3132904541635071e-08,6.5664522708175355e-09
1966,2.2710207048248776e-08,1.3293779410616935e-08
1967,2.6130779318123132e-08,1.2818872185960117e-08
1968,1.3025106326836067e-08,1.257596426995633e-08
1969,9.537691525451919e-09,9.537691525451919e-09
1970,1.1956685419534097e-08,6.898087434592526e-09
1971,2.1067430466814585e-08,8.735275613958038e-09
1972,1.7955514408640738e-08,7.182205497002769e-09
1973,2.205281468548037e-08,1.1577728109557484e-08
1974,1.1251143128276908e-08,1.2376257352286757e-08
1975,1.6563292959403952e-08,7.996072248772634e-09
1976,2.5710871653927825e-08,1.1427053969725876e-08
1977,1.9393379346865913e-08,1.1753563455840776e-08
1978,1.841583241457556e-08,1.3663360221016774e-08
1979,1.404473604083023e-08,1.404473604083023e-08
1980,1.3644362084619388e-08,1.7055452161685025e-08
1981,2.0241758491579276e-08,1.2018544381930951e-08
1982,1.4277254933858785e-08,3.1658260013500694e-08
1983,1.9577479193344516e-08,1.4525227243211702e-08
1984,1.9716628330002095e-08,2.2616132966390978e-08
1985,1.2632671797518924e-08,1.3234227935754461e-08
1986,1.3187867686781374e-08,1.7983456501724504e-08
1987,1.588812459374367e-08,1.2221633483022742e-08
1988,1.139345240375178e-08,2.338656024392094e-08
1989,1.5915555096057687e-08,1.2622680678475717e-08
1990,1.1442167213715493e-08,2.0160008773473237e-08
1991,1.0550637696837839e-08,1.582595565707834e-08
1992,2.0386792698445788e-08,1.7080827419135858e-08
1993,1.827938511667071e-08,1.3848018731721368e-08
1994,2.0572214154412904e-08,2.004472143823932e-08
1995,2.114755837112625e-08,2.114755837112625e-08
1996,1.8149513891785318e-08,1.3879040139386234e-08
1997,2.013855748828064e-08,2.8769367332870388e-08
1998,1.5734826774860267e-08,4.1005911555203056e-08
1999,1.3253583119876566e-08,2.7878227726318983e-08
2000,2.1206551181762734e-08,1.988114206596947e-08
2001,1.621048362210331e-08,2.760163475556965e-08
2002,1.752488643091965e-08,1.9715496790695397e-08
2003,1.5417615628621206e-08,2.6251614215766494e-08
2004,2.2464435645019876e-08,3.3916894182084434e-08
2005,1.4411998705554652e-08,4.4136747590073355e-08
2006,2.4295550460351478e-08,4.0355320862772714e-08
2007,2.1170741604237264e-08,4.47381687251891e-08
2008,1.7881246705542253e-08,4.598035019398594e-08
2009,2.6701878041990312e-08,5.3880576444953476e-08
2010,3.4011311100812236e-08,7.841496341143284e-08
2011,3.135657067332431e-08,6.00363634362111e-08
2012,4.0510606424959406e-08,8.748929758439772e-08
2013,4.183687707381978e-08,1.0598675004303004e-07
2014,4.352544991093055e-08,1.1563476931542027e-07
2015,4.477482207221328e-08,9.95242359635995e-08
2016,5.509764378075488e-08,1.1972345248523197e-07
2017,5.282783632765131e-08,1.2477431710067322e-07
2018,5.033859906689031e-08,1.4352954735841195e-07
2019,5.204014996706974e-08,1.339268607125632e-07
