year,certaines_DET aides_NOUN
1920,6.057785384427916e-09
1921,9.087297137000405e-09
1922,8.853522359686394e-09
1923,4.246379248229459e-09
1924,2.578324886925998e-09
1925,9.898360353588487e-09
1926,1.1146138456652466e-09
1927,0.0
1928,7.998228745975666e-09
1929,1.1140406375176326e-09
1930,6.3021621254932825e-09
1931,1.0264820993199919e-08
1932,4.383814644626227e-09
1933,2.2941324395731044e-09
1934,0.0
1935,2.393656828303392e-09
1936,6.0623572828433225e-09
1937,2.5182236296217297e-09
1938,2.5930428915188486e-09
1939,4.588215141154706e-09
1940,7.607348528892999e-09
1941,1.1806010391524069e-08
1942,3.034211770724937e-09
1943,0.0
1944,3.2131861615880553e-09
1945,0.0
1946,2.7842208538686464e-09
1947,4.7683483828109274e-09
1948,3.2615663503321457e-09
1949,3.8286333658987814e-08
1950,4.2541445921528975e-09
1951,4.264560704569931e-09
1952,5.272402070488624e-09
1953,1.939289007157896e-08
1954,2.9317607896928166e-08
1955,1.3139850985055546e-08
1956,2.616342564820684e-08
1957,2.03205861026845e-08
1958,5.21151335419745e-08
1959,2.712761748568937e-08
1960,7.61291657491725e-09
1961,2.7792636803081194e-08
1962,1.6489086374082973e-08
1963,3.362347511526309e-08
1964,4.745495174596215e-08
1965,4.432355160677304e-08
1966,9.084082641663827e-08
1967,1.365703015121511e-07
1968,6.871866442548225e-08
1969,6.94888927510462e-08
1970,9.151462454504156e-08
1971,1.0585098753068678e-07
1972,1.0414197904040634e-07
1973,6.836372845597793e-08
1974,9.844750303855676e-08
1975,7.996072604044002e-08
1976,8.855966604492949e-08
1977,8.932708528419653e-08
1978,8.732669609656796e-08
1979,1.0767631275498957e-07
1980,8.698280673513636e-08
1981,7.843681171237904e-08
1982,8.876728552209556e-08
1983,7.38891983154133e-08
1984,1.1076106343210768e-07
1985,1.2572516094877528e-07
1986,1.3247812979955143e-07
1987,9.899523512046926e-08
1988,1.1393452492569622e-07
1989,1.0098144542780574e-07
1990,7.955030323358869e-08
1991,6.799299612225695e-08
1992,5.950739678795003e-08
1993,5.871560038173129e-08
1994,7.121150913391716e-08
1995,6.83228797981883e-08
1996,9.234899422949638e-08
1997,8.870554957240984e-08
1998,1.1872641980659182e-07
1999,1.2111033242945268e-07
2000,1.1177619896329816e-07
2001,1.1654023079898934e-07
2002,9.463438743750885e-08
2003,8.958884301080161e-08
2004,7.179809990986996e-08
2005,9.502911879621934e-08
2006,7.412202007728297e-08
2007,9.147358337457945e-08
2008,1.068617381250192e-07
2009,7.295334292223288e-08
2010,7.369116872268933e-08
2011,6.156594878348187e-08
2012,6.740420310791251e-08
2013,6.86124739246452e-08
2014,4.6340525194921156e-08
2015,6.317239886755033e-08
2016,5.986172801897283e-08
2017,7.949331859435915e-08
2018,5.0854893629548314e-08
2019,5.637682853887327e-08
