year,mais_CONJ assurer_VERB,mais_CONJ rassurer_VERB
1903,1.1880484152015924e-08,0.0
1904,1.5586413049106795e-08,0.0
1905,1.909480884521031e-08,1.0321518084666081e-09
1906,6.173021371846943e-09,7.716276506641861e-09
1907,1.7999951751335175e-08,1.028568674676933e-09
1908,8.349361424464519e-09,9.822778146428846e-10
1909,1.2102163493565854e-08,1.1001967115120692e-09
1910,1.4429206829369434e-08,5.344150677544235e-10
1911,1.3300935242099854e-08,0.0
1912,1.3023553346869221e-08,5.209421227725386e-10
1913,9.545381485231985e-09,2.6514948014977335e-09
1914,1.9420557606508737e-08,0.0
1915,2.238344798399794e-08,4.712304768617059e-09
1916,1.4283700666695154e-08,2.197492410260793e-09
1917,1.4256352098840352e-08,1.0966424435210342e-09
1918,5.743188147278033e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,1.741613298023026e-08,0.0
1921,8.330022227553968e-09,0.0
1922,1.2542490601674672e-08,2.2133805899215986e-09
1923,9.554353308516284e-09,0.0
1924,1.5469948877466777e-08,0.0
1925,5.499089184013428e-09,0.0
1926,2.229227646921572e-08,0.0
1927,1.3379069518926201e-08,0.0
1928,2.170947865920425e-08,0.0
1929,1.2254446790649354e-08,0.0
1930,1.2604324362008867e-08,1.0503603542488804e-09
1931,2.2810714206400462e-08,0.0
1932,1.3151444377967891e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,8.38710612072191e-09,0.0
1935,1.196828414151696e-08,0.0
1936,2.182448621823596e-08,1.2124714565686645e-09
1937,2.0145788814929233e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,2.2941075705773528e-08,3.058810094103137e-09
1940,1.77504799747652e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.2136846860855144e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.742803235060819e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.4133454184772631e-08,1.0871887834440486e-09
1949,1.5707213196769487e-08,9.817008317369869e-10
1950,2.339779503479633e-08,0.0
1951,1.7058243040324328e-08,0.0
1952,1.5817205767376663e-08,0.0
1953,1.8315506555843797e-08,0.0
1954,1.3681551003230652e-08,0.0
1955,1.220129064449793e-08,9.385607846468247e-10
1956,1.3081712602058815e-08,0.0
1957,1.2369053004057662e-08,8.835037701437898e-10
1958,1.6544487113634432e-08,0.0
1959,2.1702093122577537e-08,7.750747821333448e-10
1960,9.689166580173492e-09,6.920833350854139e-10
1961,1.6675582859004834e-08,0.0
1962,1.395230386780355e-08,1.2683912808952869e-09
1963,2.0044764958981887e-08,0.0
1964,1.3993127545575135e-08,0.0
1965,2.0793764932136583e-08,5.472043373977442e-10
1966,1.7725039214155913e-08,1.1078149508847446e-09
1967,1.5777073869571723e-08,3.451234797946512e-09
1968,1.2126822435121198e-08,8.982831700699023e-10
1969,2.6342195758033427e-08,3.633406214786916e-09
1970,2.0234390524231927e-08,2.2993624781975086e-09
1971,1.4387512625724241e-08,1.0276794970565106e-09
1972,3.231992473651246e-08,0.0
1973,1.764225232570027e-08,5.513203782392395e-10
1974,1.5751601134539328e-08,1.1251143350321513e-09
1975,1.7134440533084216e-08,1.1422960355389478e-09
1976,2.3425460238257756e-08,2.285410749536254e-09
1977,1.4691954541845575e-08,4.7014254711541525e-09
1978,2.0792070287711795e-08,5.940591352171509e-10
1979,2.750427441355896e-08,1.1703946700691858e-09
1980,2.6720207824126874e-08,5.116635615198817e-09
1981,1.897664847483327e-08,1.2651099057237047e-09
1982,1.924325720992215e-08,1.2415004579935385e-09
1983,1.38936957494451e-08,0.0
1984,1.2757819078945687e-08,5.799008495621649e-10
1985,1.8648229405116012e-08,1.8046674155058895e-09
1986,1.978180153017206e-08,5.994485463567401e-10
1987,1.649920555735207e-08,3.0554083707556856e-09
1988,9.594485872455039e-09,0.0
1989,1.3720305336306637e-08,0.0
1990,1.5256223173665262e-08,1.089730194969718e-09
1991,2.5204300202474883e-08,2.9307325455363298e-09
1992,1.652983261379859e-08,5.509944167592096e-10
1993,1.4401939640862338e-08,0.0
1994,1.5297287436766283e-08,2.1099706426497278e-09
1995,1.4640616718963884e-08,2.7112254108452305e-09
1996,1.2277612482236577e-08,5.338092190498855e-10
1997,1.486417278151464e-08,2.3974471297094624e-09
1998,2.3840646790063147e-08,4.768129224785866e-10
1999,1.1425503043671625e-08,3.1991408688814005e-09
2000,1.3254094710646314e-08,1.7672125984802278e-09
2001,1.533424159871899e-08,4.3812117822561447e-10
2002,1.752488554274123e-08,1.314366449012283e-09
2003,8.333846057695382e-09,8.333845835650777e-10
2004,9.690540647699919e-09,0.0
2005,2.1167622987761092e-08,1.8014998381943315e-09
2006,1.8942293955603873e-08,2.058944903460258e-09
2007,1.1184542625386484e-08,1.5977917877663117e-09
2008,1.702975893635994e-08,2.128719839289417e-09
2009,9.536385237041145e-09,2.384096253749135e-09
2010,1.2754240996670774e-08,9.447586046817946e-10
2011,2.1796639604332313e-08,3.059177577924288e-09
2012,1.4297861117285038e-08,1.7021263287730903e-09
2013,1.059867527075653e-08,1.952387529424726e-09
2014,1.017759210242275e-08,3.2481677902929107e-09
2015,1.219116496642414e-08,1.7732603163622684e-09
2016,1.2842308105831535e-08,2.4856081637381067e-09
2017,1.2074934385708502e-08,1.5093667982135628e-09
2018,9.809573153773954e-09,1.5488800242380307e-09
2019,1.1989642390020094e-08,2.295888923420364e-09
