year,nous_PRON amenons_VERB,nous_PRON ramenons_VERB
1861,2.6880993431177558e-08,6.979626210323886e-08
1862,3.207770271629329e-08,6.144461384138822e-08
1863,5.194405572339633e-08,6.29322212120087e-08
1864,3.1165731328997026e-08,7.287986791837398e-08
1865,2.07101151783462e-08,6.071829306009136e-08
1866,2.7247432088373102e-08,5.7900792604925755e-08
1867,5.82337378318698e-08,3.396968040192405e-08
1868,1.7289560005906424e-08,4.6928803509871386e-08
1869,1.9045725108135514e-08,6.934596841201568e-08
1870,2.0642576536999968e-08,6.47947508980451e-08
1871,6.797553453452565e-08,6.266494523288202e-08
1872,3.8702971494330995e-08,7.377754052129148e-08
1873,2.6338420333615886e-08,9.637467002221456e-08
1874,2.9873046258899194e-08,8.72292922338147e-08
1875,2.345826111138649e-08,8.467860013183781e-08
1876,2.4788661567853865e-08,4.6554313293256655e-08
1877,3.0924079297278695e-08,1.001940219680364e-07
1878,2.5364171873931696e-08,6.461825030612545e-08
1879,3.726688246885601e-08,8.430868536635217e-08
1880,3.4014586480779485e-08,8.920806138235093e-08
1881,4.95048027016054e-08,4.9504803811828424e-08
1882,3.5939081044489285e-08,5.723631124610051e-08
1883,3.159669414998234e-08,7.330433327012997e-08
1884,3.828984329601326e-08,4.291102939646407e-08
1885,2.6427106059045968e-08,7.799218959547716e-08
1886,3.2912665703932475e-08,6.259859830493042e-08
1887,3.199173037593539e-08,5.7454537127910044e-08
1888,3.106901269589457e-08,5.452928775184773e-08
1889,3.320522412586513e-08,6.077182845842799e-08
1890,2.7528423318656792e-08,8.848421817475582e-08
1891,5.736798147637501e-08,8.413970142839844e-08
1892,1.7551835096440982e-08,6.76999327708927e-08
1893,5.234654043562159e-08,7.390099998616506e-08
1894,4.22203116912101e-08,4.348062176973144e-08
1895,3.972285611553161e-08,7.041778893324135e-08
1896,3.3613065220094995e-08,1.1027444202227343e-07
1897,4.952706600391821e-08,9.788878685412783e-08
1898,4.3003496763560634e-08,9.279702251063782e-08
1899,3.703477524652499e-08,8.733574041741576e-08
1900,4.7238581935005186e-08,1.0849301190773986e-07
1901,5.309301842615355e-08,9.165531800192639e-08
1902,4.517461205111317e-08,5.548620851669739e-08
1903,3.834156458992766e-08,9.28837877722799e-08
1904,5.5896101969210576e-08,6.933266671893534e-08
1905,5.5220123584831526e-08,9.392581645784048e-08
1906,2.623534101076075e-08,8.539346563196659e-08
1907,4.8342726710615125e-08,7.251408984387808e-08
1908,5.3043001102537346e-08,8.152905550673495e-08
1909,5.115914891717921e-08,1.0451869059124874e-07
1910,3.259931846688602e-08,8.336875101377927e-08
1911,5.267170344325223e-08,1.0853563203738759e-07
1912,4.5842906359894187e-08,9.116487298399534e-08
1913,3.340883480973389e-08,7.212065966655246e-08
1914,4.687720545071272e-08,9.107571763422584e-08
1915,3.1808056411009034e-08,6.479419134564068e-08
1916,5.054232499190903e-08,1.109733691606607e-07
1917,1.0527767280166245e-07,1.0856759935506943e-07
1918,5.858051821405752e-08,5.7431879696423493e-08
1919,4.051453217357448e-08,9.668241096605357e-08
1920,4.0132826839567315e-08,6.284952291935042e-08
1921,1.8931868961402643e-08,8.48147738707894e-08
1922,3.6889677090812256e-08,1.0033992303704053e-07
1923,2.653986985734491e-08,1.1465223614948172e-07
1924,4.2542360301212057e-08,7.348226116477008e-08
1925,3.959343986004171e-08,9.788378463326808e-08
1926,4.458455471478828e-08,9.139833601068403e-08
1927,3.0102906389828377e-08,8.473410595399855e-08
1928,1.4853853702589959e-08,8.569531217972326e-08
1929,2.8965057019547658e-08,8.912325277776745e-08
1930,3.676261295382233e-08,6.932378227020308e-08
1931,3.649714042097685e-08,8.668071327377902e-08
1932,2.9590749850427756e-08,7.014103520219805e-08
1933,1.9500125070237573e-08,9.405943224294333e-08
1934,4.4331844861744685e-08,9.345632712154384e-08
1935,3.351119559624749e-08,9.215579055421586e-08
1936,3.031178685830582e-08,9.578524284847845e-08
1937,2.5182236629284205e-08,1.070245083667487e-07
1938,2.7226949583791793e-08,8.427389186493883e-08
1939,6.729382384662586e-08,9.635251885242724e-08
1940,2.02862628917444e-08,8.36808391468935e-08
1941,2.6563522936839945e-08,5.607854980382854e-08
1942,5.76500234217292e-08,8.192372069615317e-08
1943,3.774205836748479e-08,8.129058759465124e-08
1944,3.8558232162699824e-08,6.105053884652989e-08
1945,4.574858358807887e-08,1.1763921747842687e-07
1946,2.9234318965620787e-08,1.127609454698586e-07
1947,3.218635158397376e-08,9.417487767393595e-08
1948,3.044128593643336e-08,7.39288372741953e-08
1949,3.8286331438541765e-08,7.460926010338653e-08
1950,4.2541444145172136e-08,8.295581821471387e-08
1951,2.6653504292539765e-08,7.249753153359961e-08
1952,3.26888924817581e-08,8.119499028680366e-08
1953,2.5857184837718705e-08,7.649417277377779e-08
1954,2.8340355395783945e-08,8.404381368620761e-08
1955,3.2849626574460444e-08,8.259335082527741e-08
1956,3.0523995331321885e-08,6.540856034575881e-08
1957,2.9155624581278516e-08,8.481636015744698e-08
1958,2.6471178138365303e-08,6.286904952190753e-08
1959,2.9452841943111707e-08,5.813060877102316e-08
1960,3.7372500427679256e-08,5.813499992513016e-08
1961,2.64030051155828e-08,6.114380290966892e-08
1962,2.8538803320543593e-08,7.800606560692813e-08
1963,3.4916687319253015e-08,8.405868978655917e-08
1964,2.068549198597225e-08,7.787479727738855e-08
1965,2.5718604579338944e-08,6.675893082785933e-08
1966,2.991100389593271e-08,5.4836839957772554e-08
1967,2.3665610360268374e-08,7.789929945545282e-08
1968,3.817703486674873e-08,7.365922094493271e-08
1969,2.5888019727915434e-08,5.132186320366827e-08
1970,2.6212732429087282e-08,7.725858086615744e-08
1971,2.1581270104320538e-08,6.577148781161668e-08
1972,1.692948425890961e-08,5.950970471957362e-08
1973,1.6539611680244093e-08,6.670976482325841e-08
1974,2.5315071816578438e-08,4.1629230729256506e-08
1975,1.31364044086979e-08,5.026102645189212e-08
1976,1.7140580288455e-08,4.170874579045858e-08
1977,2.11564152863275e-08,4.9364967225074e-08
1978,1.5445537071556714e-08,5.287126469966097e-08
1979,1.6970722382936287e-08,4.9741774255096516e-08
1980,2.9562783776526658e-08,6.36736876558075e-08
1981,1.8344094021571777e-08,4.617651061522565e-08
1982,1.924325676583294e-08,4.779776752172893e-08
1983,3.0945047413410975e-08,5.3048657022713996e-08
1984,2.203623195029536e-08,3.943325666000419e-08
1985,1.8046674599148105e-08,4.090579430737762e-08
1986,2.0381249798973045e-08,4.555808885697843e-08
1987,2.3221104150650262e-08,4.27757171905796e-08
1988,2.278690391932514e-08,3.8377945266176994e-08
1989,3.0733485090195245e-08,5.1039537041219774e-08
1990,2.669839016533615e-08,6.647354133804129e-08
1991,2.2273567212849343e-08,5.1580894222524876e-08
1992,2.259077191979486e-08,4.022259147973273e-08
1993,3.822053251667512e-08,4.7637183975268726e-08
1994,3.586950025891156e-08,4.0616934704473806e-08
1995,2.7112253331296188e-08,4.880205661805803e-08
1996,2.6690460508405067e-08,3.149474370189864e-08
1997,4.41130305617321e-08,5.322332885526748e-08
1998,2.765514972580263e-08,4.291316368920661e-08
1999,3.793266856177979e-08,4.981519197144735e-08
2000,3.3135236776615784e-08,4.1971299324927713e-08
2001,2.716351277243234e-08,4.4688358791233895e-08
2002,2.891606243338174e-08,6.133710073186194e-08
2003,2.5001537728996936e-08,4.791961316641391e-08
2004,3.215497690334246e-08,5.7702767009004674e-08
2005,3.512924529047723e-08,3.918262070357059e-08
2006,3.253133051828172e-08,5.229720123622883e-08
2007,2.3966876261383163e-08,4.8732649027272146e-08
2008,3.789121283404029e-08,5.108927680907982e-08
2009,3.6715081197513655e-08,5.626467114439038e-08
2010,4.959982646823846e-08,5.38512407999292e-08
2011,3.556293881601391e-08,6.500752292026846e-08
2012,3.846805718410451e-08,6.365952742726222e-08
2013,4.6578389145679466e-08,6.331313784357917e-08
2014,4.807288433994472e-08,6.474680969148494e-08
2015,5.7409301312816297e-08,7.84667690822971e-08
2016,5.323343987839735e-08,6.959702503195331e-08
2017,4.377163786983829e-08,6.515433348397437e-08
2018,5.1113040910877316e-08,7.408809210573963e-08
2019,5.867271912762817e-08,6.658078177679272e-08
