year,sans_ADP assembler_VERB,sans_ADP rassembler_VERB
1851,3.418202609850596e-08,3.2247193804124663e-09
1852,1.8880582430824688e-08,0.0
1853,3.2845626662947325e-08,9.555090940693844e-09
1854,2.0263090760863633e-08,1.2989160858012383e-08
1855,2.7065379271107304e-08,1.5920811335945473e-09
1856,2.2261913201759853e-08,1.0354378465748937e-09
1857,2.2943092758964667e-08,1.464452725752352e-09
1858,1.5170395162300565e-08,6.361778992491907e-09
1859,2.036869339860914e-08,1.018434669930457e-09
1860,2.0139609091529564e-08,4.57718396518203e-09
1861,1.6977470096435354e-08,7.073945429425521e-09
1862,1.1746764477793548e-08,3.162590411776023e-09
1863,1.2986014041871385e-08,1.49838623730858e-08
1864,2.4932585773740357e-08,7.671564716815737e-09
1865,2.4004906507002488e-08,1.8827377989971694e-09
1866,3.16264845423575e-08,2.9193677475447544e-09
1867,1.6014277903764196e-08,9.7056229719783e-10
1868,5.9278488784286765e-09,9.87974813071446e-10
1869,1.4162205630441349e-08,9.767038733343725e-09
1870,8.027668307875047e-09,3.4404292748035914e-09
1871,5.3105884134652115e-09,4.248470908407853e-09
1872,2.7213026498884574e-08,3.628403577593531e-09
1873,1.496501056408306e-08,9.577607318345116e-09
1874,1.6131444624534197e-08,2.9873046258899194e-09
1875,9.726596195136494e-09,0.0
1876,1.1487427897804992e-08,3.02300739996042e-09
1877,2.535774612510977e-08,3.710889595609501e-09
1878,1.509772218355465e-08,5.435179861734696e-09
1879,3.726688468930206e-08,3.665595160740054e-09
1880,8.984985200299889e-09,1.2835692508872398e-09
1881,8.367009307619355e-09,0.0
1882,1.9966154951589488e-08,2.6621540527571597e-09
1883,6.951272668587194e-09,3.791603364611262e-09
1884,1.3203393933736152e-08,3.9610181801208455e-09
1885,1.0313017162477678e-08,8.379326343899152e-09
1886,2.5168508610562412e-08,0.0
1887,1.9586773092328258e-08,6.528924623161458e-10
1888,2.7264643875923866e-08,6.340614699951175e-10
1889,1.3156786771162388e-08,6.891650528029203e-09
1890,1.3108772956016423e-09,9.83157938394541e-09
1891,3.824531802365527e-09,8.286486163910922e-09
1892,1.6298132621272998e-08,8.775917548220491e-09
1893,9.23762488724833e-09,1.8475249663474358e-09
1894,8.822155450616265e-09,2.520615716150587e-09
1895,1.8055843487019274e-09,7.22233739480771e-09
1896,4.717623180994224e-09,0.0
1897,7.57472740087195e-09,4.078699600285063e-09
1898,6.790025763869778e-09,3.96084842702038e-09
1899,9.949641111006713e-09,5.527578395003729e-10
1900,1.5573159428683425e-09,0.0
1901,1.3412973842719111e-08,0.0
1902,1.86590785600238e-08,1.9641135939885146e-09
1903,6.480264325148255e-09,1.6200660812870638e-09
1904,4.299700151477737e-09,0.0
1905,3.096455536422127e-09,1.186974607492175e-08
1906,1.0802787109298606e-08,5.144184522798412e-10
1907,7.71426478252124e-09,1.5428529565042481e-09
1908,5.893666887857307e-09,3.929111258571538e-09
1909,5.5009836685826485e-09,3.300590023513905e-09
1910,3.2064905175488434e-09,5.344150677544235e-10
1911,1.5961122423746588e-09,4.788336838146279e-09
1912,4.688479104952847e-09,5.209421227725386e-10
1913,2.6514948014977335e-09,9.015082458319057e-09
1914,1.4732835840192138e-08,8.036092680185902e-09
1915,9.424609537234119e-09,3.5342285764627945e-09
1916,1.0987462051303964e-09,1.0987462051303964e-08
1917,4.386569774084137e-09,3.289927441585405e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,0.0,1.8415696745321952e-09
1920,5.300562211374427e-09,1.514446346106979e-09
1921,6.815472630705699e-09,1.5145494858259667e-09
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,4.246379248229459e-09,5.307974060286824e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,2.3096173862313663e-08,5.499089184013428e-09
1926,7.802296586589819e-09,8.916910432255065e-09
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,0.0,2.2810713318222042e-09
1932,3.287861094491973e-09,8.767629289252454e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,0.0
1935,0.0,8.377798899061872e-09
1936,2.424942913137329e-09,8.487300195980652e-09
1937,0.0,5.036447148221157e-09
1938,6.482607117774819e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.337632992206352e-08,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,9.639558484764166e-09
1945,8.714016175304096e-09,1.5249528750871377e-08
1946,1.3921104269343232e-09,1.3921104269343232e-08
1947,3.5762612871081956e-09,1.0728783639279982e-08
1948,5.435944139264848e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,3.190608444114673e-09,1.0635361480382244e-08
1951,0.0,1.0661401761424827e-09
1952,4.2179215675730575e-09,1.2653764258629963e-08
1953,0.0,1.0773827385790469e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,0.0,9.385607846468247e-09
1956,8.72114158667614e-10,1.2209597777257386e-08
1957,5.301022731885041e-09,4.417518795207798e-09
1958,1.6544486891589827e-09,6.617794756635931e-09
1959,1.5501495642666896e-09,3.1002992395556817e-09
1960,0.0,8.304999910002664e-09
1961,1.3896318540318475e-09,4.863711433600315e-09
1962,1.2683912808952869e-09,1.2049717224016376e-08
1963,7.1126584622049904e-09,3.879631726988464e-09
1964,0.0,1.277633332463779e-08
1965,6.0192477668863376e-09,6.01924787790864e-09
1966,2.7695373772118614e-09,4.985167278981351e-09
1967,5.916402701089396e-09,3.944268467392931e-09
1968,1.0330256650092906e-08,9.431973202467248e-09
1969,6.8126366770115965e-09,9.08351560635623e-09
1970,5.058597540852361e-09,6.898087434592526e-09
1971,3.083038491169532e-09,1.0276794970565106e-08
1972,3.0780880067027283e-09,8.721249722398738e-09
1973,1.102640756478479e-09,3.307922269435437e-09
1974,4.500457340128605e-09,7.875800567269664e-09
1975,5.711480177694739e-09,9.138368284311582e-09
1976,2.285410749536254e-09,3.999468867199596e-09
1977,4.11374712072643e-09,1.1165885549502264e-08
1978,1.1881182704343018e-09,7.128709622605811e-09
1979,4.681578680276743e-09,5.266776015311336e-09
1980,5.685150683554241e-10,1.1370301145063877e-08
1981,1.2651099057237047e-09,1.8976649140967083e-09
1982,3.1037510339615437e-09,3.103751144983846e-09
1983,1.89459470334441e-09,1.2630632539867293e-08
1984,5.799008495621649e-10,5.219107646059484e-09
1985,1.2031116103372597e-09,4.812446441349039e-09
1986,4.196139880008332e-09,7.193382556280881e-09
1987,1.8332451112712533e-09,6.721898593298192e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,3.2928733073589456e-09,1.1525056353711705e-08
1990,2.179460389939436e-09,7.083246433836621e-09
1991,1.7584396161396398e-09,5.861465368628416e-09
1992,1.65298330578878e-09,3.856960972825618e-09
1993,3.877445031719162e-09,4.4313659408601325e-09
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,5.964695737326053e-09
1996,3.2028553142993132e-09,8.007137841659073e-09
1997,4.79489448146353e-10,5.274384040632185e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,2.2851005809787495e-09,4.570201106446348e-09
2000,1.3254094488601709e-09,2.6508188977203417e-09
2001,2.6287270138425356e-09,5.6955752891774125e-09
2002,3.066854992184176e-09,2.628732898024566e-09
2003,2.083461403401543e-09,3.333538334260311e-09
2004,8.809582507929292e-10,9.250061522303454e-09
2005,3.602999676388663e-09,8.55712400937847e-09
2006,1.6471559671771274e-09,4.529678965248252e-09
2007,2.7961355453243186e-09,3.994479413904628e-09
2008,8.514879357157668e-10,7.6633914214419e-09
2009,9.53638501499654e-10,7.629107789952627e-09
2010,2.3618964561933353e-09,7.558068837454357e-09
2011,1.1471915639660324e-09,6.118355155848576e-09
2012,1.0212758416727752e-09,3.0638274417515987e-09
2013,8.367375126105969e-10,2.5102124823206395e-09
2014,1.7323561057880354e-09,6.063246307808079e-09
2015,1.3299452233939135e-09,2.6598904884211905e-09
2016,2.899876117012923e-09,3.1070100381391796e-09
2017,1.0062445321423752e-09,5.534344982294215e-09
2018,7.744400121190154e-10,3.614053278866436e-09
2019,2.55098775436835e-10,4.336679182426195e-09
