year,fus_VERB à_ADP,fus_VERB a_ADP
1863,2.3574609997467633e-07,4.495158911765884e-09
1864,2.6418950938023045e-07,5.753673537611803e-09
1865,2.7158492343914986e-07,1.4120533076145136e-09
1866,3.143185836051998e-07,2.432806400776144e-09
1867,3.02815436725723e-07,3.396968040192405e-09
1868,6.560152883139381e-07,4.939874287401835e-09
1869,2.2122341647445865e-07,0.0
1870,2.4140345544765296e-07,1.204150201772336e-08
1871,2.665915417310316e-07,7.434824089713743e-09
1872,3.259515892750642e-07,3.023669647994609e-09
1873,2.6937019015349506e-07,1.1972008939764578e-09
1874,2.019417877363594e-07,1.1949218281515073e-09
1875,2.797826823552896e-07,4.233929951080739e-08
1876,2.5514182766528393e-07,1.813804439976252e-09
1877,2.3997085918381345e-07,1.8554447978047506e-09
1878,2.1317983112112415e-07,6.039088784604019e-09
1879,3.573955211777502e-07,4.887460214320072e-09
1880,5.756808150181314e-07,8.343199908722454e-09
1881,2.837810484379588e-07,5.5780060570498335e-09
1882,2.4425264655292267e-07,2.6621540527571597e-09
1883,2.843702588961605e-07,1.2638677882037541e-09
1884,3.63093334954101e-07,1.3203393933736152e-09
1885,1.740321664556177e-07,1.2891271383708158e-09
1886,2.0070272910288622e-07,3.2267319927115068e-09
1887,2.879255873722286e-07,5.223139698529167e-09
1888,2.3206649757412379e-07,3.804368819970705e-09
1889,2.2429189527883864e-07,6.265136742733546e-10
1890,2.5037755335688416e-07,1.1142457290169716e-08
1891,2.530565268443752e-07,2.549687905251119e-09
1892,2.689191944682534e-07,5.014809900671935e-09
1893,2.389465691976511e-07,1.2316833108982905e-09
1894,2.1173171660393564e-07,0.0
1895,5.224157462180301e-07,1.444467478961542e-08
1896,3.019278835836303e-07,5.307326134129653e-09
1897,1.7654942041644972e-07,3.4960281336537946e-09
1898,1.9747658086544106e-07,3.395012826423738e-09
1899,3.117554285836377e-07,4.9748205555033564e-09
1900,2.2684902489800152e-07,2.595526460424935e-09
1901,1.9113487326194445e-07,3.912117296778206e-09
1902,2.0181266791041708e-07,4.910283735171106e-09
1903,1.782072729383799e-07,2.7001101354784396e-09
1904,2.2788410092289269e-07,4.837162670412454e-09
1905,1.759818815116887e-07,1.0321518084666081e-09
1906,2.0473854078773002e-07,5.658602919567102e-09
1907,2.247422514756181e-07,1.5428529565042481e-09
1908,2.642327388002741e-07,1.964555629285769e-09
1909,2.640472018811124e-07,2.7504918342913243e-09
1910,2.244543253482334e-07,4.809735720812114e-09
1911,2.3888480882305885e-07,5.852411444351446e-09
1912,2.2244228148338152e-07,3.125652625612929e-09
1913,3.0545220397470985e-07,4.772690687104841e-09
1914,2.410827733001497e-07,4.018046340092951e-09
1915,1.9084833979832183e-07,3.534228465440492e-09
1916,1.8788560396387766e-07,5.493730803607377e-09
1917,2.3029491558190784e-07,1.0966424435210342e-09
1918,2.2628161389093293e-07,1.4932289182922887e-08
1919,2.21909147057886e-07,3.6831394045755417e-09
1920,2.6578533152132877e-07,2.2716695191604686e-09
1921,1.9234778392274166e-07,0.0
1922,2.1396013494268118e-07,2.951174193910333e-09
1923,1.9851823651606537e-07,0.0
1924,2.552541502609529e-07,0.0
1925,2.0896537478165556e-07,4.399271169575059e-09
1926,2.2292276469215722e-07,0.0
1927,2.3078895594608184e-07,4.4596899506643695e-09
1928,2.639415583871596e-07,3.4278122562625413e-09
1929,2.9076460350552225e-07,0.0
1930,1.8066198492761032e-07,3.1510811737689437e-09
1931,2.611826630527503e-07,1.1405356659111021e-09
1932,2.498774449577468e-07,0.0
1933,2.0417778046066815e-07,5.735331320977366e-09
1934,2.0847949144808808e-07,0.0
1935,2.046576526026911e-07,0.0
1936,1.4549657123552606e-07,2.424942913137329e-09
1937,1.9390321881473938e-07,2.5182236296217297e-09
1938,1.5947213682920847e-07,3.8895642262559704e-09
1939,1.269406197934586e-07,3.058810094103137e-09
1940,1.1157445101162011e-07,0.0
1941,2.6268372721460764e-07,0.0
1942,1.9115533689273434e-07,9.102635090130207e-09
1943,1.800005833274554e-07,0.0
1944,1.8636480092482088e-07,0.0
1945,2.2220741868750338e-07,0.0
1946,1.6287691551042371e-07,0.0
1947,1.84773497835522e-07,0.0
1948,1.80473335831266e-07,2.174377566888097e-09
1949,2.159741825380479e-07,9.817008317369869e-10
1950,1.7761053072717914e-07,0.0
1951,2.1216189338701952e-07,3.1984206394497505e-09
1952,1.2864660448030918e-07,0.0
1953,1.842324479639501e-07,0.0
1954,1.6613311970559153e-07,9.772536113672459e-10
1955,1.5767821537338023e-07,3.754243138587299e-09
1956,1.6308534611653158e-07,2.616342476002842e-09
1957,1.5903067662748072e-07,8.835037701437898e-10
1958,1.83643805939937e-07,0.0
1959,1.8136749702080124e-07,1.5501495642666896e-09
1960,2.0624082708309288e-07,1.3841666701708277e-09
1961,1.9732772216229932e-07,6.948159270159238e-10
1962,2.0738197292757832e-07,1.2683912808952869e-09
1963,1.8040289262444276e-07,1.939815863494232e-09
1964,2.269320162895383e-07,1.2167936658258327e-09
1965,1.9754077129618963e-07,2.188817349590977e-09
1966,1.938676206236778e-07,1.6617224263271169e-09
1967,2.080601575471519e-07,2.4651677366094304e-09
1968,2.434347265989345e-07,8.982831700699023e-10
1969,1.698617353440568e-07,9.083515606356229e-10
1970,1.476190760740792e-07,2.2993624781975086e-09
1971,2.075912561849691e-07,2.0553589941130213e-09
1972,2.093099880084992e-07,4.10411743478889e-09
1973,1.538183909133295e-07,1.4334330167287135e-08
1974,1.3951417088264861e-07,1.6876715580593782e-09
1975,1.3250634367523162e-07,1.1422960355389478e-09
1976,1.2226946921600756e-07,1.7140580066410394e-09
1977,1.4515650548219128e-07,0.0
1978,2.3762365231050353e-07,5.346532105932056e-09
1979,1.4454374763772648e-07,5.851973350345929e-10
1980,1.5293055355414253e-07,1.7055452605774235e-09
1981,1.6572940353398735e-07,2.5302198114474095e-09
1982,1.669818061600381e-07,4.966001942996456e-09
1983,2.5829643846009276e-07,3.78918940668882e-09
1984,1.3859630598744843e-07,2.319603453759811e-09
1985,2.135523118340643e-07,3.6093347199894765e-09
1986,1.1209687755808773e-07,2.3977941854269602e-09
1987,1.6193664009733766e-07,6.110816852533674e-10
1988,1.2053072850903845e-07,2.398621523624911e-09
1989,1.4598404618482164e-07,2.1952488715726304e-09
1990,1.2531897652934276e-07,1.089730194969718e-09
1991,1.3188297032229457e-07,1.1722930404189924e-09
1992,1.4821749516613636e-07,3.856960972825618e-09
1993,1.7725463408169162e-07,2.7696037130375828e-09
1994,1.9886473978658614e-07,1.5824779819872958e-09
1995,1.5508209116887883e-07,2.1689803286761844e-09
1996,1.617441967027844e-07,1.067618438099771e-09
1997,1.7357517378968623e-07,2.8769365778558154e-09
1998,1.4781200263769279e-07,4.768129224785866e-10
1999,1.3162178902348387e-07,4.570201161957499e-10
2000,1.572819172679374e-07,2.2090156370779823e-09
2001,1.3231259288204456e-07,3.066848330846028e-09
2002,1.4983777418819955e-07,8.76244299341522e-10
2003,1.6917707057473308e-07,2.083461403401543e-09
2004,1.6473919117743208e-07,8.809582507929292e-10
2005,1.594327301290832e-07,2.251874686720612e-09
2006,1.330078447381311e-07,2.0589449589714093e-09
2007,1.5778194040194649e-07,0.0
2008,1.6604015229404467e-07,8.514879357157668e-10
2009,1.8357540909619274e-07,4.76819250749827e-10
2010,1.535232740934589e-07,4.723793023408973e-10
2011,1.9578736498715443e-07,3.82397197240536e-10
2012,2.6042533818326774e-07,0.0
2013,3.143343860756431e-07,5.578250084070646e-10
2014,2.847560551799688e-07,2.1654451842767486e-10
2015,3.032275230907544e-07,0.0
2016,3.475708467703953e-07,2.0713400439298368e-10
2017,2.364674713817294e-07,5.031222660711876e-10
2018,3.087434095050412e-07,2.5814667070633845e-10
2019,2.7014959869120503e-07,0.0
