year,voulez_VERB acheter_VERB,voulez_VERB racheter_VERB
1877,9.27722432209066e-09,0.0
1878,1.0870359723469392e-08,1.8117265465633636e-09
1879,5.498392852132383e-09,6.10932526790009e-10
1880,2.2462462112571302e-08,3.2089231272180996e-09
1881,9.064259565150223e-09,9.761510710859511e-09
1882,8.652000893505374e-09,1.3310770263785798e-09
1883,9.479008689083912e-09,2.5277355764075082e-09
1884,1.4523733327109767e-08,5.281357573494461e-09
1885,1.4180398189012067e-08,2.5782542767416317e-09
1886,1.4197620856748472e-08,1.097088819790315e-08
1887,2.154545164501087e-08,0.0
1888,1.268122939990235e-09,3.1703073499755874e-09
1889,1.1277245803853475e-08,3.132568426877924e-09
1890,1.3764211992395303e-08,1.3108772956016423e-09
1891,6.3742202627281586e-09,2.5496880162734215e-09
1892,3.761107425503951e-09,1.8805537127519756e-09
1893,5.542574843531156e-09,0.0
1894,9.452309157609307e-09,0.0
1895,6.6204757231957956e-09,3.0093072478365457e-09
1896,2.358811634906033e-08,0.0
1897,1.3984112534615178e-08,5.826713556089658e-10
1898,7.355861253444118e-09,0.0
1899,1.2160672469008205e-08,5.527578395003729e-10
1900,4.671947717582725e-09,1.5573159428683425e-09
1901,1.397184767881754e-08,1.1177477832191585e-09
1902,1.5221880644844532e-08,4.910283846193408e-10
1903,9.720396931811592e-09,0.0
1904,5.374625189347171e-09,5.374625189347171e-09
1905,6.192911072844254e-09,2.0643036169332163e-09
1906,9.259531807970234e-09,0.0
1907,1.6457098794830927e-08,1.5428529565042481e-09
1908,9.822778146428846e-10,4.4202499438483756e-09
1909,5.5009836685826485e-09,2.2003934230241384e-09
1910,1.068830179917768e-08,5.344150677544235e-10
1911,1.1704822888702893e-08,0.0
1912,1.6670147928721235e-08,0.0
1913,9.545381374209683e-09,4.772690687104841e-09
1914,5.357394972094198e-09,6.696743715117748e-10
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,0.0
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,1.9336480860943084e-08,0.0
1920,9.086678076641874e-09,0.0
1921,9.844571380313027e-09,1.5145494858259667e-09
1922,1.9182632371439468e-08,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,2.5783249313349188e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,8.919379901328739e-09,0.0
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,2.1166771446701205e-08,2.2280812750352652e-09
1930,9.453243521306831e-09,0.0
1931,2.167017854048936e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,6.882397318719313e-09,0.0
1934,1.0783422155213884e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.6368453259474336e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,1.742803235060819e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,7.152522574216391e-09,0.0
1948,1.195907639583993e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,7.444753258312176e-09,0.0
1951,1.1727541604500402e-08,0.0
1952,1.1599284199803606e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,1.9545073115523337e-08,0.0
1955,1.0324168187025862e-08,0.0
1956,1.744228228517386e-08,0.0
1957,6.184526224473075e-09,0.0
1958,9.926692356998501e-09,0.0
1959,1.1626121398933265e-08,0.0
1960,8.997083078554624e-09,0.0
1961,9.03260666262895e-09,6.948159270159238e-10
1962,1.0147130247162295e-08,0.0
1963,1.2285501505004959e-08,0.0
1964,5.475571551727398e-09,0.0
1965,1.0396882466068291e-08,3.2832261354087677e-09
1966,2.3818021332999706e-08,0.0
1967,1.429797347185513e-08,0.0
1968,1.122853987567396e-08,0.0
1969,1.6350327314285096e-08,0.0
1970,1.839489982558007e-08,4.5987250119061684e-10
1971,1.0790635052160269e-08,0.0
1972,1.4364410994005539e-08,0.0
1973,2.7014698034122375e-08,0.0
1974,1.1251143128276908e-08,0.0
1975,2.1132477101559743e-08,0.0
1976,2.1140049710766107e-08,0.0
1977,9.990529292736028e-09,0.0
1978,2.198018833610149e-08,0.0
1979,1.8141117053005473e-08,1.1703946700691858e-09
1980,2.5583178242527538e-08,0.0
1981,2.909752794266751e-08,0.0
1982,1.8622506203769262e-08,0.0
1983,2.3366668600033336e-08,0.0
1984,2.3775934110403796e-08,0.0
1985,1.804667348892508e-08,0.0
1986,2.6375735373562748e-08,0.0
1987,1.8332450224534114e-08,6.110816852533674e-10
1988,2.2187249371086182e-08,0.0
1989,2.57941739079115e-08,3.841685636274406e-09
1990,2.2339468941368068e-08,0.0
1991,2.8721180100887977e-08,5.861465202094962e-10
1992,2.0937788391961476e-08,0.0
1993,1.827938511667071e-08,1.661762283333701e-09
1994,2.5319646823618314e-08,0.0
1995,2.331653803366862e-08,0.0
1996,3.95018808774239e-08,0.0
1997,2.157702461147437e-08,4.79489448146353e-10
1998,1.954932926651054e-08,0.0
1999,1.4624643718263997e-08,0.0
2000,1.0161472552283612e-08,4.4180314962005696e-10
2001,1.0514908055370142e-08,8.762423564512289e-10
2002,2.1906107150471144e-08,8.76244299341522e-10
2003,1.1667384391955693e-08,0.0
2004,2.070251881036711e-08,0.0
2005,2.1167622321627277e-08,0.0
2006,2.5119128110873135e-08,1.2353669198716943e-09
2007,2.1170741604237264e-08,0.0
2008,3.405951787271988e-08,4.257439678578834e-10
2009,3.814554005998616e-08,9.53638501499654e-10
2010,4.109699958121382e-08,9.447586046817946e-10
2011,6.883149694658641e-08,3.059177577924288e-09
2012,5.991484641754141e-08,3.063827413996023e-09
2013,5.745597420059312e-08,3.6258624991347688e-09
2014,5.5218851713334516e-08,4.547434873103384e-09
2015,5.4084438261270407e-08,2.21657536769726e-09
2016,6.276160036122747e-08,2.899876117012923e-09
2017,6.138091634966258e-08,5.031222660711876e-10
2018,4.775713335902765e-08,1.290733298020541e-09
2019,5.1785050914077146e-08,1.53059265262101e-09
