year,mais_CONJ envoyer_VERB,mais_CONJ renvoyer_VERB
1852,0.0,1.1718981562935937e-08
1853,5.3747388761848924e-09,1.1943863675867306e-09
1854,8.313063126763609e-09,6.754363734984281e-09
1855,7.429711956774554e-09,4.2455496895854594e-09
1856,9.318940286107136e-09,3.106313539724681e-09
1857,1.5620828242024487e-08,1.0739319655783675e-08
1858,9.29798454896158e-09,7.340513863418607e-09
1859,4.582956014687056e-09,6.619825132503365e-09
1860,1.8308735638683515e-09,1.5104707262736383e-08
1861,1.2261505866195677e-08,6.13075279431996e-09
1862,1.7168348548368684e-08,7.68057684119583e-09
1863,1.897955970164844e-08,9.989241656072068e-10
1864,9.109982768151781e-09,3.835782469430171e-09
1865,4.706844247692743e-09,1.4120533076145136e-09
1866,1.0704348796242158e-08,1.9462451650298362e-09
1867,1.261730986357179e-08,5.338092634588065e-09
1868,5.433861582915256e-09,1.0867722721741302e-08
1869,4.395167341186834e-09,2.441759683335931e-09
1870,2.2936195165357276e-09,4.587239033071455e-09
1871,2.4428706835166736e-08,1.0621177271019633e-09
1872,3.628403577593531e-09,1.2094678369933831e-08
1873,7.781805755335824e-09,5.9860045809045914e-09
1874,7.169531079931346e-09,0.0
1875,1.5448122780981066e-08,2.8607636259891933e-09
1876,6.04601479992084e-09,4.232210359944588e-09
1877,6.184815992682502e-10,1.2369631985365004e-09
1878,6.6429974854287366e-09,1.0266450800600069e-08
1879,5.498392852132383e-09,4.887460214320072e-09
1880,5.134277225593564e-09,1.2835692508872398e-09
1881,1.045876096839038e-08,2.7890030285249168e-09
1882,3.3276925659464496e-09,4.658769592325029e-09
1883,3.791603475633565e-09,8.21514056781325e-09
1884,6.601696966868076e-09,1.386356363042296e-08
1885,3.2228177904158883e-09,9.668453704314572e-09
1886,3.2267319927115068e-09,5.808117542471791e-09
1887,5.876032216356464e-09,2.6115698492645834e-09
1888,5.07249175996094e-09,6.340614699951175e-09
1889,6.265136742733546e-10,8.771191328804662e-09
1890,7.865263995654459e-09,1.9663159989136147e-09
1891,2.5496880162734215e-09,8.92390783491237e-09
1892,1.191017329205124e-08,9.402768341715273e-09
1893,1.2316833108982905e-08,3.079208221734575e-09
1894,5.671385583383426e-09,1.2603078580752936e-09
1895,8.426060293942328e-09,2.4074457982692365e-09
1896,6.486731818355906e-09,0.0
1897,5.244042311502994e-09,4.661370844871726e-09
1898,1.6975064687230201e-09,1.13167097914868e-09
1899,7.185851913504848e-09,1.6582735185011188e-09
1900,1.142031669232324e-08,1.5573159428683425e-09
1901,7.824234593556412e-09,5.029865191019667e-09
1902,4.910283735171106e-09,2.946170252204894e-09
1903,8.100330184390714e-09,1.0800440319869153e-08
1904,7.524475265086039e-09,7.524475265086039e-09
1905,1.5482277126999122e-09,1.5482277682110634e-09
1906,2.0576738091193647e-09,3.600929110447737e-09
1907,1.028568674676933e-09,4.1142746431965804e-09
1908,9.82277792438424e-09,4.4202501658929805e-09
1909,4.400786735025974e-09,8.25147539185167e-09
1910,1.0153886176311744e-08,6.94739610285211e-09
1911,7.4485240197930125e-09,2.6601871816467337e-09
1912,1.0418842233406167e-08,1.0418842455450772e-09
1913,1.0075680512144913e-08,4.772690798127144e-09
1914,4.018046340092951e-09,2.678697486047099e-09
1915,0.0,3.534228465440492e-09
1916,3.2962386153911893e-09,1.098746182925936e-08
1917,1.0966424657254947e-08,2.1932848870420685e-09
1918,1.6080926812378493e-08,3.44591288836682e-09
1919,1.8415696745321952e-09,2.762354511798293e-09
1920,8.329454903588385e-09,2.2716695191604686e-09
1921,6.81547268621685e-09,6.058197998815018e-09
1922,9.591315963675129e-09,7.377935484775833e-10
1923,8.492758496458919e-09,6.369568872344189e-09
1924,1.2891624545652292e-08,3.867487330388997e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,0.0,8.916910987366578e-09
1927,1.1149224876660924e-09,5.574612438330462e-09
1928,1.1426041224282812e-09,4.5704163786908225e-09
1929,7.798284240578823e-09,2.2280812750352652e-09
1930,4.201441416995522e-09,0.0
1931,6.843213995466613e-09,0.0
1932,9.863583061431314e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,0.0
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,3.777335333410292e-09,0.0
1938,5.186085672015395e-09,2.5930428915188486e-09
1939,1.6823455517567254e-08,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,5.960435700558264e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,5.317680740191122e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,4.264560704569931e-09
1952,1.0544803585865736e-08,2.1089607837865287e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,1.744228317335228e-09,3.488456634670456e-09
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,3.3088974338291166e-09,2.4816730892496253e-09
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,5.536666680683311e-09,2.076250060767393e-09
1961,9.03260710671816e-09,2.08444772553662e-09
1962,5.707760764028791e-09,1.9025869768540815e-09
1963,4.526237162849611e-09,3.233026624194224e-09
1964,8.517555549758526e-09,4.258777774879263e-09
1965,4.924838870046244e-09,2.188817405102128e-09
1966,9.416426971498026e-09,3.877352328096606e-09
1967,3.4512349644799656e-09,3.451234853457663e-09
1968,7.186265138514614e-09,4.9405572410954335e-09
1969,8.62933968726054e-09,7.266812263040379e-09
1970,3.6789800095249348e-09,3.219107425067591e-09
1971,2.0553589941130213e-09,4.624557736754298e-09
1972,2.0520587451500205e-09,5.643161493651405e-09
1973,4.410563136936219e-09,3.859242703185828e-09
1974,3.3753431161187564e-09,2.8127858375803783e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,2.8567634369203176e-09,2.856763492431469e-09
1977,2.938390863960194e-09,2.3507127910882275e-09
1978,3.5643548113029055e-09,4.75247319275951e-09
1979,5.266775904289034e-09,1.7555920051037788e-09
1980,2.8425753972882717e-09,4.548120657865695e-09
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,3.7245013739806154e-09,1.8622506869903077e-09
1983,3.78918940668882e-09,4.4207211225000265e-09
1984,5.799008606643952e-09,1.1598016991243298e-09
1985,3.6093347199894765e-09,6.617113967877231e-09
1986,1.7983456390702202e-09,5.395036861699509e-09
1987,5.499735167280306e-09,4.888653482026939e-09
1988,3.5979323409485175e-09,3.5979323409485175e-09
1989,5.488121956886971e-09,5.488122178931576e-09
1990,7.083246211792016e-09,5.9935161278446e-09
1991,5.8614650910726596e-09,2.344586136349136e-09
1992,2.754972139307199e-09,3.305966445044106e-09
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,5.2749266066243194e-09,2.6374632478010085e-09
1995,3.253470381991974e-09,7.591431039344343e-09
1996,4.80428297144897e-09,3.736664533349199e-09
1997,7.671831170341648e-09,6.233362714880286e-09
1998,4.29131630230728e-09,6.675380914700213e-09
1999,2.2851005809787495e-09,4.570201023179621e-09
2000,3.97622823555821e-09,3.0926220473403987e-09
2001,9.20054477049348e-09,6.571817479095188e-09
2002,5.257465796049132e-09,4.81934359086722e-09
2003,2.9168460979889232e-09,4.166923084358842e-09
2004,3.0833538500196767e-09,3.523833003171717e-09
2005,5.85487458515388e-09,5.854874363109275e-09
2006,6.588623646663905e-09,2.4707338397433887e-09
2007,8.787854888225866e-09,3.1955834922658966e-09
2008,3.405951742863067e-09,2.9802078027607593e-09
2009,1.0013204487790972e-08,4.768192729542875e-09
2010,7.085689368580006e-09,3.779034529749481e-09
2011,1.3383901542596277e-08,3.0591774669019856e-09
2012,1.1234033703289015e-08,4.425528499218956e-09
2013,1.031976237797494e-08,3.3469500504423877e-09
2014,1.4075394183521439e-08,4.114345752981308e-09
2015,9.97458915463767e-09,1.994917842029764e-09
2016,1.3877978544130087e-08,4.142680087859674e-09
2017,9.559323110863716e-09,5.282783821503045e-09
2018,1.058401322140412e-08,6.711813549387102e-09
2019,1.224474122096808e-08,3.826481576041374e-09
