year,aurais_VERB appelé_VERB,aurais_VERB rappelé_VERB
1889,5.6386229019267375e-09,4.385595886446936e-09
1890,6.554386478008212e-10,5.898947996740844e-09
1891,1.2748440081367107e-09,5.099376032546843e-09
1892,6.268512375839919e-10,3.761107425503951e-09
1893,0.0,3.079208221734575e-09
1894,1.2603078580752936e-09,8.192000855444803e-09
1895,1.8055843487019274e-09,9.027921521465032e-09
1896,4.717623180994224e-09,5.89702897624278e-10
1897,2.9133566670225264e-09,1.1653427112179315e-09
1898,2.26334195829736e-09,5.6583548957434e-10
1899,1.6582735185011188e-09,9.39688327150634e-09
1900,5.191053142894475e-10,7.786579381274805e-09
1901,7.824234593556412e-09,7.824234593556412e-09
1902,2.9461704187383475e-09,2.9461704187383475e-09
1903,0.0,1.6200660812870638e-09
1904,3.2247751136083025e-09,3.7622376325430196e-09
1905,5.160759042333041e-10,7.741138396966107e-09
1906,2.0576738091193647e-09,5.144184633820714e-09
1907,2.5714217422034835e-09,1.028568674676933e-09
1908,1.4734167219643268e-09,6.875944702500192e-09
1909,4.950885035270858e-09,3.300590023513905e-09
1910,4.275320542035388e-09,2.137660271017694e-09
1911,4.788336838146279e-09,2.128149656499545e-09
1912,2.6047106693738442e-09,2.6047106693738442e-09
1913,2.6514948014977335e-09,2.121195885607108e-09
1914,1.3393487430235496e-09,4.018046340092951e-09
1915,0.0,1.1780761921542648e-09
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,0.0,9.869782324756216e-09
1918,0.0,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,7.572231730534895e-10,1.514446346106979e-09
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,0.0,1.1677542488541803e-08
1924,1.289162443462999e-09,1.289162443462999e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1149224654616319e-08,8.919379901328739e-09
1928,4.570416489713125e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,6.882397318719313e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,0.0
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,9.536696765621855e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,9.571825110299415e-09,9.571825110299415e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,0.0,0.0
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,3.100299128533379e-09,0.0
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,4.86371165564492e-09,2.08444772553662e-09
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,3.879631726988464e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,2.188817349590977e-09,1.6416130677043839e-09
1966,4.985167390003653e-09,1.6617224263271169e-09
1967,1.4791006197611978e-09,4.930335695263466e-09
1968,8.084548142051062e-09,4.940557296606585e-09
1969,4.995933444718048e-09,2.2708788183223305e-09
1970,1.8394900047624674e-09,6.438214850135182e-09
1971,2.569198631618974e-09,2.0553589941130213e-09
1972,3.0780880067027283e-09,2.0520587451500205e-09
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,2.812785782069227e-09
1975,1.7134440533084216e-09,3.4268881066168433e-09
1976,4.570821499072508e-09,5.713526984862938e-09
1977,2.3507127355770763e-09,1.7630346071939584e-09
1978,2.3762365408686037e-09,1.1881182704343018e-09
1979,6.437170796402825e-09,4.096381456264453e-09
1980,2.8425752862659692e-09,1.1370301367108482e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,6.958810416790584e-09
1985,4.812446441349039e-09,6.015558051686298e-10
1986,4.7955883708539204e-09,1.1988970927134801e-09
1987,4.277571630240118e-09,6.110816741511371e-09
1988,3.597932174415064e-09,5.99655392008458e-09
1989,1.6464366536794728e-09,2.1952488715726304e-09
1990,2.724325431913144e-09,5.44865097484859e-10
1991,4.10302547493302e-09,0.0
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,6.647049133334804e-09,7.200969598386564e-09
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,1.067618438099771e-09,0.0
1997,2.876936688878118e-09,9.58978896292706e-10
1998,4.291316191284977e-09,2.86087753487152e-09
1999,4.570201106446348e-09,2.285100553223174e-09
2000,7.510653432518666e-09,1.7672125984802278e-09
2001,5.257454027685071e-09,1.3143635069212678e-09
2002,1.752488598683044e-09,1.3143663935011318e-09
2003,5.000307723435071e-09,3.333538334260311e-09
2004,6.166707589017051e-09,3.0833537945085254e-09
2005,5.854874363109275e-09,1.3511248786457486e-09
2006,5.353256948836815e-09,4.117890028965121e-09
2007,6.7906151812735516e-09,1.5977917877663117e-09
2008,6.3861596011349775e-09,5.108927503272298e-09
2009,1.0966842545201416e-08,4.76819250749827e-09
2010,1.369900015646408e-08,2.8342759250676863e-09
2011,9.942326961720482e-09,2.2943831279320648e-09
2012,1.736168897537027e-08,2.0425516833455504e-09
2013,1.8966050063795592e-08,6.9728125495771565e-09
2014,1.3642305063399363e-08,1.7323561474213989e-09
2015,1.5072712855612735e-08,3.768178213903184e-09
2016,1.9884865309904853e-08,5.178350193091319e-09
2017,2.0124890198758294e-08,4.024978128569501e-09
2018,2.5040227669137494e-08,6.9699601645822895e-09
2019,1.632632162795744e-08,2.806086474294034e-09
