year,aurais_VERB envoyé_VERB,aurais_VERB renvoyé_VERB
1922,2.8036154731125862e-08,2.2133805899215986e-09
1923,3.503262746562541e-08,4.246379248229459e-09
1924,3.2229060309418855e-08,1.289162443462999e-09
1925,2.4195990988573612e-08,7.698724324711748e-09
1926,2.8979959765251806e-08,1.1146138456652466e-09
1927,4.1252132376712325e-08,1.5608915049369898e-08
1928,2.6279895593006586e-08,3.4278122562625413e-09
1929,6.015819309368453e-08,0.0
1930,3.466189113510154e-08,8.402882833991043e-09
1931,2.3951248095954725e-08,2.2810713318222042e-09
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,3.0970788600370724e-08,1.1470662197865522e-09
1934,1.1981580172459871e-08,0.0
1935,1.9149254626427137e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,0.0
1937,1.7627565185307503e-08,2.5182236296217297e-09
1938,9.075650453382877e-09,0.0
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0
1941,4.427253941230447e-08,0.0
1942,1.517105907566929e-08,0.0
1943,4.064529335323641e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,2.9802176726434482e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,8.697510267552389e-09
1949,2.846932467548413e-08,3.9268033269479474e-09
1950,1.1698897850465073e-08,1.0635361480382244e-09
1951,1.8124383771578323e-08,1.0661401761424827e-09
1952,8.435843135146115e-09,7.381362632230548e-09
1953,2.3702419582605216e-08,1.0773827385790469e-09
1954,2.9317607896928166e-08,0.0
1955,3.191106756617046e-08,1.8771215692936494e-09
1956,2.1802854632824165e-08,1.0465369904011368e-08
1957,2.297109880089465e-08,1.7670075402875796e-09
1958,2.2335056470978998e-08,5.790570245522986e-09
1959,2.5577467255288866e-08,6.975672928177801e-09
1960,2.4914999841030294e-08,2.076250060767393e-09
1961,2.570818935510033e-08,6.948159270159238e-10
1962,2.6002021868976044e-08,2.5367825617905737e-09
1963,2.2631185814248056e-08,1.939815863494232e-09
1964,3.711220841751128e-08,4.258777774879263e-09
1965,3.3926667697414814e-08,1.6416130677043839e-09
1966,2.326411419062424e-08,3.3234448526542337e-09
1967,1.873527466500491e-08,4.437302081328198e-09
1968,1.661823922916028e-08,4.491415683816058e-09
1969,1.725867981861029e-08,9.083515606356229e-10
1970,3.357069289222636e-08,2.2993624781975086e-09
1971,2.1067430466814585e-08,1.541519245584766e-09
1972,2.1033601527165047e-08,9.747279428040656e-09
1973,3.087394162548662e-08,5.513203671370093e-09
1974,1.6314157136321228e-08,5.625571675160757e-10
1975,2.2845920710778955e-08,1.1422960355389478e-09
1976,1.8283285996290033e-08,1.142705374768127e-09
1977,1.1753563455840776e-08,2.3507127355770763e-09
1978,1.3069301196821925e-08,2.970295565063452e-09
1979,2.1652301285257636e-08,4.096381456264453e-09
1980,2.21720881654619e-08,0.0
1981,1.5181319312773667e-08,6.325549528618524e-10
1982,1.924325765401136e-08,6.207502289967692e-10
1983,1.515675762675528e-08,2.5261264191556165e-09
1984,1.2177918229383522e-08,1.1598016991243298e-09
1985,1.2031115659283387e-08,2.4062232206745193e-09
1986,1.1988970705090196e-08,1.1988970927134801e-09
1987,1.7721369260925712e-08,6.110816852533674e-10
1988,1.139345240375178e-08,5.996553809062277e-10
1989,1.5915555096057687e-08,1.6464366536794728e-09
1990,9.80757164370516e-09,1.089730194969718e-09
1991,1.2309077312977479e-08,4.10302547493302e-09
1992,1.4876849085965205e-08,0.0
1993,1.606370148010683e-08,5.539207426075166e-10
1994,1.793475057354499e-08,3.6924485691258724e-09
1995,1.843633334885908e-08,2.1689803286761844e-09
1996,1.3879040139386234e-08,4.270473752399084e-09
1997,1.054876808126437e-08,4.79489448146353e-10
1998,1.4781200263769279e-08,9.536258449571733e-10
1999,1.7823785114501334e-08,9.140402323914998e-10
2000,1.2812291672048559e-08,4.4180314962005696e-10
2001,1.0514908055370142e-08,1.3143635069212678e-09
2002,1.927737436346888e-08,1.3143663935011318e-09
2003,1.0417307017007715e-08,2.9168460979889232e-09
2004,1.189293641346012e-08,1.3214374039449694e-09
2005,1.5763124139311913e-08,9.007499190971657e-10
2006,1.6059770402421236e-08,2.4707338397433887e-09
2007,1.997239706952314e-08,2.3966877371606188e-09
2008,8.940623352771127e-09,2.554463751636149e-09
2009,2.336414262060771e-08,2.860915504498962e-09
2010,2.267420740054149e-08,3.3066551718974324e-09
2011,2.103184648660772e-08,1.911985902935953e-09
2012,2.6212745751763578e-08,8.170206733382201e-09
2013,3.625862632361532e-08,4.741512515948898e-09
2014,3.8978011929202694e-08,8.661780626084692e-09
2015,4.543979414961541e-08,8.201329393386914e-09
2016,3.997686448542481e-08,6.006886099640951e-09
2017,4.024978039751659e-08,8.049956257139002e-09
2018,5.1113040910877316e-08,6.195520096952123e-09
2019,5.101975375509937e-08,8.16316081397872e-09
