year,voulions_VERB établir_VERB,voulions_VERB rétablir_VERB
1859,3.0043821652725455e-08,1.5276520048956854e-09
1860,3.661747172145624e-08,2.288591982591015e-09
1861,4.291527133659656e-08,0.0
1862,2.1234535907410645e-08,0.0
1863,2.7470415275843152e-08,0.0
1864,4.698833322436258e-08,0.0
1865,1.0355057256106193e-08,4.23615986733239e-09
1866,4.281739407474561e-08,5.352174259343201e-09
1867,2.620518202434141e-08,2.426405742994575e-09
1868,3.507310708528166e-08,0.0
1869,2.4417595057002472e-08,2.9301114867763545e-09
1870,1.7202147262196377e-08,5.734048791339319e-10
1871,2.7615060460561835e-08,0.0
1872,2.9027228620748247e-08,1.2094678591978436e-09
1873,4.669083608632718e-08,5.986004469882289e-10
1874,2.9873046258899194e-08,0.0
1875,3.6045619822289154e-08,0.0
1876,5.441413364337677e-08,0.0
1877,2.72131899237138e-08,0.0
1878,2.0532901601200138e-08,0.0
1879,1.9549840857280287e-08,1.221865053580018e-09
1880,1.0910338410496934e-08,2.5671385017744797e-09
1881,1.8825771164188154e-08,0.0
1882,2.5956001792337702e-08,6.655385131892899e-10
1883,2.338155447034751e-08,0.0
1884,2.6406787867472303e-08,1.3203393933736152e-09
1885,4.060750313783501e-08,3.2228177904158883e-09
1886,3.1621972595985426e-08,2.5813855497602844e-09
1887,3.721487118468758e-08,0.0
1888,2.282621380800265e-08,6.340614699951175e-10
1889,2.0674951528576457e-08,2.5060546970934183e-09
1890,2.4906668727453507e-08,1.9663159989136147e-09
1891,3.952016314201501e-08,5.099376032546843e-09
1892,6.8953633913793055e-09,2.5074049503359674e-09
1893,3.571881634911733e-08,1.2316833108982905e-09
1894,4.0329851458409394e-08,0.0
1895,2.5278181325916194e-08,4.213029924926559e-09
1896,4.540712339462516e-08,2.948514543632541e-09
1897,5.302309347143819e-08,0.0
1898,3.055511754723739e-08,0.0
1899,3.537650172802387e-08,1.1055156790007459e-09
1900,3.426094963288051e-08,0.0
1901,4.3033288932292635e-08,3.353243460679778e-09
1902,3.4863013809172116e-08,9.820567692386817e-10
1903,2.592105730059302e-08,1.6200660812870638e-09
1904,2.2573425795258117e-08,1.0749250378694342e-09
1905,3.096455358786443e-08,0.0
1906,3.755254596171653e-08,5.144184522798412e-10
1907,5.708556116701402e-08,1.5428529565042481e-09
1908,3.5361999550787004e-08,0.0
1909,4.290767208203761e-08,0.0
1910,5.1303846504424655e-08,5.344150677544235e-10
1911,2.7665945978583295e-08,0.0
1912,2.6568049094066737e-08,0.0
1913,3.0227042202568555e-08,5.30298971401777e-10
1914,3.4153391226254826e-08,6.027069510139427e-09
1915,2.8273827723523937e-08,0.0
1916,1.538244731591476e-08,4.394984820521586e-09
1917,3.947912929902486e-08,0.0
1918,2.412139110674616e-08,2.2972752589112133e-09
1919,4.511845830279526e-08,0.0
1920,2.2716694303426266e-08,7.572231730534895e-10
1921,2.8019165654313838e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,2.441668023323018e-08,0.0
1924,2.9650736976805092e-08,0.0
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,3.1209186346359274e-08,1.1146138456652466e-09
1927,1.8953683067479687e-08,4.4596899506643695e-09
1928,3.085031252680892e-08,4.570416489713125e-09
1929,2.33948540540041e-08,0.0
1930,2.520864939015155e-08,0.0
1931,1.9389105432310316e-08,1.1405356659111021e-09
1932,3.7262424257278326e-08,2.1919073223131136e-09
1933,1.9500125958415992e-08,1.1470662197865522e-09
1934,1.9170528275935794e-08,5.990790086229936e-09
1935,2.6330225111337313e-08,0.0
1936,2.5461901032031165e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,0.0
1938,1.5558256905023882e-08,2.5930428915188486e-09
1939,1.3764645423464117e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,1.517105907566929e-08,0.0
1943,3.774205836748479e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.832055301382752e-08,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,1.195907639583993e-08,8.697510267552389e-09
1949,1.3743811422273211e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,1.687168627029223e-08,0.0
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,2.2525458831523792e-08,0.0
1956,1.4825940475304833e-08,0.0
1957,1.0602045463770082e-08,8.835037701437898e-10
1958,1.6544486669545222e-08,8.272243445794913e-10
1959,1.4726420971555854e-08,0.0
1960,8.305000243069571e-09,1.3841666701708277e-09
1961,1.181187059273725e-08,0.0
1962,1.2049716779927166e-08,6.341956404476434e-10
1963,1.6165133231993423e-08,0.0
1964,1.3993127545575135e-08,2.4335873316516654e-09
1965,7.660860390501512e-09,0.0
1966,9.416426749453422e-09,4.985167390003653e-09
1967,1.1339771788243524e-08,1.4791006197611978e-09
1968,1.392338955241712e-08,5.3896989093971115e-09
1969,1.1354394757745467e-08,0.0
1970,1.74751555448438e-08,9.197450023812337e-10
1971,9.762954888969944e-09,5.138397485282553e-10
1972,1.7955514408640738e-08,5.130146862875051e-10
1973,6.615844760915479e-09,5.513203782392395e-10
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,7.996072248772634e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,5.713526873840635e-10
1977,7.052138428775834e-09,0.0
1978,1.544553818177974e-08,0.0
1979,1.0533551808578068e-08,0.0
1980,9.664756106531058e-09,1.7055452605774235e-09
1981,9.488323904349727e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,0.0
1983,1.136756910824488e-08,2.5261264191556165e-09
1984,8.69851302098823e-09,0.0
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,9.591176741707841e-09,2.3977941854269602e-09
1987,6.110816741511371e-09,1.2221633705067347e-09
1988,6.596209356501959e-09,5.996553809062277e-10
1989,1.0976243913773942e-08,0.0
1990,4.90378582185258e-09,5.44865097484859e-10
1991,6.4476117778156095e-09,4.10302547493302e-09
1992,2.2039776670368383e-09,0.0
1993,3.877445031719162e-09,0.0
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,1.3556126887692699e-08,5.422450821690461e-10
1996,5.3380921904988554e-09,0.0
1997,3.835915585170824e-09,1.438468344439059e-09
1998,7.152193948201102e-09,1.43043876743576e-09
1999,1.0968483010742602e-08,9.140402323914998e-10
2000,4.418031274155965e-09,4.4180314962005696e-10
2001,7.0099388516098315e-09,1.3143635069212678e-09
2002,6.133709984368352e-09,4.38122149670761e-10
2003,3.333538334260311e-09,0.0
2004,5.285749615779878e-09,1.3214374039449694e-09
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,2.8825228870488218e-09,4.1178899179428186e-10
2007,5.592271090648637e-09,7.988958938831558e-10
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,4.76819250749827e-09,0.0
2010,1.0392344762522043e-08,0.0
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,4.425528388196653e-09,6.808505426114664e-10
2013,4.183687618564136e-09,8.367375126105969e-10
2014,3.681256854903836e-09,1.2992671383216248e-09
2015,5.54143841924315e-09,1.994917786518613e-09
2016,7.45682449121432e-09,6.214020409345267e-10
2017,2.0124890642847504e-09,2.515611330355938e-10
2018,4.904786798931582e-09,1.5488800242380307e-09
2019,4.3366790158927415e-09,1.53059265262101e-09
