year,devions_VERB entrer_VERB,devions_VERB rentrer_VERB
1917,8.773139548168274e-09,6.57985488317081e-09
1918,1.1486376294556067e-09,1.6080926812378493e-08
1919,6.4454939163738345e-09,1.2890987832747669e-08
1920,1.0601124422748853e-08,7.572231730534895e-09
1921,5.300923255902035e-09,6.815472630705699e-09
1922,1.549366501762961e-08,6.640141769764796e-09
1923,7.431163684401554e-09,4.246379248229459e-09
1924,1.804827398643738e-08,9.02413699321869e-09
1925,8.798542339150117e-09,3.299453377181294e-09
1926,0.0,1.0031524944054127e-08
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,5.713020723163709e-09,4.570416489713125e-09
1929,5.570202965543558e-09,1.0026365515614089e-08
1930,4.201441416995522e-09,6.302162347537887e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,1.3151444377967891e-08,3.287861094491973e-09
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,0.0
1935,1.196828414151696e-09,3.590485242455088e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,3.058810094103137e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,3.0429394115571995e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,1.2528993842408909e-08,1.3921104269343232e-08
1947,9.536696765621855e-09,7.152522574216391e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,0.0,5.890204768377316e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,1.687168627029223e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,9.772536113672459e-10
1955,6.569925492527773e-09,3.754243138587299e-09
1956,4.360570571293465e-09,3.488456634670456e-09
1957,1.501956425897788e-08,8.835037590415595e-09
1958,4.1361216673863055e-09,3.3088973783179654e-09
1959,3.8753737996444215e-09,6.975672928177801e-09
1960,4.152500121534786e-09,2.076250060767393e-09
1961,3.47407969059077e-09,4.86371165564492e-09
1962,1.2683912586908264e-08,5.7077609305622445e-09
1963,3.2330267352165265e-09,2.5864212993553792e-09
1964,6.083968440151466e-09,7.300761772910391e-09
1965,6.5664522708175355e-09,5.47204326295514e-09
1966,2.215629901769489e-09,2.215629901769489e-09
1967,8.874604162656397e-09,4.437302081328198e-09
1968,6.737123747768692e-09,4.042274071025531e-09
1969,5.450109252791435e-09,1.3625273131978588e-09
1970,8.7375777724219e-09,7.3579600190498695e-09
1971,4.624557625731995e-09,7.707596338946132e-09
1972,7.69522046084603e-09,3.0780880067027283e-09
1973,1.6539611902288698e-09,7.718485406371656e-09
1974,8.438357568252286e-09,3.937900228123681e-09
1975,7.996072248772634e-09,3.998036124386317e-09
1976,9.712995741040231e-09,7.998937512354587e-09
1977,4.11374712072643e-09,2.938390863960194e-09
1978,4.158414057542359e-09,2.970295565063452e-09
1979,5.266775904289034e-09,5.266775904289034e-09
1980,3.97960553399912e-09,2.8425752862659692e-09
1981,6.958104314946922e-09,8.855769451088236e-09
1982,3.1037510339615437e-09,4.966001831974154e-09
1983,1.89459470334441e-09,9.47297440490047e-09
1984,2.3196033982486597e-09,1.0438215625185876e-08
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,2.3977941854269602e-09,5.395036861699509e-09
1987,2.4443267410134695e-09,6.110816741511371e-09
1988,1.1993107618124554e-09,5.99655392008458e-09
1989,3.2928733073589456e-09,4.390497743145261e-09
1990,5.44865097484859e-10,5.448650863826288e-09
1991,1.1722930404189924e-09,8.20605094986604e-09
1992,2.7549720282848966e-09,3.30596661157756e-09
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,4.880205572987961e-09,1.0302656505700725e-08
1996,3.2028553142993132e-09,5.871901187504136e-09
1997,7.192341833217597e-09,5.753873377756236e-09
1998,2.86087753487152e-09,6.675381136744818e-09
1999,5.941261704833778e-09,5.941261704833778e-09
2000,5.3016377954406835e-09,7.068850393920911e-09
2001,2.6287270138425356e-09,7.448059946568719e-09
2002,3.504977197366088e-09,6.571832411594869e-09
2003,2.9168460979889232e-09,1.0833999475323708e-08
2004,6.607186797680242e-09,9.250062049659391e-09
2005,4.053374524914943e-09,1.0808999029165989e-08
2006,5.7650457740976435e-09,9.882935358973555e-09
2007,7.190063211481856e-09,1.3980677948666198e-08
2008,5.108927503272298e-09,1.3623806971452268e-08
2009,1.0013204487790972e-08,1.192048149079028e-08
2010,3.7790344187271785e-09,1.6533276081531767e-08
2011,5.353560705856353e-09,1.911985947344874e-08
2012,6.127654827992046e-09,2.2127641940983267e-08
2013,6.9728125495771565e-09,2.8449075983871808e-08
2014,7.795602385840539e-09,2.14379074492399e-08
2015,7.979671146074452e-09,2.0835809522168347e-08
2016,8.492493819289848e-09,1.8020658743012063e-08
2017,8.804639684001359e-09,2.3395186232733067e-08
2018,6.711813327342497e-09,2.452393310647949e-08
2019,9.438654302584837e-09,1.9387506711154856e-08
