year,voulez_VERB assurer_VERB,voulez_VERB rassurer_VERB
1862,4.653525920161883e-08,4.517986262886353e-10
1863,1.3485475847119233e-08,1.9978483312144135e-09
1864,5.753673537611803e-09,1.4384183844029508e-09
1865,1.2708479601997169e-08,7.530950973944073e-09
1866,1.9462451206209153e-08,9.731225825149181e-10
1867,2.91168689159349e-09,9.7056229719783e-10
1868,7.409810987013543e-09,0.0
1869,1.660396442559886e-08,9.767038289254515e-10
1870,7.454262984651905e-09,4.587239033071455e-09
1871,1.4869648623516696e-08,0.0
1872,5.442605477412599e-09,3.628403577593531e-09
1873,9.577607151811662e-09,8.380406590902112e-09
1874,1.7326366119618797e-08,4.182226565063729e-09
1875,8.58229043387837e-09,2.8607636259891933e-09
1876,1.3301232115736639e-08,6.04601479992084e-09
1877,4.9478527941460015e-09,6.184815992682502e-10
1878,1.0870359723469392e-08,6.039088673581716e-10
1879,4.887460214320072e-09,6.10932526790009e-10
1880,1.2835692508872398e-08,5.776061406947974e-09
1881,1.3945014920579979e-08,1.3945015142624584e-09
1882,1.7304001787010748e-08,3.9932310791357395e-09
1883,9.479008689083912e-09,1.8958017378167824e-09
1884,1.9144920315739e-08,0.0
1885,1.933690718658454e-08,0.0
1886,2.3232470169887165e-08,8.38950331427668e-09
1887,7.834709769838355e-09,1.3057849246322917e-09
1888,1.3949351895803375e-08,1.268122939990235e-09
1889,1.0024218788373673e-08,0.0
1890,1.5075089621063853e-08,2.6217545912032847e-09
1891,1.1473596295275001e-08,1.9122659011827636e-09
1892,1.002961980134387e-08,1.2537024751679837e-09
1893,1.539604177480669e-08,6.158416554491453e-10
1894,6.301539290376468e-09,6.301539290376468e-10
1895,1.6852119699706236e-08,0.0
1896,1.3563166589847242e-08,0.0
1897,1.9228155068162778e-08,0.0
1898,1.0185038590293516e-08,5.6583548957434e-10
1899,1.0502398950507086e-08,0.0
1900,1.349673794948103e-08,1.5573159428683425e-09
1901,1.0618603774048552e-08,1.676621730339889e-09
1902,4.910283735171106e-09,1.4730852093691738e-09
1903,1.1340462791054051e-08,0.0
1904,1.289910045443321e-08,5.374625189347171e-10
1905,1.0321517862621477e-08,2.0643036169332163e-09
1906,8.745113966313056e-09,0.0
1907,6.685696440911215e-09,0.0
1908,6.875944702500192e-09,9.822778146428846e-10
1909,9.351672325408344e-09,0.0
1910,4.809735720812114e-09,5.344150677544235e-10
1911,6.384448969498635e-09,5.320374141248863e-10
1912,4.167536982180309e-09,1.5628263128064646e-09
1913,8.484783542428431e-09,4.772690687104841e-09
1914,1.339348720819089e-08,0.0
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,5.493730803607377e-09,0.0
1917,1.315970976634162e-08,0.0
1918,3.101321510712296e-08,0.0
1919,1.1970202606903513e-08,1.8415696745321952e-09
1920,1.514446346106979e-08,0.0
1921,1.060184651180407e-08,1.5145494858259667e-09
1922,1.4018077365562931e-08,1.4755870969551665e-09
1923,2.229349149729387e-08,2.1231896241147297e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,8.916910765321973e-09,3.343841648018042e-09
1927,4.4596899506643695e-09,0.0
1928,9.14083297942625e-09,0.0
1929,2.1166771446701205e-08,2.2280812750352652e-09
1930,1.6805765667982087e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,1.4247397928102146e-08,2.1919073223131136e-09
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,2.393656828303392e-09,0.0
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,1.0072894518486919e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,1.0798709482173763e-08,0.0
1950,5.317680518146517e-09,6.381216888229346e-09
1951,8.529121409139861e-09,3.1984206394497505e-09
1952,4.2179215675730575e-09,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,6.840775057526116e-09,0.0
1955,5.631364707880948e-09,4.6928039232341234e-09
1956,1.1337483840634377e-08,2.616342476002842e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,4.650448914844674e-09,7.750747821333448e-10
1960,4.152500121534786e-09,2.076250060767393e-09
1961,1.3896318540318475e-09,0.0
1962,6.976152100435229e-09,6.341956404476434e-10
1963,4.526237162849611e-09,6.466053248388448e-10
1964,6.6923653285755336e-09,1.2167936658258327e-09
1965,4.377634699181954e-09,5.472043373977442e-10
1966,3.8773522170743036e-09,1.1078149508847446e-09
1967,6.902469706915326e-09,9.860671168482327e-10
1968,4.042274071025531e-09,8.982831700699023e-10
1969,1.407944960618579e-08,1.3625273131978588e-09
1970,5.518470125309705e-09,1.8394900047624674e-09
1971,5.652237344833111e-09,0.0
1972,4.6171320100540925e-09,0.0
1973,5.513203671370093e-09,0.0
1974,5.06301445213353e-09,5.625571675160757e-10
1975,3.998036124386317e-09,0.0
1976,6.2848797277581525e-09,5.713526873840635e-10
1977,5.876781727920388e-09,0.0
1978,5.346532105932056e-09,0.0
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,7.390696055153967e-09,1.7055452605774235e-09
1981,2.5302198114474095e-09,0.0
1982,8.690503427999374e-09,6.207502289967692e-10
1983,6.315316047889041e-10,1.89459470334441e-09
1984,6.378909400694965e-09,0.0
1985,8.421781494405423e-09,6.015558051686298e-10
1986,3.5966913891627428e-09,0.0
1987,3.0554083707556856e-09,1.2221633705067347e-09
1988,1.1993107618124554e-09,0.0
1989,4.939309850016116e-09,1.0976244357863152e-09
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,0.0,2.7549720282848966e-09
1993,3.323524566667402e-09,5.539207426075166e-10
1994,7.384897138251745e-09,4.2199412852994556e-09
1995,2.7112254663563817e-09,2.7112254663563817e-09
1996,0.0,0.0
1997,4.79489448146353e-10,9.58978896292706e-10
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,2.190605918883648e-09,8.762423564512289e-10
2002,1.3143663935011318e-09,4.38122149670761e-10
2003,2.9168460979889232e-09,0.0
2004,1.7619165015858584e-09,4.404791253964646e-10
2005,1.8014998381943315e-09,0.0
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,3.1955835755326234e-09,0.0
2008,4.257439734089985e-09,0.0
2009,5.721831008997924e-09,9.53638501499654e-10
2010,4.2514138876015295e-09,9.447586046817946e-10
2011,8.030340836739924e-09,2.6767803529281764e-09
2012,3.744677901096338e-09,0.0
2013,5.020424964641279e-09,1.6734750252211938e-09
2014,3.031623174720721e-09,3.2481677347817595e-09
2015,7.979671146074452e-09,3.32486305154589e-09
2016,6.421154274960372e-09,4.1426800878596737e-10
2017,5.0312225496895735e-09,1.0062445321423752e-09
2018,6.195520096952123e-09,3.0977600484760615e-09
2019,5.612172948588068e-09,1.2754939326953263e-09
