year,premiers_ADJ ans_NOUN,premiers_ADJ rangs_NOUN
1869,1.3185501757106977e-07,1.0445847919982043e-06
1870,1.61126777697973e-07,1.1060980114052654e-06
1871,2.0605084216640535e-07,1.0451238949826802e-06
1872,1.30622524352475e-07,1.0383281505710329e-06
1873,1.1792428722401382e-07,1.0242054031550651e-06
1874,1.2666171755881805e-07,9.595222536518122e-07
1875,9.898241870587299e-08,9.440519761483301e-07
1876,1.0217765122888522e-07,9.685716122476151e-07
1877,2.1461310950599e-07,1.0081249683935312e-06
1878,1.5218503790492832e-07,9.119023616221966e-07
1879,9.713826898405387e-08,9.658842827775516e-07
1880,1.367001232210896e-07,9.806468597162166e-07
1881,1.2132163362821302e-07,9.127012390308664e-07
1882,1.024929332515967e-07,1.0169428605877329e-06
1883,9.984555759956493e-08,9.681227766122902e-07
1884,8.648223115415021e-08,1.063533431988617e-06
1885,9.732909944659696e-08,9.823148729992681e-07
1886,1.1099957930582605e-07,1.0196472430834547e-06
1887,7.573552807116357e-08,1.12362795334775e-06
1888,9.827952851537702e-08,1.0024511993833585e-06
1889,1.0650732207295732e-07,9.648310879128985e-07
1890,8.455158706510701e-08,9.444871125197096e-07
1891,8.159001652074949e-08,9.280864219363139e-07
1892,9.402768341715273e-08,9.615897624826175e-07
1893,1.0346139589501036e-07,7.993624535629351e-07
1894,8.192001388351855e-08,9.24435823890235e-07
1895,9.810341339289153e-08,9.83441623247927e-07
1896,6.250850503874972e-08,8.751190989642055e-07
1897,6.059782009515402e-08,8.221492748816672e-07
1898,8.940200757479033e-08,8.759133152125287e-07
1899,7.793885714590942e-08,8.573273930778669e-07
1900,9.291984781611973e-08,8.938993687479524e-07
1901,8.662545525339738e-08,7.444200491590891e-07
1902,7.365425602756659e-08,6.771281277906382e-07
1903,7.34429974613704e-08,8.030127673919196e-07
1904,6.449550227216605e-08,7.734085443189542e-07
1905,1.0682771289793891e-07,7.957890488796693e-07
1906,1.033981078535362e-07,7.459067319359747e-07
1907,9.925688004841504e-08,6.521125328617927e-07
1908,6.090122184332358e-08,7.254121783262235e-07
1909,1.1222006435218645e-07,7.008252964624262e-07
1910,9.13849760308949e-08,7.241324055939913e-07
1911,8.24657959697106e-08,7.017573580014869e-07
1912,1.2190045595161791e-07,7.39216886813665e-07
1913,9.863560990197584e-08,6.559798180205689e-07
1914,7.567320636781005e-08,7.178909413596557e-07
1915,4.7123048574349014e-08,8.211191016016528e-07
1916,7.031975712834537e-08,7.680235967200133e-07
1917,4.496234140560773e-08,7.939691499814217e-07
1918,7.236417332023848e-08,6.995203420956386e-07
1919,1.2154359296800976e-07,6.058764370209246e-07
1920,8.708066445706208e-08,5.747323825744388e-07
1921,1.029893681447902e-07,6.618581096518028e-07
1922,9.443757420513066e-08,5.754789640377567e-07
1923,8.068120394000289e-08,5.626452548312955e-07
1924,1.2118127301619097e-07,5.06640844832873e-07
1925,1.033828738172815e-07,6.125985123617284e-07
1926,6.464760105018286e-08,6.331006829896069e-07
1927,1.1818178080602593e-07,5.663806064148957e-07
1928,6.170062505361784e-08,5.564481853070902e-07
1929,6.572840050012019e-08,5.770730240328703e-07
1930,5.671945757512731e-08,5.797988933409215e-07
1931,7.413481739604322e-08,5.668462108587846e-07
1932,6.02774505864545e-08,5.633201567434298e-07
1933,7.11181087353907e-08,4.966796609551238e-07
1934,5.751158482780738e-08,4.67281637384076e-07
1935,7.89906735576551e-08,5.385728059081885e-07
1936,8.608547119592913e-08,5.904735758122115e-07
1937,7.428759829508635e-08,5.14976704835135e-07
1938,4.2785206488815675e-08,5.173120598556125e-07
1939,8.411727492330101e-08,5.138800815984723e-07
1940,3.550096039361961e-08,4.615124851170549e-07
1941,7.083606590185809e-08,5.165129550732672e-07
1942,4.8547388331598995e-08,5.097475650472916e-07
1943,8.709705667797607e-08,4.5290468619896274e-07
1944,8.675602458652065e-08,5.205361617299786e-07
1945,6.971212940243277e-08,5.40269013526995e-07
1946,7.238973864787113e-08,6.222733759386756e-07
1947,5.4836007734593295e-08,5.197499604037148e-07
1948,6.84928949112873e-08,5.414200359155075e-07
1949,3.6322930441201606e-08,5.595694574367371e-07
1950,5.636741562398129e-08,4.2222384877277364e-07
1951,6.503454841322309e-08,5.106811613586615e-07
1952,6.010538555756284e-08,4.576444894155429e-07
1953,3.016671712430252e-08,4.546555203432945e-07
1954,4.9839933069506515e-08,4.0751476149125665e-07
1955,4.035811329572425e-08,4.4300068680058757e-07
1956,3.401245152190313e-08,4.107657787244534e-07
1957,3.710716001137371e-08,4.868105634159292e-07
1958,6.204182767532984e-08,4.773084469889e-07
1959,5.735553543217975e-08,4.3946741357103747e-07
1960,6.021124931976374e-08,4.906870572085609e-07
1961,5.558527504945232e-08,5.13468989993271e-07
1962,4.94672605100277e-08,4.794518986273033e-07
1963,4.4615767080813384e-08,5.832379770254192e-07
1964,6.38816644027429e-08,4.879342441199697e-07
1965,6.019247678068496e-08,4.995975473320868e-07
1966,5.206730335771681e-08,5.417215334091452e-07
1967,7.29689659806354e-08,5.936124125582865e-07
1968,8.893003666798904e-08,6.00053169819148e-07
1969,4.723428048691858e-08,6.090497208788292e-07
1970,6.438214938953024e-08,5.803590852337948e-07
1971,7.347908592691965e-08,5.472393240779638e-07
1972,3.5911028817281476e-08,6.356252129080531e-07
1973,4.3554308604143444e-08,5.187924898564233e-07
1974,2.418995848074701e-08,5.299288545757008e-07
1975,2.6843956391076063e-08,5.905670263928187e-07
1976,4.1137393935741784e-08,5.536407456929737e-07
1977,3.2322301279918975e-08,5.524174753190891e-07
1978,3.9207904478644195e-08,5.857423275301699e-07
1979,3.5111838769807946e-08,5.336999606697646e-07
1980,3.865902442612423e-08,5.042728616899694e-07
1981,3.28928564385933e-08,6.312898221949581e-07
1982,2.9175261317959666e-08,5.741939617109892e-07
1983,2.5892795463278162e-08,5.469063921736961e-07
1984,2.7835241667162336e-08,5.712023494197638e-07
1985,2.8874678648094232e-08,5.961418310107547e-07
1986,2.8773531113301942e-08,5.514926897376426e-07
1987,3.238733015109574e-08,5.872494739378453e-07
1988,2.878345739532051e-08,6.650178079325997e-07
1989,3.457516939420202e-08,5.965588911749364e-07
1990,3.596109721115681e-08,6.026207870490907e-07
1991,3.106576684785978e-08,5.879049354007293e-07
1992,2.7549720726938176e-08,5.537493734664167e-07
1993,2.8803878393546256e-08,5.533668172574835e-07
1994,3.3759530282395644e-08,6.28243753908464e-07
1995,5.476675468685244e-08,5.5471673476859e-07
1996,3.096093337262573e-08,5.727773100261402e-07
1997,3.5002731380018304e-08,5.355897201297921e-07
1998,2.6701524546979272e-08,5.659769612975651e-07
1999,3.0163327835452947e-08,5.347135356714716e-07
2000,2.2531960297555997e-08,5.244203293841565e-07
2001,2.2344179839706158e-08,5.494039783116023e-07
2002,3.1544793444027164e-08,5.800737312711135e-07
2003,3.2918691772465536e-08,5.517005661204166e-07
2004,2.5988267537968568e-08,5.611703954855329e-07
2005,2.296912349208924e-08,5.454040774566238e-07
2006,2.5530917824312382e-08,6.053298307051591e-07
2007,2.6363563776499177e-08,5.915824203839293e-07
2008,2.5118893631770334e-08,6.858735446257924e-07
2009,2.574823909640145e-08,6.265404977057187e-07
2010,2.0784689525044087e-08,6.306263458100148e-07
2011,1.5678285336662157e-08,6.695775027765194e-07
2012,2.2127641940983267e-08,7.217015536298277e-07
2013,3.0680375573410856e-08,7.541794388998824e-07
2014,3.009968807532459e-08,8.196209932975762e-07
2015,4.3888192635677115e-08,7.283666718649329e-07
2016,6.193306489876704e-08,7.742669367871713e-07
2017,1.5848351964109497e-08,6.497824074358505e-07
2018,3.8205708818850326e-08,6.797001788072521e-07
2019,3.1122048937959335e-08,7.211642127913365e-07
