year,voulons_VERB établir_VERB,voulons_VERB etablir_VERB,voulons_VERB rétablir_VERB
1998,1.3350762273489636e-08,0.0,5.2449422582867555e-09
1999,3.062034892309384e-08,0.0,2.7421207526856506e-09
2000,1.8555732950176207e-08,0.0,7.510653432518666e-09
2001,2.6725391677473453e-08,0.0,9.20054432640427e-09
2002,2.7601695151702188e-08,0.0,2.1906108038649563e-09
2003,2.3334768783911386e-08,0.0,6.250384210204629e-09
2004,2.8631143678126136e-08,0.0,5.726228824443069e-09
2005,3.377812163307681e-08,0.0,6.7556245042510454e-09
2006,2.5119128110873135e-08,0.0,5.7650457740976435e-09
2007,2.7162460725094206e-08,0.0,1.1983438685803094e-09
2008,1.958422224390688e-08,0.0,4.6831836186811415e-09
2009,2.384096298158056e-08,0.0,5.721831008997924e-09
2010,2.645324137517946e-08,0.0,1.8895172093635892e-09
2011,2.2179037273417634e-08,0.0,5.7359579308524644e-09
2012,1.6680838044180746e-08,0.0,4.085103366691101e-09
2013,2.0639525644128298e-08,0.0,4.462600067256517e-09
2014,2.03551842048455e-08,0.0,4.7639794331644225e-09
2015,2.1722438958704515e-08,0.0,4.211493376260478e-09
2016,2.2991875070488277e-08,0.0,3.72841224560716e-09
2017,1.1571811953103861e-08,0.0,5.282783988036499e-09
2018,1.3423626654684995e-08,0.0,6.453666934191915e-09
2019,1.9132407658162265e-08,0.0,5.101975730781305e-09
