year,avais_VERB apporté_VERB,avais_VERB rapporté_VERB
1996,2.5622842514394506e-08,7.473328622609188e-09
1997,2.3494983736327413e-08,7.671831170341648e-09
1998,1.8118891276230897e-08,6.675381136744818e-09
1999,1.9194844824710344e-08,8.226361813967742e-09
2000,3.1368024622224766e-08,4.859834756842929e-09
2001,2.541102794850758e-08,2.6287270138425356e-09
2002,3.2859162502063555e-08,5.257465574004527e-09
2003,2.7501691590714472e-08,7.083769126836614e-09
2004,2.5107310008820605e-08,1.4095332012686868e-08
2005,2.38698731891418e-08,7.205999352777326e-09
2006,4.076710879985512e-08,9.882935358973555e-09
2007,3.155638950147477e-08,1.1184542181297275e-08
2008,4.0871420026178384e-08,8.940623352771127e-09
2009,3.814554005998616e-08,1.2874119548200724e-08
2010,4.959982646823846e-08,1.4643758206034363e-08
2011,5.621238940989315e-08,1.1089518636708817e-08
2012,7.523398437569995e-08,2.5531894820574053e-08
2013,6.749682768258936e-08,2.4544300814000053e-08
2014,6.647916706015167e-08,2.14379074492399e-08
2015,7.447693661788435e-08,2.017083566840938e-08
2016,7.208263497204825e-08,2.1749070100440804e-08
2017,7.722926653741524e-08,2.1382696502314502e-08
2018,7.408809210573963e-08,2.8396133444630323e-08
2019,7.321335004917273e-08,2.0663000199760972e-08
