year,autres_ADJ ans_NOUN,autres_ADJ rangs_NOUN
1879,1.649517855639715e-08,5.070739916845923e-08
1880,1.4761046163158653e-08,3.786529134686134e-08
1881,6.275256869692214e-09,4.462404845639867e-08
1882,5.324307883469714e-09,2.1297232422057277e-08
1883,6.319339107552224e-09,3.6652167523243406e-08
1884,3.9610181801208455e-09,4.423137056619453e-08
1885,7.734762830224895e-09,2.6427105837001363e-08
1886,3.2267319372003556e-09,2.8395241713496944e-08
1887,5.223139754040318e-09,2.0239665943222462e-08
1888,2.53624587998047e-09,7.291706793921549e-08
1889,3.132568371366773e-09,3.5084767091575486e-08
1890,3.2771931834929546e-09,3.539368731431125e-08
1891,3.1871101313640793e-09,3.1233678754460925e-08
1892,1.0656470816883257e-08,3.635737000351469e-08
1893,8.621783287310336e-09,3.387129154930335e-08
1894,6.301539290376468e-09,4.7891699495039575e-08
1895,3.611168697403855e-09,2.9491211250842753e-08
1896,4.717623180994224e-09,2.240870994318911e-08
1897,5.244042311502994e-09,3.437761009195128e-08
1898,2.26334195829736e-09,2.6594268121016285e-08
1899,4.9748205555033564e-09,4.8089930260175606e-08
1900,3.6337372000261325e-09,2.5436159845071415e-08
1901,2.794369402536745e-09,3.073806459363837e-08
1902,1.178468167495339e-08,3.1425816615637814e-08
1903,4.860198243861191e-09,2.7001101798873606e-08
1904,7.524475265086039e-09,3.278521454319616e-08
1905,6.708986810544104e-09,2.838417501038748e-08
1906,5.144184633820714e-09,3.9095802151223324e-08
1907,4.6285588695127444e-09,2.828563872014911e-08
1908,3.929111258571538e-09,2.6521501439447093e-08
1909,5.5009836685826485e-09,3.465619585751867e-08
1910,6.412980702030779e-09,3.6874638453809894e-08
1911,7.44852390877071e-09,2.926205766584644e-08
1912,1.5107321338359014e-08,2.2921453179947093e-08
1913,9.015082513830208e-09,1.7499866444836698e-08
1914,5.357394972094198e-09,3.080502253283157e-08
1915,2.3561523843085297e-09,3.534228554258334e-08
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,6.579854550103903e-09,3.070598708632133e-08
1918,2.2972752589112133e-09,2.986458014220261e-08
1919,5.524709134618888e-09,3.038589824200244e-08
1920,1.514446346106979e-09,2.3473918808747385e-08
1921,3.7863738810983705e-09,2.801916526573578e-08
1922,5.902348387820666e-09,3.9840852394945614e-08
1923,1.5923922180860473e-08,2.9724654737606215e-08
1924,3.867487330388997e-09,2.1915761649893284e-08
1925,8.798542117105512e-09,2.9695080394631646e-08
1926,4.458455382660986e-09,3.009457216762712e-08
1927,4.4596899506643695e-09,4.0137209111890115e-08
1928,7.998228745975666e-09,4.227635130860108e-08
1929,4.4561625500705304e-09,1.2254447234738564e-08
1930,3.1510810627466412e-09,1.3654684494213143e-08
1931,3.4216069977333063e-09,2.8513390759599133e-08
1932,6.575721966939341e-09,2.849479585620429e-08
1933,3.4411986593596566e-09,1.605892663292252e-08
1934,9.585264137967897e-09,2.156684431042777e-08
1935,3.590485242455088e-09,2.992071124197082e-08
1936,6.0623572828433225e-09,6.304851574157055e-08
1937,7.554670666820584e-09,4.5328024889101926e-08
1938,2.5930428915188486e-09,1.1279736611413682e-07
1939,3.058810094103137e-09,2.4470480752825097e-08
1940,3.0429395447839624e-08,3.296517903095264e-08
1941,0.0,2.9515025090631752e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,5.806470415592457e-09,4.064529335323641e-08
1944,0.0,5.7837352684941834e-08
1945,6.535512131478072e-09,3.267756198965799e-08
1946,6.960552134671616e-09,4.1763314584386535e-08
1947,1.0728784083369192e-08,3.695470129905232e-08
1948,3.2615663503321457e-09,3.9138795093762724e-08
1949,2.945102384188658e-09,2.6505922789965553e-08
1950,1.2762433776458693e-08,3.084254851515311e-08
1951,7.462981121975076e-09,5.010858927789741e-08
1952,1.2653764702719172e-08,2.003512733494972e-08
1953,8.619062019654677e-09,3.016671668021331e-08
1954,9.772535891627854e-09,1.5636057781875934e-08
1955,6.569925492527773e-09,1.595553289490681e-08
1956,5.232684952005684e-09,1.4825940475304833e-08
1957,1.3252556385623393e-08,9.718541527092839e-09
1958,3.3088974338291166e-09,3.060730124904154e-08
1959,2.3252243464000344e-09,2.7127618040800883e-08
1960,8.305000021024966e-09,1.9378333604436193e-08
1961,9.727423089245235e-09,4.307858814112109e-08
1962,3.170978202238217e-09,2.3465238641051656e-08
1963,3.233026624194224e-09,2.5864213881732212e-08
1964,3.0419841645645818e-09,2.5552667537454e-08
1965,9.84967779560364e-09,3.6115487489496445e-08
1966,7.20079718075084e-09,1.8832853498906843e-08
1967,7.395503320850594e-09,3.500538259260111e-08
1968,1.2575964603023237e-08,1.8863946849023705e-08
1969,9.991866833924945e-09,2.9067249940339934e-08
1970,7.81783243697376e-09,2.0234390163409444e-08
1971,4.110718099248345e-09,2.2608949490354746e-08
1972,5.643161493651405e-09,2.513771873990933e-08
1973,2.756601946707349e-09,2.536073751002732e-08
1974,3.937900283634832e-09,2.137717214356627e-08
1975,4.569184142155791e-09,3.48400286398487e-08
1976,1.7140580066410394e-09,2.5710870765749405e-08
1977,0.0,2.9971587434118874e-08
1978,1.1881182704343018e-09,3.6237606693134694e-08
1979,6.437170796402825e-09,3.218585398201412e-08
1980,5.1166357817322705e-09,3.126832948119329e-08
1981,3.795329828193417e-09,1.8344094243616382e-08
1982,4.345251602977385e-09,3.1658260013500694e-08
1983,6.315316269933646e-09,2.7155859783078995e-08
1984,2.3196033982486597e-09,2.7255339596354844e-08
1985,4.210890747202711e-09,2.4062232428789798e-08
1986,4.196139880008332e-09,2.3378492974845955e-08
1987,1.2221633705067347e-09,1.711028652096047e-08
1988,2.398621523624911e-09,3.298104533921986e-08
1989,5.488122289953878e-09,2.4147738031388144e-08
1990,5.9935161278446e-09,3.160217687536715e-08
1991,1.1722930404189924e-09,2.3445860364290638e-08
1992,3.3059665005552574e-09,2.2039777225479895e-08
1993,3.323524566667402e-09,3.157348160698348e-08
1994,1.5824779819872958e-09,1.371480873313402e-08
1995,2.7112254663563817e-09,1.7894087989134277e-08
1996,3.736664311304594e-09,1.92171327739743e-08
1997,8.151320507465698e-09,2.685140920721807e-08
1998,4.7681290027412615e-09,1.3827574862901315e-08
1999,3.1991408688814005e-09,1.8737825513426287e-08
2000,3.97622823555821e-09,2.0764748254187282e-08
2001,1.3143635069212678e-09,2.2344179839706158e-08
2002,2.190610692842654e-09,2.9354184638563652e-08
2003,2.083461403401543e-09,1.6250998768896352e-08
2004,5.726228824443069e-09,1.6738207264666016e-08
2005,9.007499190971657e-10,2.38698731891418e-08
2006,4.11788997345397e-09,1.9354083113931608e-08
2007,7.988958938831558e-10,2.3966876483427768e-08
2008,1.2772318758180745e-09,1.2346575317678798e-08
2009,9.53638501499654e-10,9.059565542202108e-09
2010,4.723793023408973e-10,1.1809482280966677e-08
2011,1.911985902935953e-09,1.0324724186716594e-08
2012,6.808505426114664e-10,1.3617010630184723e-08
2013,1.6734750252211938e-09,1.4782362889320666e-08
2014,8.661780737106994e-10,1.645738301192523e-08
2015,1.329945265027277e-09,1.884089151360513e-08
2016,8.285360175719347e-10,1.7192121504194802e-08
2017,1.509366853724714e-09,1.1571811953103861e-08
2018,1.5488800242380307e-09,1.755397427416483e-08
2019,2.04079020349468e-09,1.6836519733942623e-08
