year,devons_VERB apporter_VERB,devons_VERB rapporter_VERB
1857,4.490988203542656e-08,6.101886640408338e-08
1858,2.495774786837046e-08,9.249047394632726e-08
1859,4.379269213927728e-08,6.161529597648041e-08
1860,3.249800428761773e-08,4.897586691754441e-08
1861,2.2165028923382124e-08,5.989274143303192e-08
1862,3.3884898442693157e-08,6.68661996883202e-08
1863,4.345320192555846e-08,6.792684104084401e-08
1864,3.404256787575832e-08,6.904408422769848e-08
1865,4.5185707620021276e-08,7.20147212973643e-08
1866,4.4277076227672296e-08,8.125573458528379e-08
1867,2.620518202434141e-08,8.686532737556263e-08
1868,4.4952855660085334e-08,6.767627525050557e-08
1869,4.688178378842167e-08,6.641585770239544e-08
1870,4.300536460277726e-08,6.995539791887495e-08
1871,2.7615060460561835e-08,4.248470730772169e-08
1872,3.084143074261192e-08,6.22875973022019e-08
1873,2.573981916498269e-08,8.979007048992571e-08
1874,3.1067965977626955e-08,4.600449088343339e-08
1875,4.291145216939185e-08,7.266339707712177e-08
1876,2.539326260375674e-08,5.501873445723504e-08
1877,2.1028373708986692e-08,1.0390490956524445e-07
1878,2.1740719446938783e-08,4.9520526346213956e-08
1879,1.649517855639715e-08,4.7652736867576095e-08
1880,2.3104245627791897e-08,4.3641353641987735e-08
1881,1.8825771164188154e-08,3.9046042843438045e-08
1882,2.861815673327328e-08,5.989846840748214e-08
1883,2.464542170343975e-08,5.308244865886991e-08
1884,2.178559910248623e-08,3.6969503014461225e-08
1885,1.8692343672910283e-08,3.93183761104865e-08
1886,2.0005737511041843e-08,5.227305877042454e-08
1887,2.7421483750345033e-08,4.243801043912754e-08
1888,2.599652049184442e-08,3.106901047544852e-08
1889,2.192797943223468e-08,3.759081934617825e-08
1890,2.0318598359381213e-08,4.5880703680722945e-08
1891,1.784781566982474e-08,4.6531805963923034e-08
1892,2.9462007944403013e-08,4.952124754709075e-08
1893,2.771287377356657e-08,3.7566341148931315e-08
1894,1.6384001710889606e-08,3.591877373310126e-08
1895,2.166701307260155e-08,2.467631965430428e-08
1896,3.4792471126365854e-08,3.007484750128242e-08
1897,3.029891004757701e-08,2.2141511735185304e-08
1898,4.9227686815811467e-08,3.734514208986184e-08
1899,4.311511148102909e-08,3.8693048765026106e-08
1900,3.4780054392058446e-08,5.7620688664883346e-08
1901,1.676621685930968e-08,2.9620316865930363e-08
1902,2.0132164380015638e-08,2.7006560543441083e-08
1903,2.1060859722865644e-08,2.9161189019077938e-08
1904,2.6873125946735854e-08,2.364835083312755e-08
1905,2.9932401446330914e-08,2.37394921498435e-08
1906,2.2634411678268407e-08,2.3148830408104004e-08
1907,2.108565766434367e-08,2.3657079850636364e-08
1908,3.830883343880487e-08,2.4065807124884486e-08
1909,3.135560788791736e-08,3.355599886845084e-08
1910,3.2599320576309765e-08,2.0842188419578633e-08
1911,2.3941684190731394e-08,1.8089272302290738e-08
1912,1.40654377034366e-08,2.0837685354990754e-08
1913,4.9848104310967756e-08,1.3787773589513108e-08
1914,3.281404303834279e-08,2.1429579888376793e-08
1915,4.947920118070215e-08,2.591767689352764e-08
1916,9.119593613604593e-08,9.888715624128963e-09
1917,3.838248474608008e-08,2.52227767560953e-08
1918,3.790504266021344e-08,2.986458014220261e-08
1919,2.762354434082681e-08,1.2890987832747669e-08
1920,2.1959472462640406e-08,1.514446346106979e-08
1921,3.483463828501954e-08,1.6660044011018726e-08
1922,2.6560567079059183e-08,3.39385017866789e-08
1923,2.229349149729387e-08,2.441668023323018e-08
1924,2.9650736976805092e-08,1.4180787211159895e-08
1925,3.959344141435395e-08,2.639562701745035e-08
1926,4.681378129589575e-08,1.114613823460786e-08
1927,4.0137209111890115e-08,1.1149224654616319e-08
1928,3.313552099371009e-08,3.6563331917705e-08
1929,2.0052731031228177e-08,4.4561625500705304e-09
1930,2.4158287814657342e-08,1.575540586884472e-08
1931,2.9653927313688655e-08,2.737285598186645e-08
1932,2.6302888755935783e-08,1.8631212128639163e-08
1933,3.785318369864399e-08,2.064719240024715e-08
1934,3.9539216345474415e-08,1.9170528275935794e-08
1935,2.154291145473053e-08,8.377798899061872e-09
1936,2.3036957230715416e-08,2.9099314957647948e-08
1937,3.399602022113868e-08,2.2664012888640173e-08
1938,3.8895642262559704e-08,1.8151300906765755e-08
1939,2.2941076593951948e-08,1.8352860564618823e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,4.132103725851266e-08,2.6563522936839945e-08
1942,5.158160121254696e-08,1.517105907566929e-08
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,3.213186161588055e-08,2.2492303131116387e-08
1945,4.357008265287732e-08,1.3071024262956144e-08
1946,3.897909195416105e-08,1.1136883415474585e-08
1947,3.5762614203349585e-08,1.907339353124371e-08
1948,3.696441908118686e-08,6.523132700664291e-09
1949,3.7304630495782476e-08,8.835307596655184e-09
1950,3.403315673722318e-08,5.317680518146517e-09
1951,3.3050344683260846e-08,9.595261474260042e-09
1952,3.796129277588989e-08,7.381362632230548e-09
1953,3.44762476345295e-08,9.69644453618912e-09
1954,2.9317607896928166e-08,1.3681550115052232e-08
1955,2.5341140741375057e-08,1.9709776921672528e-08
1956,3.750090726839517e-08,7.849027205963921e-09
1957,3.3573144264664734e-08,1.4136060322300636e-08
1958,3.722509589465517e-08,1.2408365002158916e-08
1959,4.2629114460623896e-08,1.5501495198577686e-08
1960,4.0832915715327545e-08,1.1765417085030094e-08
1961,4.238377115939329e-08,1.876002997391879e-08
1962,4.883306559122502e-08,1.0147130247162295e-08
1963,4.78487933719407e-08,1.1638896069143811e-08
1964,4.076258619534201e-08,1.9468698653213323e-08
1965,2.7360217202954118e-08,9.302473458205895e-09
1966,3.1572724878969893e-08,4.431259803538978e-09
1967,4.092178684800274e-08,1.4791006641701188e-08
1968,3.638046663922978e-08,1.122853987567396e-08
1969,3.6788236457141466e-08,1.862120768691966e-08
1970,4.690699384468644e-08,6.438214850135182e-09
1971,3.3913423180820246e-08,1.284599360218408e-08
1972,3.693705608043274e-08,1.128632298730281e-08
1973,3.6387145740945925e-08,7.718485406371656e-09
1974,4.1629231617434925e-08,9.563471792262135e-09
1975,3.826691852282238e-08,6.282628195464213e-09
1976,3.6566571992580066e-08,8.570290255249802e-09
1977,4.0549796409550254e-08,3.526069214387917e-09
1978,2.5544542481270582e-08,7.72276909088987e-09
1979,3.803782533395861e-08,9.948355028654987e-09
1980,2.5583178242527538e-08,5.6851505725319385e-09
1981,2.9730083284107423e-08,5.69299452024552e-09
1982,2.483000827169235e-08,1.2415004135846175e-08
1983,2.3998200759933752e-08,3.78918940668882e-09
1984,2.7835241667162336e-08,1.0438215625185876e-08
1985,3.549179083961462e-08,5.414002135495366e-09
1986,3.356911904006665e-08,8.991728250862252e-09
1987,3.238733015109574e-08,9.777306964053878e-09
1988,2.5785181989590455e-08,2.99827696004229e-09
1989,2.3050112929468014e-08,4.939309850016116e-09
1990,3.0512445903241314e-08,7.083246433836621e-09
1991,3.04796188288492e-08,5.8614650910726596e-09
1992,3.250866953408149e-08,6.060938417817852e-09
1993,2.4372512896775334e-08,1.2186256448387667e-08
1994,3.745197929561073e-08,6.329911705904578e-09
1995,2.982347879765257e-08,6.506940763983948e-09
1996,1.868332333287981e-08,4.804283193493575e-09
1997,3.4043750929413363e-08,7.192341833217597e-09
1998,2.860877579280441e-08,9.059445638115449e-09
1999,3.564757022900267e-08,8.226361813967742e-09
2000,2.2090157258958243e-08,4.418031274155965e-09
2001,3.3735329196815655e-08,6.133696661692056e-09
2002,3.1106672793157486e-08,7.886198361006791e-09
2003,2.6251614215766494e-08,3.7502307925763034e-09
2004,2.686922684347337e-08,3.9643119897903034e-09
2005,2.8373621674404603e-08,4.053374524914943e-09
2006,3.9943532925690306e-08,3.706100981659688e-09
2007,2.077129401811817e-08,5.192823504529542e-09
2008,2.2564430324223395e-08,9.79211112195344e-09
2009,2.9562793102400065e-08,3.337734755248789e-09
2010,2.9287516412068726e-08,5.668551850135373e-09
2011,3.135657067332431e-08,4.206369030868018e-09
2012,2.2808492872172792e-08,7.829781267787439e-09
2013,2.091843853690989e-08,5.578249862026041e-09
2014,2.2087540685333806e-08,4.547434873103384e-09
2015,2.6377247053233077e-08,6.428068743957738e-09
2016,3.1070101158547914e-08,1.491364898242864e-08
2017,2.7671724467381864e-08,6.037467414898856e-09
2018,2.2716907466246994e-08,5.162933192082164e-09
2019,2.5254779600913935e-08,8.16316081397872e-09
