year,pouvons_VERB approcher_VERB,pouvons_VERB rapprocher_VERB
1915,8.246533234057551e-09,4.2410743361642744e-08
1916,6.592477230782379e-09,5.493730981243061e-08
1917,8.773139548168274e-09,5.263883906536648e-08
1918,1.9526840588923733e-08,4.2499593178035866e-08
1919,4.603924352863942e-09,4.327688785110695e-08
1920,1.3630017114962811e-08,3.407504323149624e-08
1921,1.2116395886607734e-08,4.770830841493989e-08
1922,4.426761179843197e-09,5.1645550058765366e-08
1923,1.0615948120573648e-09,4.883336046646036e-08
1924,5.156649773851996e-09,6.059063650809549e-08
1925,1.3197813508725176e-08,4.6192347724627325e-08
1926,1.3375366592072169e-08,5.9074533709235766e-08
1927,5.574612327308159e-09,4.7941668412931904e-08
1928,1.1426041224282812e-09,3.6563331917705e-08
1929,4.4561625500705304e-09,4.121950425428622e-08
1930,3.1510811737689437e-09,4.516549623190258e-08
1931,9.124285327288817e-09,6.386999729102172e-08
1932,1.0959536389520963e-08,6.356530946050043e-08
1933,9.176529758292418e-09,3.785318369864399e-08
1934,4.7926320689839486e-09,5.511526879331541e-08
1935,9.574627313213568e-09,4.0692164304800826e-08
1936,1.091224355320719e-08,4.122403041151301e-08
1937,6.295559185076627e-09,7.051026074123001e-08
1938,2.5930428915188486e-09,6.223302762009553e-08
1939,2.2941076593951948e-08,7.035263394072899e-08
1940,1.2678914806940611e-08,7.100192078723921e-08
1941,8.854508237732261e-09,4.7224041566096275e-08
1942,3.034211770724937e-09,4.5513175450651033e-08
1943,1.7419411690866582e-08,9.00002916637277e-08
1944,3.2131861615880553e-09,9.318240046241044e-08
1945,1.089252066321933e-08,5.2284097051824574e-08
1946,8.352662561605939e-09,4.5939643200654245e-08
1947,9.536696765621855e-09,5.9604353452868963e-08
1948,1.0871888278529696e-08,5.0010683594337024e-08
1949,9.817008539414473e-09,3.6322930441201606e-08
1950,1.3825969702452312e-08,4.0414374069541736e-08
1951,6.396841278899501e-09,5.863770979885885e-08
1952,1.5817205323287453e-08,4.112473561690422e-08
1953,2.2625037843226892e-08,3.878577814475648e-08
1954,5.863521668203475e-09,6.547599440409613e-08
1955,6.569925492527773e-09,3.378819002364253e-08
1956,1.3953826538681824e-08,6.104799155082219e-08
1957,1.0602045463770082e-08,4.94762097957846e-08
1958,9.099467845885556e-09,4.9633460008635666e-08
1959,1.0851047171911432e-08,3.5653439312000046e-08
1960,6.920833239831836e-09,4.221708493901133e-08
1961,1.876002997391879e-08,4.168895628708924e-08
1962,1.1415521861124489e-08,5.010145542883038e-08
1963,1.2932106940866106e-08,4.6555584276575246e-08
1964,2.068549243006146e-08,5.049693641012709e-08
1965,1.4774516721161035e-08,6.019247678068496e-08
1966,1.163205709531212e-08,5.0405581930590415e-08
1967,1.2818872185960117e-08,4.240088458118407e-08
1968,1.0330256650092906e-08,3.727875252934609e-08
1969,8.629339909305145e-09,3.8150766101807676e-08
1970,1.0117195081704722e-08,3.081145649730388e-08
1971,1.3359833239690033e-08,4.72732573086887e-08
1972,4.104117490300041e-09,3.5911028817281476e-08
1973,1.0475087464101307e-08,4.3002987837326145e-08
1974,5.625571564138454e-09,4.050411561706824e-08
1975,1.3707552426467373e-08,3.484002775167028e-08
1976,1.4855169538918744e-08,5.1993094274394025e-08
1977,1.1753563455840776e-08,3.0559267116814226e-08
1978,8.910887139279566e-09,3.2079192635592335e-08
1979,1.0533551808578068e-08,3.2771051650115623e-08
1980,1.1370301145063877e-08,3.354238842234736e-08
1981,5.69299452024552e-09,2.909752794266751e-08
1982,9.311253101884631e-09,2.7313010519947056e-08
1983,8.841442245000053e-09,2.7787390166622572e-08
1984,1.5657322549600394e-08,3.189454744756404e-08
1985,8.421781494405423e-09,3.0679345286444004e-08
1986,1.3187867686781374e-08,3.956360572487938e-08
1987,9.777306964053878e-09,2.5665430669619127e-08
1988,1.2592763276586538e-08,2.998276826815527e-08
1989,1.0427432250992297e-08,1.8659616074501173e-08
1990,1.3621627381610324e-08,2.942271493111548e-08
1991,1.1136783939491579e-08,3.106576684785978e-08
1992,1.4325855168806356e-08,2.8100714644097025e-08
1993,1.550978012687665e-08,3.932837344677864e-08
1994,1.318731612798274e-08,1.635227242502424e-08
1995,7.591431483433553e-09,2.76544991351102e-08
1996,1.0676184380997711e-08,1.8149513891785318e-08
1997,1.3905194329311144e-08,2.8769367332870388e-08
1998,2.0502955777601528e-08,2.43174582692518e-08
1999,1.7823785114501334e-08,3.3362468343511864e-08
2000,1.1045078629479121e-08,2.6508189421292627e-08
2001,1.270551397425379e-08,2.6725391677473453e-08
2002,1.4019908789464353e-08,3.5926017716292336e-08
2003,2.0417921575699438e-08,3.666892212095263e-08
2004,1.4535810777260849e-08,3.4357370282123156e-08
2005,1.4862373554080932e-08,2.8823997411109303e-08
2006,7.823991232669414e-09,3.706101026068609e-08
2007,1.5977917655618512e-08,3.475197019042753e-08
2008,1.7881246705542253e-08,3.1079309792403365e-08
2009,2.384096298158056e-08,2.1933685090402832e-08
2010,1.0392344762522043e-08,3.023227534981743e-08
2011,1.2619107536693264e-08,3.823971894689748e-08
2012,1.463828702696901e-08,2.8595723122748495e-08
2013,1.3945625099154313e-08,1.7850400269026068e-08
2014,1.3209215943277286e-08,1.537466154388767e-08
2015,1.10828768384863e-08,1.795426030071212e-08
2016,1.2842308549920745e-08,1.5742184444889062e-08
2017,1.3081178806828575e-08,1.509366853724714e-08
2018,1.755397427416483e-08,1.7812119779136992e-08
2019,9.438654302584837e-09,1.7091618786935214e-08
