year,avions_VERB emporté_VERB,avions_VERB remporté_VERB
1866,2.1895258939252926e-08,7.784980660119345e-09
1867,1.0190904120577216e-08,8.73506067478047e-09
1868,2.321740844024589e-08,4.44588676984381e-09
1869,3.4672986259920435e-08,8.790334682373668e-09
1870,2.5229814681893004e-08,8.601073631098188e-09
1871,1.0621176826930423e-08,3.611200227737754e-08
1872,1.9956219787786722e-08,4.23313739617015e-09
1873,7.183205141814142e-09,1.6760813181804224e-08
1874,1.7923827755339516e-08,1.1351757756017378e-08
1875,1.7736734747586524e-08,4.005069165202713e-09
1876,7.859819461941697e-09,2.418405919968336e-09
1877,6.80329748092845e-09,5.566334504436554e-09
1878,1.872117572077059e-08,6.039088784604019e-09
1879,2.2604503158163425e-08,6.720257683667796e-09
1880,1.1552122813895949e-08,1.9253538763308597e-09
1881,3.69542902944886e-08,2.091752326904839e-09
1882,1.9300616216355593e-08,3.3276925659464496e-09
1883,1.9589950994713945e-08,6.319338941018771e-10
1884,7.2618666635548834e-09,2.6406787867472303e-09
1885,3.480643329112354e-08,6.445635580831777e-09
1886,8.38950331427668e-09,9.034849313138693e-09
1887,3.1991731930247624e-08,5.223139698529167e-09
1888,1.014498351992188e-08,9.510921827882157e-09
1889,2.0048437576747347e-08,6.891650361495749e-09
1890,1.5730527991308918e-08,5.898947996740844e-09
1891,2.42220359325529e-08,5.736798147637501e-09
1892,2.3193495124473884e-08,7.522214851007902e-09
1893,2.586534897375259e-08,6.15841644346915e-09
1894,2.7096618282484997e-08,6.301539290376468e-10
1895,1.745398137131815e-08,4.814891596538473e-09
1896,2.358811634906033e-08,2.948514543632541e-09
1897,1.981082675683865e-08,5.826713334045053e-09
1898,1.3014216371232123e-08,6.224190496340043e-09
1899,6.633094074004475e-09,1.9899282222013426e-08
1900,2.2321527737290126e-08,2.07642125715779e-09
1901,1.620734302321125e-08,5.588738916095792e-10
1902,2.4060391012881155e-08,6.38336894454028e-09
1903,8.100330184390714e-09,5.400220270956879e-09
1904,1.3974025492302644e-08,5.374625189347171e-10
1905,2.2191263937543226e-08,5.676835002077496e-09
1906,1.0802787109298606e-08,1.5432553013283723e-09
1907,1.4399961223432456e-08,6.685696440911215e-09
1908,2.0136695866312948e-08,0.0
1909,9.351672325408344e-09,4.400786846048277e-09
1910,2.137660359835536e-08,1.6032452032632705e-09
1911,1.5429085564733214e-08,4.788336838146279e-09
1912,1.1460726589973547e-08,4.688478938419394e-09
1913,6.363587878865928e-09,2.121195885607108e-09
1914,1.2723813114234872e-08,1.3393487430235496e-09
1915,1.0602685840410686e-08,1.0602685840410686e-08
1916,4.2851102222130066e-08,1.4283700444650549e-08
1917,1.7546279096336548e-08,8.773139548168274e-09
1918,1.4932290071101306e-08,2.2972752589112133e-09
1919,1.3811772170413406e-08,1.012863304339362e-08
1920,5.300562211374427e-09,1.2872794385998532e-08
1921,1.1359120755116692e-08,6.815472630705699e-09
1922,2.8036154731125862e-08,5.164555005876537e-09
1923,1.0615948120573648e-08,4.246379248229459e-09
1924,1.933743654092268e-08,3.867487219366694e-09
1925,2.5295809891190402e-08,7.698724324711748e-09
1926,2.6750733184144337e-08,0.0
1927,1.7838759802657478e-08,6.689535148041159e-09
1928,3.6563331917705e-08,3.4278122562625413e-09
1929,1.6710609784809094e-08,6.684243825105796e-09
1930,9.453243521306831e-09,1.05036033204442e-08
1931,7.983749661377715e-09,0.0
1932,1.6439305028370654e-08,4.383814644626227e-09
1933,1.3764794637438627e-08,2.2941324395731044e-09
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,1.091224355320719e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.4261735792331365e-08,6.482607339819424e-09
1939,1.6823456405745674e-08,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,8.854508237732261e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,4.1391576388605245e-08,1.089252066321933e-08
1946,1.3921104269343232e-08,5.568441707737293e-09
1947,9.536696765621855e-09,4.7683483828109274e-09
1948,1.3046265401328583e-08,2.174377566888097e-09
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,8.529121409139861e-09,1.0661401761424827e-09
1952,1.0544804140977249e-08,7.381362632230548e-09
1953,1.2928593307037772e-08,1.0773827385790469e-09
1954,3.0294863506696856e-08,7.818028890937967e-09
1955,1.407841132561316e-08,3.754243138587299e-09
1956,8.72114114258693e-09,2.616342476002842e-09
1957,1.0602045463770082e-08,0.0
1958,1.3235589513271862e-08,3.3088973783179654e-09
1959,1.3176271629333769e-08,3.8753737996444215e-09
1960,7.612916519406099e-09,4.152500121534786e-09
1961,6.25334317660986e-09,3.47407969059077e-09
1962,5.0735651235811474e-09,5.7077609305622445e-09
1963,1.2932106940866106e-08,1.2932106496776896e-09
1964,6.6923653285755336e-09,5.475571551727398e-09
1965,6.0192477668863376e-09,4.924839203113152e-09
1966,1.163205709531212e-08,4.431259803538978e-09
1967,9.860671390526932e-09,3.944268467392931e-09
1968,9.88111459321317e-09,7.635406973349745e-09
1969,1.4533624970169967e-08,8.629339909305145e-09
1970,1.0117195081704722e-08,5.058597540852361e-09
1971,1.2332153964678128e-08,3.5968783507200897e-09
1972,8.721249500354133e-09,5.130146973897354e-09
1973,1.268036875501366e-08,2.7566018356850464e-09
1974,1.1813700240281833e-08,2.2502286700643026e-09
1975,1.028066431985053e-08,2.8557400888473694e-09
1976,7.998937512354587e-09,7.998937512354587e-09
1977,6.464460078348111e-09,6.464460078348111e-09
1978,7.72276909088987e-09,1.7821774056514528e-09
1979,1.1703946256602649e-08,3.5111840102075575e-09
1980,7.95921106799824e-09,2.8425752862659692e-09
1981,1.0753434587229549e-08,3.795329828193417e-09
1982,7.449002747961231e-09,1.8622506869903077e-09
1983,9.47297440490047e-09,1.89459470334441e-09
1984,1.275781880138993e-08,4.059305780401701e-09
1985,1.0226449020933615e-08,3.609334831011779e-09
1986,1.1988970705090196e-08,3.5966913891627428e-09
1987,6.110816741511371e-09,2.4443267410134695e-09
1988,1.4391728697660255e-08,5.996553809062277e-10
1989,1.1525056464734007e-08,3.841685636274406e-09
1990,1.2531897297662908e-08,1.6345953479657283e-09
1991,1.1136783939491579e-08,4.68917216167597e-09
1992,9.91789939064347e-09,3.856960972825618e-09
1993,1.2186256448387667e-08,3.877445031719162e-09
1994,1.476979427650349e-08,6.329911705904578e-09
1995,8.675921314704738e-09,5.964695848348356e-09
1996,6.939520069693117e-09,2.6690460952494277e-09
1997,1.2466725429760572e-08,2.3974471297094624e-09
1998,1.0966696883940585e-08,1.43043876743576e-09
1999,7.312321859131998e-09,2.7421207526856506e-09
2000,1.767212509662386e-08,3.97622823555821e-09
2001,2.1467938537966802e-08,5.695575122643959e-09
2002,1.1391176002462089e-08,3.504977197366088e-09
2003,1.4167538253673229e-08,5.416999737661854e-09
2004,9.690540814233373e-09,3.9643119897903034e-09
2005,2.0266872624574717e-08,3.602999676388663e-09
2006,1.523619275189958e-08,6.1768350434476815e-09
2007,1.2382886716011399e-08,5.592271090648637e-09
2008,1.6178271167177627e-08,5.5346713878634546e-09
2009,1.7165493915172192e-08,3.337734755248789e-09
2010,1.9367551118421034e-08,1.1337103700270745e-08
2011,1.911985947344874e-08,1.414869643667771e-08
2012,3.1319125071149756e-08,8.851056776393307e-09
2013,2.5102124823206395e-08,1.2551062411603198e-08
2014,3.3564401036301206e-08,1.0827226226695075e-08
2015,3.125371250689568e-08,1.1304534197620342e-08
2016,3.2934305949083864e-08,1.2013772199281902e-08
2017,2.842640789424422e-08,1.6099912514278003e-08
2018,3.407535942301365e-08,1.4714360396794746e-08
2019,2.831596468411135e-08,1.224474122096808e-08
