year,pourrions_VERB apporter_VERB,pourrions_VERB rapporter_VERB
1937,1.6368453259474336e-08,1.6368453259474336e-08
1938,5.186085783037697e-09,6.482607339819424e-09
1939,1.5294050470515685e-08,7.647025235257843e-09
1940,1.0143131667916805e-08,0.0
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,9.102635090130207e-09
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,3.480275978517966e-08,5.568441707737293e-09
1947,3.5762614203349585e-08,4.7683483828109274e-09
1948,1.7395020535104777e-08,1.195907639583993e-08
1949,2.2579119018928395e-08,2.945102384188658e-09
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,1.9190522948520083e-08,0.0
1952,2.5307528517259925e-08,1.0544803918932644e-09
1953,1.508335856215126e-08,7.54167928107563e-09
1954,8.795282724349818e-09,7.818028890937967e-09
1955,1.6894095011821264e-08,9.385607846468247e-10
1956,1.5698054411927842e-08,7.849027205963921e-09
1957,1.0602045463770082e-08,7.951533653738352e-09
1958,8.272243334772611e-09,2.4816730892496253e-09
1959,1.4726420971555854e-08,8.525822714489095e-09
1960,1.3841666479663672e-08,6.2287499602575735e-09
1961,1.181187059273725e-08,5.55852741612739e-09
1962,2.0928455413127267e-08,5.7077609305622445e-09
1963,1.2932106940866106e-08,2.5864212993553792e-09
1964,1.520992043424485e-08,2.4335873316516654e-09
1965,9.302473458205895e-09,1.0396882466068291e-08
1966,7.754704434148607e-09,5.539074976468328e-09
1967,1.7256175155466735e-08,5.423369309198733e-09
1968,1.4821671889819754e-08,2.6948494546985557e-09
1969,1.589615195030092e-08,5.450109252791435e-09
1970,2.713247759800197e-08,2.7592350626548523e-09
1971,1.6956711590410123e-08,4.624557625731995e-09
1972,1.3851396474251487e-08,4.6171320100540925e-09
1973,1.9847533394568018e-08,3.3079223804577396e-09
1974,2.1377172032543967e-08,2.812785782069227e-09
1975,7.996072248772634e-09,6.282628195464213e-09
1976,1.542652228181396e-08,7.998937512354587e-09
1977,2.4094806150287695e-08,1.1753563677885381e-09
1978,1.3663360221016774e-08,3.5643548113029055e-09
1979,1.462993370893173e-08,5.851973128301324e-09
1980,1.819248218737357e-08,1.1370301367108482e-09
1981,1.2651098835192442e-08,1.8976649140967083e-09
1982,9.932003663948308e-09,3.7245013739806154e-09
1983,1.1999100379966876e-08,3.157658134966823e-09
1984,9.858314165001048e-09,3.479405208395292e-09
1985,2.1054452403745927e-08,1.8046674155058895e-09
1986,2.038125046510686e-08,2.997242676272549e-09
1987,6.110816741511371e-09,4.277571630240118e-09
1988,1.2592763276586538e-08,4.197587610832443e-09
1989,1.7013178421620978e-08,2.1952488715726304e-09
1990,1.2531897297662908e-08,3.814055737905164e-09
1991,1.582595565707834e-08,2.344586080837985e-09
1992,1.0468894195980738e-08,2.7549720282848966e-09
1993,7.200969598386564e-09,1.1078414852150331e-09
1994,1.5824779708850656e-08,4.2199412852994556e-09
1995,8.675921314704738e-09,1.626735190995987e-09
1996,1.1209993822092201e-08,3.2028553142993132e-09
1997,1.3425704992187093e-08,9.58978896292706e-10
1998,1.2873949017944142e-08,1.9072516899143466e-09
1999,1.416762351880152e-08,3.1991407301035224e-09
2000,6.627047355323157e-09,2.6508188977203417e-09
2001,1.7524847351069184e-08,3.5049694258049158e-09
2002,1.3143664823189738e-08,4.81934359086722e-09
2003,1.0417307017007715e-08,3.7502307925763034e-09
2004,8.369103632333008e-09,5.285749615779878e-09
2005,7.205999352777326e-09,9.007499190971657e-10
2006,7.823991232669414e-09,4.117890028965121e-09
2007,4.7933754743212376e-09,2.3966877371606188e-09
2008,9.366367237362283e-09,2.1287198670449925e-09
2009,1.3350939020995156e-08,9.53638501499654e-10
2010,8.502827775203059e-09,4.723793023408973e-10
2011,9.55992973672437e-09,0.0
2012,1.2595735121578855e-08,4.085103366691101e-09
2013,9.483025031897796e-09,1.9523875849358774e-09
2014,1.3858849179371191e-08,3.031623174720721e-09
2015,9.087958829923082e-09,1.5516027351836215e-09
2016,7.663958356829426e-09,7.2496901815100045e-09
2017,9.30776167251679e-09,2.5156112748447867e-09
2018,1.3165480261534412e-08,1.8070267504555204e-09
2019,1.0969247732361964e-08,4.08158040698936e-09
