year,pourrais_VERB entrer_VERB,pourrais_VERB rentrer_VERB
1859,1.2730433596175317e-08,1.0693564256314403e-08
1860,3.4786598490654796e-08,2.746310290291376e-09
1861,3.5369726703038395e-08,4.715963619617014e-09
1862,2.4397126097142063e-08,3.162590411776023e-09
1863,3.2465035104678464e-08,1.9978483312144135e-09
1864,1.9178912680217763e-08,9.589455896019672e-10
1865,2.3534221682552925e-08,4.23615986733239e-09
1866,3.795178216137174e-08,9.731225825149181e-10
1867,2.8631587767335986e-08,3.396968040192405e-09
1868,3.2603168165223906e-08,3.951899252285784e-09
1869,1.5627261262807224e-08,7.325278605918584e-09
1870,3.612450782952692e-08,0.0
1871,3.3987767267262825e-08,0.0
1872,7.801067880564005e-08,2.4189357183956872e-09
1873,4.309923085088485e-08,1.0774807712721213e-08
1874,2.9275584623178474e-08,1.0156835372754358e-08
1875,6.579756473001908e-08,1.716458086775674e-09
1876,2.7811667635546655e-08,3.627608879952504e-09
1877,3.587193120324628e-08,1.2369631985365004e-09
1878,2.536417298415472e-08,6.039088673581716e-10
1879,4.520900631632685e-08,0.0
1880,3.4656370218044685e-08,2.5671385017744797e-09
1881,3.137628468152798e-08,4.183504653809678e-09
1882,1.7969540522244642e-08,6.655385131892899e-10
1883,2.7173157945981075e-08,1.2006744043446815e-08
1884,1.9144920315739e-08,6.601696966868076e-09
1885,2.513797880965285e-08,1.2891271383708158e-09
1886,2.710454793941608e-08,2.5813855497602844e-09
1887,2.0892558794116667e-08,1.3057849246322917e-09
1888,2.599652049184442e-08,3.1703073499755874e-09
1889,2.6940087494153886e-08,2.5060546970934183e-09
1890,2.818386235503567e-08,6.554386478008212e-10
1891,1.784781566982474e-08,1.9122659011827636e-09
1892,1.5044429702015805e-08,1.8805537127519756e-09
1893,1.2932674486876294e-08,1.2316833108982905e-09
1894,2.079507943619774e-08,1.2603078580752936e-09
1895,3.310238128051424e-08,6.018614495673091e-10
1896,1.4152869098893461e-08,4.717623180994224e-09
1897,1.2818770045441852e-08,5.826713556089658e-10
1898,1.3580051749784161e-08,6.224190496340043e-09
1899,1.2160672469008205e-08,4.9748205555033564e-09
1900,7.786579381274805e-09,1.038210584169974e-08
1901,1.1736351446245408e-08,5.588738916095792e-10
1902,8.347482705062248e-09,4.910283846193408e-10
1903,7.020286574288548e-09,3.2401321625741275e-09
1904,2.2573425795258117e-08,0.0
1905,1.651442893546573e-08,1.2901897328276846e-08
1906,8.745113966313056e-09,4.629765903985117e-09
1907,1.542852956504248e-08,2.057137349353866e-09
1908,1.3751889405000384e-08,2.4556945366072114e-09
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,8.01622590529405e-09,2.67207544979442e-09
1911,1.755723388896513e-08,0.0
1912,1.3023552902780011e-08,1.0418842455450772e-09
1913,6.363587878865928e-09,7.42418571064718e-09
1914,1.5402511266415786e-08,6.696743604095445e-09
1915,1.0602685840410686e-08,3.534228465440492e-09
1916,1.2086208478478966e-08,3.2962386153911893e-09
1917,9.869782324756216e-09,3.289927441585405e-09
1918,1.9526840588923733e-08,1.9526840588923733e-08
1919,1.2890987832747669e-08,9.207848372660976e-10
1920,1.1358347151713133e-08,3.028892692213958e-09
1921,1.438822039290244e-08,1.5145494858259667e-09
1922,9.591316185719734e-09,1.4755870969551665e-09
1923,9.554353752605493e-09,2.1231896241147297e-09
1924,1.675911143195208e-08,2.578324886925998e-09
1925,6.598906754362588e-09,5.499089184013428e-09
1926,8.916910765321973e-09,0.0
1927,1.7838759802657478e-08,4.4596899506643695e-09
1928,1.7139061725401916e-08,5.713020723163709e-09
1929,1.4482528065684619e-08,7.798284684668033e-09
1930,4.201441416995522e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,5.7026783295555106e-09
1932,2.082311922890767e-08,1.3151444377967891e-08
1933,1.3764794637438627e-08,6.882397318719313e-09
1934,7.188948103475923e-09,4.7926320689839486e-09
1935,1.196828414151696e-08,5.98414207075848e-09
1936,9.699771652549316e-09,9.699771652549316e-09
1937,0.0,3.777335333410292e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,1.070583532936098e-08
1940,1.5214697057785997e-08,0.0
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,6.523132700664291e-09,7.610321262063735e-09
1949,1.570721330779179e-08,9.817008539414473e-09
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,1.5992101864981123e-08,5.330700769690111e-09
1952,1.0544804140977249e-08,3.1634410646574906e-09
1953,1.8315507332999914e-08,5.386913581872932e-09
1954,1.172704333640695e-08,8.795282724349818e-09
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,8.72114114258693e-09,6.104799332717903e-09
1957,2.2087593976038988e-08,3.534015080575159e-09
1958,6.617794756635931e-09,5.790570245522986e-09
1959,2.0927018340444192e-08,1.5501495642666896e-09
1960,1.1765417085030094e-08,5.536666680683311e-09
1961,1.945484662257968e-08,4.86371165564492e-09
1962,2.3465238641051656e-08,1.5220695814832652e-08
1963,1.681173777967615e-08,1.939815863494232e-09
1964,1.4601523545820783e-08,3.6503808864551957e-09
1965,1.3132904541635071e-08,9.849678406226303e-09
1966,1.273987226824147e-08,6.092982118843793e-09
1967,1.2818872185960117e-08,7.395503320850594e-09
1968,6.287982134978165e-09,5.838840522187638e-09
1969,1.6804504454626112e-08,4.087581828571274e-09
1970,8.7375777724219e-09,7.3579600190498695e-09
1971,9.24911525146399e-09,3.083038491169532e-09
1972,1.3338381954497436e-08,4.6171320100540925e-09
1973,3.859242703185828e-09,2.205281512956958e-09
1974,6.1881286761433785e-09,6.1881286761433785e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,1.085570122683066e-08,1.085570122683066e-08
1977,1.1165885105413054e-08,4.11374712072643e-09
1978,1.4257419245211622e-08,9.504946163474415e-09
1979,1.1703946256602649e-08,5.266775904289034e-09
1980,9.096241093686785e-09,7.390696055153967e-09
1981,5.060439622894819e-09,8.223214109648325e-09
1982,1.2415004135846175e-08,3.1037510339615437e-09
1983,9.47297440490047e-09,1.0104505676622466e-08
1984,5.219107812592938e-09,8.118611560803402e-09
1985,7.820225356169885e-09,7.218669662023558e-09
1986,8.392279760016663e-09,2.997242676272549e-09
1987,6.110816741511371e-09,6.110816741511371e-09
1988,1.3792074149421296e-08,4.197587610832443e-09
1989,1.0427432250992297e-08,9.329808037250586e-09
1990,9.80757164370516e-09,5.993515905799995e-09
1991,7.033758464558559e-09,5.8614650910726596e-09
1992,1.1570882918476855e-08,9.366905473484621e-09
1993,1.3848018731721368e-08,5.539207315052863e-09
1994,8.967375286772494e-09,8.439882570598911e-09
1995,1.138714633697191e-08,3.795715741716776e-09
1996,4.804283193493575e-09,6.4057106285986265e-09
1997,9.110299181713799e-09,6.233362714880286e-09
1998,1.4304387896402204e-08,5.72175506974304e-09
1999,1.4624643718263997e-08,5.941261704833778e-09
2000,6.627047355323157e-09,5.3016377954406835e-09
2001,1.1829271784336015e-08,8.324302136486494e-09
2002,1.6648641576466616e-08,7.009954394732176e-09
2003,9.58392298855415e-09,1.3334153337041244e-08
2004,7.488145215006625e-09,1.1011977996133737e-08
2005,9.007498746882447e-09,1.0358624180639708e-08
2006,1.2353670086895363e-08,9.882935358973555e-09
2007,1.2782334302130494e-08,1.4380126422963713e-08
2008,1.1920831433087642e-08,2.2138685551453818e-08
2009,1.7642312499788204e-08,2.336414262060771e-08
2010,3.070465481869178e-08,3.4011311100812236e-08
2011,2.2943831723409858e-08,3.288615957330876e-08
2012,2.7574447614142628e-08,4.1872308287338456e-08
2013,3.68164521091785e-08,4.211578641388769e-08
2014,3.4863667508489016e-08,4.828942934409497e-08
2015,3.923338454114855e-08,4.6326427138865256e-08
2016,4.2255337007190974e-08,5.426910831829446e-08
2017,3.6224804489393136e-08,6.163247689983109e-08
2018,4.1303465536657313e-08,6.298778743030198e-08
2019,3.622402644509748e-08,6.42848902998594e-08
