year,nous_PRON appelons_VERB,nous_PRON rappelons_VERB
1938,5.029206562312538e-06,2.077027374980389e-06
1939,5.034801574765879e-06,1.9270503344159806e-06
1940,5.304857722876477e-06,2.038769480350311e-06
1941,6.038774415628723e-06,2.0483428215811728e-06
1942,5.731626174565463e-06,1.9024507764697773e-06
1943,5.463888442136522e-06,1.6403278664256504e-06
1944,5.812653625980602e-06,1.7736787754074612e-06
1945,5.655396705606108e-06,1.742803192428255e-06
1946,5.8162372624792624e-06,1.6162401834662887e-06
1947,5.7959276205110655e-06,1.6021650139919075e-06
1948,5.6631664619999356e-06,1.823215541207901e-06
1949,5.139203892667865e-06,1.7641164049564395e-06
1950,5.730332645725866e-06,1.9260640442553267e-06
1951,5.565251512962277e-06,1.8870680946747598e-06
1952,4.992964704797487e-06,1.8253055600325752e-06
1953,5.486032819135289e-06,2.0136283751526207e-06
1954,5.397371694471076e-06,1.8499410998629173e-06
1955,5.1911796958847845e-06,1.9080940774074406e-06
1956,4.9309333007840905e-06,1.8785338511406735e-06
1957,5.218856813371531e-06,1.8049981918011326e-06
1958,4.904613035705552e-06,1.81658464271095e-06
1959,4.973654711193376e-06,1.881881587451062e-06
1960,4.812747476989898e-06,1.698372500413825e-06
1961,5.1631769792948035e-06,1.5612513379892334e-06
1962,4.9987299348686065e-06,1.6755448655203509e-06
1963,5.203879595683247e-06,1.5447400869561534e-06
1964,5.098973758776992e-06,1.5410691958095413e-06
1965,5.284899600610515e-06,1.62081926191604e-06
1966,5.239411052571086e-06,1.4623157085225102e-06
1967,4.991471826087945e-06,1.4529698546539294e-06
1968,5.479078083681088e-06,1.467794675136247e-06
1969,4.657118552131578e-06,1.4383746815838094e-06
1970,5.1937998364337545e-06,1.4485983683698578e-06
1971,4.644083645644059e-06,1.4778030958950694e-06
1972,4.808486835372605e-06,1.4708131175211747e-06
1973,5.097508164908504e-06,1.3336439792510646e-06
1974,4.587653677390335e-06,1.2910687132716703e-06
1975,4.368711245206214e-06,1.2393912243169325e-06
1976,4.757082308515237e-06,1.2552618500194512e-06
1977,4.883605697614257e-06,1.218256898027903e-06
1978,4.6063344427693664e-06,1.2873261425738747e-06
1979,4.656415370618561e-06,1.2950417271895276e-06
1980,4.660686443003215e-06,1.1876279586431338e-06
1981,4.378545384042809e-06,1.2201984986859316e-06
1982,5.159054921932693e-06,1.1620444411164499e-06
1983,4.629758308283272e-06,1.1778064390455256e-06
1984,4.61775044868773e-06,9.719138063246646e-07
1985,4.550769801880961e-06,1.0130199541436014e-06
1986,4.611557869793614e-06,9.027694716223778e-07
1987,4.399788053888187e-06,9.679533548023755e-07
1988,4.643731472242507e-06,9.36062065193255e-07
1989,4.585874791018796e-06,8.34194565868529e-07
1990,4.453727086684012e-06,7.388370875105466e-07
1991,4.520362125504107e-06,7.778164388128062e-07
1992,4.51484825703119e-06,7.807591089203925e-07
1993,4.614159706761711e-06,7.644106290172203e-07
1994,4.943660997014376e-06,8.79857736890699e-07
1995,4.416043992705454e-06,1.0416528084533638e-06
1996,4.537378458735475e-06,9.149490267645888e-07
1997,4.678857948192672e-06,9.426762233033514e-07
1998,4.623654774604802e-06,9.879563549475279e-07
1999,4.613617960558258e-06,1.025553160616255e-06
2000,4.72022497888247e-06,9.299956218455918e-07
2001,4.749233454504065e-06,9.428367775399238e-07
2002,4.9744387808914325e-06,9.480963001351483e-07
2003,4.841547621481368e-06,9.600590260561148e-07
2004,4.545304307157494e-06,9.981256710034359e-07
2005,4.712723722377632e-06,1.097113397463545e-06
2006,4.9208785526388965e-06,1.0735338946687989e-06
2007,4.746639746144865e-06,9.534822140722099e-07
2008,4.296182282814698e-06,8.489334959449479e-07
2009,4.479716722016747e-06,7.691094481288019e-07
2010,4.374232389636745e-06,8.77208350402725e-07
2011,4.1455680843682785e-06,8.210067790059838e-07
2012,3.908082163661675e-06,7.543823983269249e-07
2013,3.9904011259750405e-06,5.951992818609142e-07
2014,4.035740118979447e-06,5.175414088398611e-07
2015,4.235432470522937e-06,5.568037408920645e-07
2016,4.219941104111058e-06,6.400440781817451e-07
2017,3.7472546239314397e-06,5.564532301605141e-07
2018,3.924345605810231e-06,5.439150498887102e-07
2019,3.7509722972117743e-06,4.71422524128684e-07
