year,pourrions_VERB envoyer_VERB,pourrions_VERB renvoyer_VERB
1902,3.437198747846537e-09,1.1293653123800595e-08
1903,6.480264325148255e-09,6.480264325148255e-09
1904,6.987012746151322e-09,1.6123875568041512e-09
1905,1.4966200723165457e-08,6.708986699521802e-09
1906,2.0576738091193647e-09,6.173021205313489e-09
1907,1.5428529565042481e-09,1.1828539925318182e-08
1908,1.3751889405000384e-08,8.349361202419914e-09
1909,4.950885035270858e-09,4.400786846048277e-09
1910,5.34415089958884e-09,1.1222716089775986e-08
1911,2.6601871816467337e-09,1.1172785363555704e-08
1912,6.772247651554153e-09,9.376957876838787e-09
1913,5.30298971401777e-10,8.484783542428431e-09
1914,7.366418142140674e-09,4.018046340092951e-09
1915,1.767114277129167e-08,7.068456930880984e-09
1916,6.592477230782379e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,5.483212106582869e-09
1918,3.44591288836682e-09,5.743188147278033e-09
1919,3.6831393490643904e-09,4.603924352863942e-09
1920,2.7260034229925623e-08,9.086678076641874e-09
1921,1.3630945261411398e-08,6.058197943303867e-09
1922,1.549366501762961e-08,4.426761179843197e-09
1923,2.0170300985000722e-08,1.0615948120573648e-08
1924,3.867487219366694e-09,5.156649773851996e-09
1925,6.598906754362588e-09,1.6497267552040284e-08
1926,1.0031524944054127e-08,1.0031524944054127e-08
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,6.8556245125250825e-09,5.713020723163709e-09
1929,5.570202965543558e-09,6.684243825105796e-09
1930,1.05036033204442e-08,9.453243521306831e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,1.0959536389520963e-08,7.6716757391182e-09
1933,5.735331320977366e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,6.0623572828433225e-09
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,9.075650453382877e-09,1.4261735792331365e-08
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,8.352662561605939e-09,1.3921104269343232e-08
1947,1.6689218895749036e-08,2.3841741914054637e-09
1948,6.523132700664291e-09,4.348755133776194e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,2.1270722960764488e-09,1.0635361036293034e-08
1951,5.330700769690111e-09,7.462981344019681e-09
1952,6.326882129314981e-09,6.326882129314981e-09
1953,7.54167928107563e-09,5.386913581872932e-09
1954,9.772536557761669e-09,4.886268278880834e-09
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,3.488456634670456e-09,2.616342476002842e-09
1957,6.184526224473075e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,7.750747821333448e-10
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,2.08444772553662e-09,6.948159270159238e-10
1962,1.2683912808952869e-09,1.2683912808952869e-09
1963,1.939815863494232e-09,5.819448034571906e-09
1964,5.475571551727398e-09,1.8251904432275978e-09
1965,4.924839203113152e-09,4.377634699181954e-09
1966,2.769537488234164e-09,3.3234448526542337e-09
1967,4.437302081328198e-09,1.9721342336964653e-09
1968,4.491415683816058e-09,6.287982134978165e-09
1969,9.537691525451919e-09,4.995933444718048e-09
1970,1.3796174869185052e-08,5.058597540852361e-09
1971,2.569198631618974e-09,1.0276794970565106e-09
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,1.102640756478479e-09
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,4.569184142155791e-09,2.8557400888473694e-09
1976,5.142174241967723e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,5.289103821581875e-09
1978,9.504946163474415e-09,4.158414057542359e-09
1979,5.266775904289034e-09,1.1703946700691858e-09
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,3.1627747087981106e-09
1982,6.2075020679230875e-09,0.0
1983,8.841442245000053e-09,6.315316269933646e-09
1984,6.958810416790584e-09,4.639206796497319e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,7.1933827783254856e-09,2.997242676272549e-09
1987,4.277571630240118e-09,3.6664902225425067e-09
1988,3.597932174415064e-09,2.99827696004229e-09
1989,6.585746614717891e-09,3.2928733073589456e-09
1990,4.90378582185258e-09,5.448650863826288e-09
1991,5.2753188484189195e-09,0.0
1992,2.7549720282848966e-09,1.65298330578878e-09
1993,1.661762283333701e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,3.795715741716776e-09,2.1689803286761844e-09
1996,3.2028553142993132e-09,3.2028553142993132e-09
1997,7.192341833217597e-09,1.917957792585412e-09
1998,5.72175506974304e-09,3.814503379828693e-09
1999,5.0272213059088244e-09,3.656160929565999e-09
2000,3.092622158362701e-09,1.7672125984802278e-09
2001,5.257454027685071e-09,2.190605918883648e-09
2002,3.066854992184176e-09,1.752488598683044e-09
2003,4.583615265119079e-09,8.333845835650777e-10
2004,3.523833003171717e-09,1.7619165015858584e-09
2005,4.954124666056714e-09,9.007499190971657e-10
2006,4.529678854225949e-09,1.2353669198716943e-09
2007,4.7933754743212376e-09,1.5977917877663117e-09
2008,3.8316958494988285e-09,8.514879357157668e-10
2009,4.291373478793048e-09,1.907277002999308e-09
2010,7.085689368580006e-09,1.4171379625338432e-09
2011,5.7359579308524644e-09,1.911985902935953e-09
2012,1.3957436095779485e-08,6.808505426114664e-10
2013,1.0319762822064149e-08,3.904775169871755e-09
2014,1.4725027419615344e-08,8.661780737106994e-10
2015,1.1747849804066846e-08,3.546520632724537e-09
2016,9.735297901158901e-09,2.278474076078396e-09
2017,1.33327402451755e-08,1.509366853724714e-09
2018,1.3165480261534412e-08,1.0325866828253538e-09
2019,1.3520234709574197e-08,1.02039510174734e-09
