year,veux_VERB acheter_VERB,veux_VERB racheter_VERB
1920,3.028892692213958e-08,0.0
1921,1.438822039290244e-08,5.300923255902035e-09
1922,2.2133805899215986e-08,7.377935484775833e-10
1923,1.9108707505210987e-08,0.0
1924,2.3204924204378585e-08,2.578324886925998e-09
1925,1.3197813508725176e-08,0.0
1926,8.916910765321973e-09,3.343841648018042e-09
1927,2.4528294062520217e-08,1.1149224876660924e-09
1928,1.0283437212876834e-08,7.998228745975666e-09
1929,1.0026365515614089e-08,3.342121912552898e-09
1930,1.05036033204442e-08,1.0503603542488804e-09
1931,3.079446386777818e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,2.3963160344919743e-09
1935,1.555876849579363e-08,0.0
1936,8.487299751891442e-09,0.0
1937,2.1404900962807005e-08,7.554670666820584e-09
1938,2.074434313215079e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,2.3612020783048138e-08,2.9515025978810172e-09
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,2.178504132643866e-08,2.178504043826024e-09
1946,2.3665876369705074e-08,1.3921104269343232e-09
1947,2.7418003867296648e-08,7.152522574216391e-09
1948,1.6307831529616124e-08,1.0871887834440486e-09
1949,1.47255123650325e-08,9.817008317369869e-10
1950,2.0207187034770868e-08,1.0635361480382244e-09
1951,1.2793682557799002e-08,0.0
1952,3.1634410646574906e-08,0.0
1953,8.619061908632375e-09,0.0
1954,1.6613311615287785e-08,0.0
1955,2.0648336374051723e-08,3.754243138587299e-09
1956,2.2674967681268754e-08,8.72114158667614e-10
1957,1.4136060322300636e-08,1.7670075402875796e-09
1958,2.3989505493204888e-08,1.6544486891589827e-09
1959,2.9452841943111707e-08,1.5501495642666896e-09
1960,3.3220000972278285e-08,2.076250060767393e-09
1961,2.292892631317045e-08,1.3896318540318475e-09
1962,1.6489087428794846e-08,1.9025869768540815e-09
1963,2.8450633848819962e-08,1.939815863494232e-09
1964,3.528701597588224e-08,1.2167936658258327e-09
1965,1.586892572902343e-08,5.472043373977442e-10
1966,2.1602390987141007e-08,1.1078149508847446e-09
1967,2.021437595089992e-08,2.9582012395223956e-09
1968,3.5482184301827147e-08,4.4914158503495116e-10
1969,1.725867981861029e-08,0.0
1970,2.0694262303777577e-08,1.3796175313274261e-09
1971,2.6719666479380066e-08,2.0553589941130213e-09
1972,1.4364410994005539e-08,5.130146862875051e-10
1973,1.9847533394568018e-08,5.513203782392395e-10
1974,2.0814615808717463e-08,1.1251143350321513e-09
1975,1.6563292959403952e-08,0.0
1976,1.656922776760439e-08,0.0
1977,1.1165885105413054e-08,1.1753563677885381e-09
1978,3.6237608469491533e-08,0.0
1979,1.8726314721106974e-08,5.851973350345929e-10
1980,1.7055452161685025e-08,1.7055452605774235e-09
1981,3.415796712147312e-08,6.325549528618524e-10
1982,2.0484757001781873e-08,1.2415004579935385e-09
1983,2.5892795463278162e-08,1.2630632095778083e-09
1984,2.4935737030773453e-08,0.0
1985,3.007778914820847e-08,1.8046674155058895e-09
1986,2.2779044428489215e-08,1.1988970927134801e-09
1987,2.810975807676641e-08,1.2221633705067347e-09
1988,1.9188972188999287e-08,3.597932174415064e-09
1989,3.018467253923518e-08,4.939309850016116e-09
1990,3.4871366239030976e-08,1.089730194969718e-09
1991,2.5204300868608698e-08,1.1722930404189924e-09
1992,2.0386792698445788e-08,4.958949695321735e-09
1993,3.0465642453236796e-08,1.1078414852150331e-09
1994,2.479215588380157e-08,1.0549853213248639e-09
1995,3.524592884218691e-08,1.0844901643380922e-09
1996,2.829188794351012e-08,1.6014276571496566e-09
1997,3.260528202986279e-08,4.79489448146353e-10
1998,2.288702027897216e-08,1.9072516899143466e-09
1999,3.701862993921168e-08,0.0
2000,2.7391795498488136e-08,8.836062992401139e-10
2001,2.2344179839706158e-08,1.7524847129024579e-09
2002,3.855474872693776e-08,8.76244299341522e-10
2003,2.8335076507346457e-08,1.2500769308587678e-09
2004,2.642874719072097e-08,2.642874807889939e-09
2005,2.8823997411109303e-08,1.3511248786457486e-09
2006,3.3766696105885785e-08,1.2353669198716943e-09
2007,4.593651325990322e-08,1.1983438685803094e-09
2008,5.364373834026992e-08,8.514879357157668e-10
2009,1.0919161042011183e-07,2.860915504498962e-09
2010,7.935972234918154e-08,7.558068837454357e-09
2011,8.336258616736814e-08,5.7359579308524644e-09
2012,8.204249013488152e-08,7.148930780687124e-09
2013,8.506831505883383e-08,4.183687618564136e-09
2014,7.535749091402977e-08,6.9294245896855955e-09
2015,9.597771111202746e-08,5.319781060109108e-09
2016,9.548877955012358e-08,7.45682449121432e-09
2017,8.779483806620192e-08,5.7859059765519305e-09
2018,9.344909557285064e-08,6.9699601645822895e-09
2019,8.92845690714239e-08,8.928457084778074e-09
