year,ses_DET ondes_NOUN,ses_DET rondes_NOUN
1908,1.866327867805495e-07,2.9468333773152722e-08
1909,1.6392931634356955e-07,2.5304524420288743e-08
1910,2.6239778638803557e-07,2.351426242608312e-08
1911,2.0483440477114812e-07,1.6493160392982986e-08
1912,2.3754960443156392e-07,2.4484278937642046e-08
1913,1.877258297700024e-07,3.234823653386343e-08
1914,2.0291134161798396e-07,2.209925481500008e-08
1915,1.496156754043909e-07,1.6493066912204313e-08
1916,1.659106827478496e-07,4.8344833913915863e-08
1917,1.6559300952678768e-07,2.5222776089961485e-08
1918,2.1479524114909054e-07,3.560776473676697e-08
1919,1.906024591491473e-07,2.5781975110383826e-08
1920,2.907736851298637e-07,3.634671186247829e-08
1921,2.1127966043366087e-07,2.044641889131782e-08
1922,2.0584440463267129e-07,2.656056746763724e-08
1923,2.6433710864637305e-07,3.503262879789304e-08
1924,2.668566230212832e-07,1.160246199116699e-08
1925,2.6175663370153757e-07,2.9695080838720855e-08
1926,2.0285972279765474e-07,2.89799594321849e-08
1927,1.8730698325697404e-07,4.013721111029156e-08
1928,2.0338353035054269e-07,2.5137291359556002e-08
1929,1.7490438497524963e-07,4.2333545335893064e-08
1930,1.7751089309570034e-07,1.5755405202710904e-08
1931,1.8590730821443913e-07,2.737285598186645e-08
1932,1.6220114340548264e-07,2.191907300108653e-08
1933,1.89265930261584e-07,2.523545639121494e-08
1934,1.114286956038768e-07,3.1152108448395666e-08
1935,1.75933780433013e-07,2.0346083040578833e-08
1936,2.073326133000819e-07,2.182448710641438e-08
1937,1.4731608810603092e-07,2.3923124481406433e-08
1938,2.009608257580453e-07,4.1488687485546905e-08
1939,1.2847002839322386e-07,3.8235126176289214e-08
1940,2.0032685199566913e-07,3.2965178364818826e-08
1941,2.390717099842732e-07,2.9515025534720962e-08
1942,1.2136847260535433e-07,2.4273694165799498e-08
1943,1.5967793842719402e-07,3.4838822049465534e-08
1944,1.5101974781828176e-07,1.927911696952833e-08
1945,1.9388686212096218e-07,2.6142048081823077e-08
1946,1.8654279898555615e-07,4.037120060473853e-08
1947,1.81197236992503e-07,2.26496545963073e-08
1948,1.630783179606965e-07,3.587723140796584e-08
1949,1.384198236031864e-07,4.0249732990993436e-08
1950,1.4251383984031918e-07,6.168509791848464e-08
1951,1.3859822223238893e-07,2.0256663901818683e-08
1952,1.1388388543309702e-07,1.2653764258629963e-08
1953,8.942276963352924e-08,1.7238124039309355e-08
1954,1.407245200368834e-07,2.247683283940205e-08
1955,1.3139851340326913e-07,3.00339455527876e-08
1956,1.5349208570825112e-07,2.7907653077363648e-08
1957,1.0248643622645659e-07,3.7990662393738717e-08
1958,1.3318312008792077e-07,3.8052319961678904e-08
1959,1.1548614065048923e-07,2.7902692156800413e-08
1960,1.2042249686317064e-07,3.8064584373387333e-08
1961,1.4591134300800945e-07,1.9454845900934714e-08
1962,1.1732619009663381e-07,2.9807195378595e-08
1963,1.5130564801069113e-07,2.9743845164631466e-08
1964,1.7339310387498585e-07,2.9811445478866716e-08
1965,1.324234446542505e-07,1.969935559120728e-08
1966,1.3515342289771581e-07,2.824928091449408e-08
1967,1.2177928865320098e-07,2.2679544353643166e-08
1968,1.8100405524412722e-07,2.4702786843855407e-08
1969,1.439737171704536e-07,2.4071316440110735e-08
1970,1.2692480738651923e-07,1.7935026991322545e-08
1971,1.325706517896208e-07,2.5178147788906813e-08
1972,1.231235187137969e-07,2.0520588228656322e-08
1973,1.4389461866493036e-07,2.4809416743210022e-08
1974,8.60712499051175e-08,1.518904385600095e-08
1975,1.0109319648066162e-07,2.3988217190407113e-08
1976,8.570290604970054e-08,1.4855169483407593e-08
1977,8.638869131161186e-08,2.527016185194242e-08
1978,1.2772271418270975e-07,1.7821773501403015e-08
1979,1.1938025479274472e-07,2.3993090181306798e-08
1980,1.3473807092267975e-07,2.274060256768351e-08
1981,1.138598946237579e-07,1.7078984559937282e-08
1982,9.99407891999482e-08,3.103751089472695e-08
1983,8.273063778485579e-08,2.7155859783078995e-08
1984,1.1366056851258577e-07,2.377593527613797e-08
1985,9.504581477415286e-08,2.7070010344409923e-08
1986,1.0130680583309015e-07,1.9182353483415682e-08
1987,9.471765882729244e-08,2.5665431391264093e-08
1988,7.435726678828303e-08,2.338656018840979e-08
1989,7.957777503619923e-08,2.57941739079115e-08
1990,1.1823572321212339e-07,9.807571421660555e-09
1991,8.909426973957579e-08,2.1687421025706755e-08
1992,1.2176976471600653e-07,1.8182815253453555e-08
1993,8.973516330001985e-08,1.717154241021035e-08
1994,1.1921333920028587e-07,1.7934750518033837e-08
1995,9.977309534114909e-08,2.331653803366862e-08
1996,1.0996470178881168e-07,2.56228422923499e-08
1997,8.870555079365516e-08,2.3974472185273044e-08
1998,1.0442202968974357e-07,2.7655150058869538e-08
1999,1.1973927183106525e-07,2.3765046652801658e-08
2000,1.0559095375839433e-07,2.2973763780242962e-08
2001,8.674799145680367e-08,2.4972906909059844e-08
2002,1.1172114589008686e-07,2.1029863794819192e-08
2003,1.1959068624278757e-07,2.5834922756651224e-08
2004,1.0263163519041996e-07,2.1583477782805005e-08
2005,1.013343637890074e-07,2.4770623108238965e-08
2006,1.3424321387844884e-07,2.264839404908514e-08
2007,1.0665260319342451e-07,2.476577201648844e-08
2008,1.1750533679411035e-07,4.6406094161843825e-08
2009,1.2444982022685736e-07,3.862236064300362e-08
2010,1.1006437805605174e-07,3.542844595472161e-08
2011,1.3383901342756133e-07,4.741725223578186e-08
2012,1.54553072118091e-07,5.276591530378738e-08
2013,1.6204816066789363e-07,6.917030193065443e-08
2014,1.6435728866781574e-07,6.517989976917438e-08
2015,2.0436825032277284e-07,6.250742390356834e-08
2016,2.6347444537222486e-07,5.157636820407596e-08
2017,1.7634434801294674e-07,5.987155127229471e-08
2018,1.734745609383026e-07,6.143891023713266e-08
2019,1.783140435307473e-07,5.433604005622428e-08
