year,pouvez_VERB entrer_VERB,pouvez_VERB rentrer_VERB
1911,3.2454281040372734e-08,1.2236860413850081e-08
1912,2.0837685354990754e-08,9.376957876838787e-09
1913,4.401481490390324e-08,1.2196876397752021e-08
1914,3.0135346662518714e-08,5.357394972094198e-09
1915,2.238344798399794e-08,4.476689596799588e-08
1916,4.8344833913915863e-08,1.9777431248257926e-08
1917,1.973956464951243e-08,2.0836205649743533e-08
1918,3.5607765624945387e-08,2.756730310693456e-08
1919,4.4197673076951105e-08,4.603924352863942e-09
1920,2.2716694303426266e-08,1.2115570768855832e-08
1921,2.574734203619755e-08,7.572747762196741e-09
1922,2.6560567079059183e-08,1.9920426197472807e-08
1923,2.441668023323018e-08,1.4862327368803108e-08
1924,6.316896161706609e-08,9.02413699321869e-09
1925,2.639562701745035e-08,7.698724324711748e-09
1926,3.009457216762712e-08,1.114613823460786e-08
1927,6.801027296887696e-08,2.1183527820767267e-08
1928,2.742249805010033e-08,1.3711249025050165e-08
1929,3.230717737778832e-08,2.1166771446701205e-08
1930,3.151081173768944e-08,1.575540586884472e-08
1931,4.219981875053236e-08,5.7026783295555106e-09
1932,2.4110979879310435e-08,9.863582839386709e-09
1933,3.785318369864399e-08,8.02946331646126e-09
1934,6.470052937856963e-08,1.677421224144382e-08
1935,2.8723881939640705e-08,4.787313656606784e-09
1936,3.031178508194898e-08,1.2124714565686645e-08
1937,4.0291578073947676e-08,7.554670666820584e-09
1938,3.241303758727554e-08,1.0372171566075394e-08
1939,2.9058696782158222e-08,1.070583532936098e-08
1940,1.5214697057785997e-08,2.5357829613881222e-08
1941,3.246652724442356e-08,2.066051862925633e-08
1942,3.6410540360520827e-08,2.730790527039062e-08
1943,2.322588166236983e-08,1.4516175816936538e-08
1944,4.177142187700156e-08,4.4984606262232774e-08
1945,3.921307367704685e-08,1.5249527862692958e-08
1946,3.3410650246423756e-08,2.5057987684817817e-08
1947,3.9338875268413176e-08,1.3112957830685446e-08
1948,4.1313175103141475e-08,2.2830963786191205e-08
1949,3.7304630495782476e-08,1.8652315247891238e-08
1950,3.509669355139522e-08,8.508289184305795e-09
1951,5.224086763178093e-08,2.0256663901818683e-08
1952,3.1634410646574906e-08,2.2144087452602434e-08
1953,3.016671712430252e-08,2.9089333608567358e-08
1954,3.224936762080688e-08,1.172704333640695e-08
1955,3.848099083825218e-08,1.5016972554349195e-08
1956,4.360570926564833e-08,2.8779767902165077e-08
1957,3.6223653410161205e-08,2.297109880089465e-08
1958,2.9780077070995503e-08,2.8952852559882558e-08
1959,2.7902691712711203e-08,1.9376869886400527e-08
1960,4.498541628095154e-08,2.0070416439921246e-08
1961,3.960450811746341e-08,2.084447814354462e-08
1962,4.50278889729816e-08,1.9660065575521912e-08
1963,4.849539791962343e-08,2.7804029301137234e-08
1964,4.015419108327478e-08,1.5818317322668918e-08
1965,3.3926667697414814e-08,2.8454625322638094e-08
1966,5.095948907296588e-08,2.0494576702390077e-08
1967,5.275459002973548e-08,1.5777073869571723e-08
1968,2.9643343779639508e-08,1.392338955241712e-08
1969,3.0429777808649305e-08,1.407944960618579e-08
1970,3.816941784862138e-08,1.0577067222072856e-08
1971,3.802414028086787e-08,2.0553589052951793e-08
1972,3.693705608043274e-08,9.234264020108185e-09
1973,2.7014698034122375e-08,1.4334330167287135e-08
1974,5.006758740933037e-08,2.193973003272731e-08
1975,2.513051278185685e-08,1.1994108817248161e-08
1976,3.142439908287997e-08,2.0568696967870892e-08
1977,2.8796231177352638e-08,1.3516598507123945e-08
1978,2.9108898402796513e-08,2.257424647211792e-08
1979,3.043026097770962e-08,8.777959692451986e-09
1980,3.752199617679253e-08,1.5349906234973787e-08
1981,2.5934753011824796e-08,1.644642821929665e-08
1982,3.1658260013500694e-08,2.110550845202397e-08
1983,2.273513821648976e-08,1.6419821946556112e-08
1984,3.189454744756404e-08,1.275781880138993e-08
1985,3.2484013701150616e-08,1.9249785765396155e-08
1986,3.057187569766029e-08,1.3787316177626963e-08
1987,2.8720839040374813e-08,2.13878585952898e-08
1988,3.2981045450242163e-08,1.5591039570495013e-08
1989,2.7440611560791695e-08,2.4147738031388144e-08
1990,2.5063794595325817e-08,1.5801088437683575e-08
1991,3.04796188288492e-08,1.1136783939491579e-08
1992,2.644773289262048e-08,1.983579878128694e-08
1993,2.8249957040316076e-08,1.661762283333701e-08
1994,3.850696472795789e-08,1.6879765141197822e-08
1995,4.7175323203418884e-08,1.138714633697191e-08
1996,4.750901894112758e-08,1.975094043871195e-08
1997,2.2536003285722472e-08,1.4384683666435194e-08
1998,2.8131962537258914e-08,2.0026142522056034e-08
1999,2.833524703760304e-08,1.828080442578539e-08
2000,2.6508189421292627e-08,1.590491294223284e-08
2001,3.242096724420662e-08,2.1029816110740285e-08
2002,3.5926017716292336e-08,2.1467984723244626e-08
2003,4.791961316641391e-08,2.0001230893740285e-08
2004,4.448839163728735e-08,3.523832958762796e-08
2005,5.4495369994356224e-08,3.602999498752979e-08
2006,4.982646828466386e-08,2.800165077587735e-08
2007,7.269952817523517e-08,5.552326598490254e-08
2008,1.0217855361815964e-07,5.2792252347444446e-08
2009,1.3064847337318497e-07,7.247652433761687e-08
2010,1.4596520259146928e-07,7.274640978494062e-08
2011,1.6443080141925748e-07,1.1395436416705707e-07
2012,1.991487863506336e-07,1.092765131716078e-07
2013,2.0109591503114643e-07,1.2746301081278943e-07
2014,2.0723310001358186e-07,1.2971017326890433e-07
2015,2.0990968607748073e-07,1.2279828354166966e-07
2016,2.2660459819690004e-07,1.1930919185942912e-07
2017,1.934505178269319e-07,1.3005710286506655e-07
2018,2.1839208841356594e-07,1.427551126198523e-07
2019,2.181094487241353e-07,1.3622275218949653e-07
