year,pouvais_VERB ouvrir_VERB,pouvais_VERB rouvrir_VERB
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,7.795519785247507e-09,0.0
1989,4.390497743145261e-09,5.488122178931576e-10
1990,4.358920779878872e-09,0.0
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,0.0
1993,6.093128224193833e-09,0.0
1994,7.912389854425328e-09,0.0
1995,3.795715741716776e-09,0.0
1996,5.3380921904988554e-09,0.0
1997,6.233362714880286e-09,0.0
1998,4.7681290027412615e-09,0.0
1999,9.140402212892695e-09,0.0
2000,7.510653432518666e-09,0.0
2001,9.638665865452367e-09,0.0
2002,6.571832411594869e-09,0.0
2003,7.91715315529018e-09,4.1669229178253886e-10
2004,9.690540814233373e-09,0.0
2005,6.7556245042510454e-09,0.0
2006,1.0294725072412803e-08,0.0
2007,9.586750948642475e-09,3.994479469415779e-10
2008,9.79211112195344e-09,0.0
2009,5.245011536203492e-09,4.76819250749827e-10
2010,1.322662068758973e-08,4.723793023408973e-10
2011,1.7207874236646603e-08,0.0
2012,1.4297861561374248e-08,3.404252713057332e-10
2013,2.1755175438897822e-08,2.789125042035323e-10
2014,2.2304085689484054e-08,2.815078836704288e-09
2015,2.2609068395240683e-08,2.2165753954528356e-10
2016,2.0299133041135065e-08,6.214020409345267e-10
2017,2.037645252528364e-08,2.515611330355938e-10
2018,2.323320025254816e-08,7.744400121190154e-10
2019,2.1683396411731337e-08,2.55098775436835e-10
