year,seules_ADJ règles_NOUN
1883,3.5388296737437486e-08
1884,4.15906917794473e-08
1885,4.898683059195719e-08
1886,4.646494033977433e-08
1887,3.852065688647599e-08
1888,6.404020780337305e-08
1889,1.628935564212952e-08
1890,4.915789730830511e-08
1891,6.820415165975646e-08
1892,1.817868522380195e-08
1893,3.571881634911733e-08
1894,3.528862180246506e-08
1895,4.273216447359118e-08
1896,3.538217541176891e-08
1897,3.6708296846654775e-08
1898,3.904265000187479e-08
1899,3.205995469102163e-08
1900,5.813979697677496e-08
1901,5.588739071527016e-08
1902,3.731815567675767e-08
1903,4.75219366080637e-08
1904,4.245953988402107e-08
1905,5.3155819301764495e-08
1906,4.423998589686562e-08
1907,4.217131532868734e-08
1908,4.518478036175111e-08
1909,2.585462333115629e-08
1910,3.366815093386322e-08
1911,5.4267815130515373e-08
1912,4.0112542620818203e-08
1913,4.401481490390324e-08
1914,6.428874144148722e-08
1915,3.7698438148936475e-08
1916,5.7134801778602196e-08
1917,4.386569685266295e-08
1918,4.824278221349232e-08
1919,3.6831394822911534e-08
1920,5.3005621225565847e-08
1921,7.497020249047637e-08
1922,7.082817887749115e-08
1923,4.564857647437748e-08
1924,3.0939897754933554e-08
1925,6.818870446068104e-08
1926,4.458455293843144e-08
1927,4.6826745148109694e-08
1928,3.313552099371009e-08
1929,6.015819309368453e-08
1930,4.621585603103995e-08
1931,2.6232321204133768e-08
1932,2.9590749406338546e-08
1933,2.867665571670841e-08
1934,3.2350264689284813e-08
1935,1.9149254626427137e-08
1936,5.456121598967911e-08
1937,3.651424407280501e-08
1938,2.852347158466273e-08
1939,3.5176316970364496e-08
1940,3.803674530900025e-08
1941,5.312704587367989e-08
1942,2.730790527039062e-08
1943,1.4516175816936538e-08
1944,3.213186161588055e-08
1945,4.357008265287732e-08
1946,3.7586982415405146e-08
1947,5.364391952866754e-08
1948,5.0010683594337024e-08
1949,7.166416082782234e-08
1950,4.785912821603233e-08
1951,6.716683031982029e-08
1952,5.5887461769543734e-08
1953,7.864893802889128e-08
1954,5.668070812703263e-08
1955,6.006789021739678e-08
1956,4.360570926564833e-08
1957,5.6544241289202546e-08
1958,5.2942358053087446e-08
1959,5.735553543217975e-08
1960,4.567749911643659e-08
1961,7.017640513140577e-08
1962,6.912732430919277e-08
1963,6.918676831446646e-08
1964,5.2322128851756133e-08
1965,4.760677896342713e-08
1966,4.9297764093125807e-08
1967,6.261526408479767e-08
1968,7.410836388999087e-08
1969,6.948889108571166e-08
1970,6.576176758699148e-08
1971,5.60085311462899e-08
1972,5.7970659383954626e-08
1973,8.269805817917586e-08
1974,6.806941854620163e-08
1975,7.99607207113695e-08
1976,6.741962010892166e-08
1977,6.111853423362845e-08
1978,5.287126469966097e-08
1979,8.777959692451986e-08
1980,6.253665674194053e-08
1981,7.147870917378896e-08
1982,7.386928047026231e-08
1983,7.957298464589257e-08
1984,6.436899724349132e-08
1985,8.722559385887507e-08
1986,7.133437662787401e-08
1987,7.882953667603942e-08
1988,8.874899748434473e-08
1989,8.726114231194515e-08
1990,7.13773289362507e-08
1991,9.319729343815197e-08
1992,8.981209020930692e-08
1993,9.527436617418061e-08
1994,9.178372550877612e-08
1995,8.784370209014014e-08
1996,8.48756656068872e-08
1997,8.918503624499863e-08
1998,8.964082809370666e-08
1999,9.597422234719488e-08
2000,9.984751159208827e-08
2001,9.945350853968193e-08
2002,1.0076809786596641e-07
2003,8.000492357496114e-08
2004,9.250061339116655e-08
2005,8.602161472026637e-08
2006,8.565211118138905e-08
2007,7.66940075891398e-08
2008,9.110920728971905e-08
2009,7.581426331171315e-08
2010,6.046455069963486e-08
2011,5.20060190467575e-08
2012,5.038294048631542e-08
2013,7.446963934398809e-08
2014,6.431372412407654e-08
2015,7.403361479418891e-08
2016,6.628287962939794e-08
2017,6.565745280795454e-08
2018,6.556925313816464e-08
2019,7.55092344206787e-08
