year,dois_VERB apporter_VERB,dois_VERB rapporter_VERB
1878,1.8117265465633636e-09,3.744235144154118e-08
1879,7.331190321480108e-09,2.504823370941267e-08
1880,5.776061406947974e-09,2.5029599726167362e-08
1881,1.1853263259808955e-08,3.137628468152798e-08
1882,1.2645231528551903e-08,4.059785041476971e-08
1883,4.423537092179686e-09,2.274962085380139e-08
1884,1.4523733327109767e-08,2.9047466654219534e-08
1885,1.2891271161663553e-08,1.8047780159236027e-08
1886,5.162771099520569e-09,4.1947515683204983e-08
1887,1.2404957061562527e-08,2.0239665943222462e-08
1888,8.876860135842435e-09,3.360525724360741e-08
1889,8.14467782106476e-09,1.7542383545787743e-08
1890,9.176140736144589e-09,2.4906668727453507e-08
1891,1.3385862196457765e-08,2.6134301833735663e-08
1892,1.002961980134387e-08,1.817868522380195e-08
1893,1.1085149687062312e-08,1.7243566574620672e-08
1894,1.3233232287745977e-08,1.6384001710889606e-08
1895,3.0093072478365457e-09,1.3842813118003505e-08
1896,4.717623180994224e-09,2.6536630670648265e-08
1897,1.1653426668090106e-08,9.322741689743452e-09
1898,1.2448380992680086e-08,1.867257104493092e-08
1899,8.291367592505594e-09,2.1557555740514545e-08
1900,7.26747462209687e-09,1.7130474816440255e-08
1901,1.4530721514915967e-08,1.0059729937950124e-08
1902,1.7677022512430085e-08,1.6694965410124496e-08
1903,9.720396931811592e-09,8.640352433531007e-09
1904,5.374625189347171e-09,2.8485512615361586e-08
1905,9.805441791854719e-09,1.3934049469810361e-08
1906,1.0802787109298606e-08,1.594697174311932e-08
1907,4.114274698707732e-09,1.491424583832668e-08
1908,5.40252820258047e-09,1.1296195090437777e-08
1909,1.1552065082298668e-08,2.3654228797909127e-08
1910,1.5498036631811374e-08,1.4963621453034648e-08
1911,1.755723388896513e-08,1.5961122201701983e-08
1912,1.1460726589973547e-08,1.0939784189645252e-08
1913,1.96210621083992e-08,2.0151361468379037e-08
1914,1.808120764223986e-08,1.808120764223986e-08
1915,1.1780761921542648e-09,1.767114277129167e-08
1916,1.648119329900055e-08,2.197492321442951e-08
1917,9.869782324756216e-09,2.8512703309502285e-08
1918,1.6080926812378493e-08,5.743188147278033e-09
1919,5.524709134618888e-09,1.2890987832747669e-08
1920,9.843901693784574e-09,2.6502810612782923e-08
1921,9.087297137000405e-09,1.5145495524393482e-08
1922,1.1804696775641332e-08,1.9182632371439468e-08
1923,6.369568872344189e-09,3.927900849021171e-08
1924,1.804827398643738e-08,7.734974438733389e-09
1925,5.499089184013428e-09,1.7597084678300234e-08
1926,6.687683296036084e-09,1.114613823460786e-08
1927,5.574612327308159e-09,3.1217830098739796e-08
1928,1.0283437212876834e-08,1.1426041446327417e-08
1929,8.912325100141061e-09,1.2254447234738564e-08
1930,1.2604324695075775e-08,1.3654684494213143e-08
1931,3.4216069977333063e-09,2.3951248095954725e-08
1932,1.753525857850491e-08,1.6439305028370654e-08
1933,1.0323596200123575e-08,1.261772819560747e-08
1934,2.2765002327673756e-08,8.38710612072191e-09
1935,1.196828414151696e-09,1.196828414151696e-08
1936,6.0623572828433225e-09,3.15242587589637e-08
1937,1.7627565185307503e-08,2.5182236740306507e-08
1938,1.5558256905023882e-08,2.5930429359277696e-08
1939,9.176430282309411e-09,3.058810094103137e-09
1940,7.607348528892999e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,4.645176332473966e-08
1944,2.8918675454292497e-08,2.5705489292704442e-08
1945,8.714016175304096e-09,2.178504043826024e-09
1946,8.352662561605939e-09,1.5313215584455975e-08
1947,2.0265479960812627e-08,1.549713246618012e-08
1948,2.391815279167986e-08,1.3046265401328583e-08
1949,1.668891336237266e-08,1.47255123650325e-08
1950,1.3825969702452312e-08,1.0635361036293034e-08
1951,1.7058242818279723e-08,1.4925962688039363e-08
1952,8.435843135146115e-09,1.2653764258629963e-08
1953,8.619061908632375e-09,1.2928593307037772e-08
1954,1.5636057781875934e-08,1.6613311615287785e-08
1955,1.0324168187025862e-08,9.385607846468247e-09
1956,1.1337483840634377e-08,1.4825940475304833e-08
1957,1.1485549400447326e-08,2.03205861026845e-08
1958,1.4062814024384807e-08,1.2408365002158916e-08
1959,1.007597205671118e-08,1.5501495198577686e-08
1960,7.612916519406099e-09,1.1765417085030094e-08
1961,1.250668635321972e-08,1.876002997391879e-08
1962,1.331810839388936e-08,8.244543714397423e-09
1963,7.759263453976928e-09,2.133797494252576e-08
1964,1.2776333768727e-08,1.8251904876365188e-08
1965,8.755269398363907e-09,1.8057743744748223e-08
1966,1.1078149952936656e-08,1.2185964237687585e-08
1967,9.367637332502454e-09,2.1693477236794934e-08
1968,1.1677681044375277e-08,8.084548142051062e-09
1969,1.1354394757745467e-08,1.8167030546578644e-08
1970,1.241655755990223e-08,1.0577067222072856e-08
1971,1.3359833239690033e-08,1.7470551227916076e-08
1972,1.0260293947794707e-08,1.0773308467548759e-08
1973,9.37244681864513e-09,8.821126051827832e-09
1974,6.750686232237513e-09,7.313243344242437e-09
1975,1.1422960355389478e-08,7.996072248772634e-09
1976,1.199840671262109e-08,1.9997344224975677e-08
1977,8.22749424145286e-09,1.057820764316375e-08
1978,1.0099005187669263e-08,2.1386128423728223e-08
1979,9.363157360553487e-09,1.521513048885481e-08
1980,9.096241093686785e-09,1.5349906234973787e-08
1981,1.3916208629893845e-08,7.590659656386833e-09
1982,1.1794254461960918e-08,1.6760255405756652e-08
1983,8.841442245000053e-09,8.209910973278056e-09
1984,8.69851302098823e-09,1.2177918229383522e-08
1985,1.0226449020933615e-08,5.414002135495366e-09
1986,8.392279760016663e-09,1.4386765556650971e-08
1987,1.5277041853778428e-08,9.166225112267057e-09
1988,1.199310784016916e-08,4.797243047249822e-09
1989,1.0427432250992297e-08,7.683371272548811e-09
1990,9.80757164370516e-09,4.90378582185258e-09
1991,1.4653663171770859e-08,9.96449056600568e-09
1992,9.91789939064347e-09,8.264915862810085e-09
1993,1.1632335983335906e-08,7.754890063438324e-09
1994,1.318731612798274e-08,1.2132331583813993e-08
1995,1.2471637056421514e-08,8.133675954979935e-09
1996,9.60856638698715e-09,5.871901187504136e-09
1997,1.1507746755512471e-08,1.054876808126437e-08
1998,1.716526476513991e-08,9.059445638115449e-09
1999,6.8553016596695215e-09,1.0968483010742602e-08
2000,7.068850393920911e-09,8.83606254831193e-09
2001,1.0514908055370142e-08,7.448059946568719e-09
2002,1.3143664823189738e-08,1.1391176002462089e-08
2003,9.167230530238157e-09,1.1667384391955693e-08
2004,1.8500124099318782e-08,1.1011977996133737e-08
2005,1.3511249008502091e-08,6.7556245042510454e-09
2006,9.882935358973555e-09,1.2765458912156191e-08
2007,1.997239706952314e-08,1.1583990655594789e-08
2008,1.4049550856043425e-08,1.1495087548496485e-08
2009,2.2410505451375684e-08,1.668867355419934e-08
2010,2.0312310056169736e-08,1.0392344762522043e-08
2011,2.4473420623394304e-08,2.6767803973370974e-08
2012,3.063827591631707e-08,2.4510619311968185e-08
2013,3.5700800538052135e-08,2.3149738126448938e-08
2014,3.8978011929202694e-08,2.5119163638009923e-08
2015,3.369194701008382e-08,2.903713713919842e-08
2016,4.9297891990818243e-08,3.541991588917881e-08
2017,3.773417134311785e-08,1.6603035390971854e-08
2018,3.5882386839602987e-08,3.381721214168465e-08
2019,4.464228453571195e-08,2.7550667525133576e-08
