year,pas_ADV envoyé_VERB,pas_ADV renvoyé_VERB
1969,4.6144259613356553e-07,6.948889108571166e-08
1970,4.359591230240767e-07,6.3002531192069e-08
1971,3.8383828382393403e-07,4.573173839617084e-08
1972,4.1400284089831985e-07,5.7457643976022155e-08
1973,3.8757823972446204e-07,5.843995865006946e-08
1974,3.662247252123052e-07,4.5567130513290977e-08
1975,3.9466328871640144e-07,4.740528680713396e-08
1976,4.2337234162914683e-07,7.084773301357927e-08
1977,3.6612351550502353e-07,5.818014159331142e-08
1978,3.801978323281219e-07,6.178215272711896e-08
1979,3.8740063246223144e-07,5.383815349091492e-08
1980,3.8829580262245145e-07,5.969408078954075e-08
1981,3.4917033531201014e-07,5.8827609450418095e-08
1982,3.240316175379121e-07,6.89032759737529e-08
1983,2.886099537136033e-07,6.567928778622445e-08
1984,3.2590426712886256e-07,5.5090580985961424e-08
1985,3.5251170515948616e-07,5.9554025710895075e-08
1986,3.4887904121205793e-07,4.7955882820360785e-08
1987,3.171514038058376e-07,5.438626970999394e-08
1988,3.268121702149074e-07,6.896036808257122e-08
1989,3.704482480770821e-07,7.13455889922443e-08
1990,2.8823365028074477e-07,6.265948826467138e-08
1991,3.32345081233143e-07,6.799299967497063e-08
1992,3.2233174351858906e-07,6.336436086940012e-08
1993,3.052103352274571e-07,6.259304541345045e-08
1994,3.4234273016409134e-07,5.485923537662529e-08
1995,2.944390757875226e-07,7.157635195653711e-08
1996,3.330969491344149e-07,5.17794944698835e-08
1997,3.562606707419036e-07,5.849771156363204e-08
1998,2.9562400527538557e-07,7.29523748077554e-08
1999,2.9523499733841163e-07,5.392837465478806e-08
2000,3.530007290919457e-07,6.052702872239024e-08
2001,3.075610663927364e-07,5.7393872765487686e-08
2002,3.180766725563444e-07,7.31663973851937e-08
2003,3.091856797254877e-07,7.417122560582357e-08
2004,3.2507358582734014e-07,5.85837227617958e-08
2005,3.4678870974858e-07,5.5846495428113485e-08
2006,3.5331495951140823e-07,4.8591100920702957e-08
2007,3.9665181361669966e-07,5.152878657099791e-08
2008,3.7933787666588614e-07,6.556457066153598e-08
2009,4.1054136090679094e-07,6.389377915638761e-08
2010,4.8229924232146e-07,6.943975705553385e-08
2011,4.757021088153124e-07,7.418505276746146e-08
2012,5.868931793884258e-07,7.829780912516071e-08
2013,6.462402666329581e-07,8.478939861333856e-08
2014,6.83197981743433e-07,8.207037183183274e-08
2015,6.49234948468802e-07,8.600312639828189e-08
2016,6.99698659900605e-07,8.28536030894611e-08
2017,7.277663485183439e-07,7.974487914452766e-08
2018,7.579185989925463e-07,8.079990720943897e-08
2019,6.77542345783877e-07,7.474394436712828e-08
