year,avons_VERB appelé_VERB,avons_VERB rappelé_VERB
1955,1.0859148460440338e-06,6.954735454201e-07
1956,1.0552581670708605e-06,6.488529606940574e-07
1957,1.0451849448145367e-06,6.785309096812853e-07
1958,1.0290671070833923e-06,7.205123893072596e-07
1959,1.0106974741574959e-06,5.720052058677538e-07
1960,1.0485063057785737e-06,6.318720693343494e-07
1961,1.0637631930876523e-06,5.815609256387688e-07
1962,9.601722013030667e-07,7.749870860607189e-07
1963,1.0184033953919425e-06,6.750559577994864e-07
1964,9.874280522126355e-07,5.286968303153117e-07
1965,9.986479199142195e-07,5.723757112718886e-07
1966,1.041346081365191e-06,5.572309191848035e-07
1967,1.033891408042109e-06,4.787355578628194e-07
1968,1.0200005817750935e-06,4.895643428426411e-07
1969,1.0391541991339182e-06,4.823346557714103e-07
1970,1.135425236498122e-06,5.205756679060869e-07
1971,1.1027001391994418e-06,4.264869915004965e-07
1972,9.644676310927025e-07,4.570960925320833e-07
1973,1.1324120805511484e-06,4.283759267309506e-07
1974,1.0981116247421596e-06,4.2810600575649005e-07
1975,1.1565747399799875e-06,4.3807054339595197e-07
1976,1.1581319085962605e-06,4.805075946023862e-07
1977,1.0919060287051252e-06,4.119624179566017e-07
1978,1.075247041626426e-06,3.9683149566371867e-07
1979,1.1329420885886066e-06,4.190012816707167e-07
1980,1.152380036728573e-06,3.7919954820608837e-07
1981,1.1550453109521186e-06,3.9787707351024437e-07
1982,1.2166703982074978e-06,4.2397240918035095e-07
1983,1.117810938922048e-06,4.224946508202265e-07
1984,1.1644409596556216e-06,3.873737739468197e-07
1985,1.1369404546712758e-06,3.4288680694771756e-07
1986,1.0364465197199024e-06,3.6866086361442285e-07
1987,1.0388388318460784e-06,4.1186905264112283e-07
1988,1.0044227565231267e-06,3.3041010283341166e-07
1989,9.67007167673728e-07,3.4684933325479506e-07
1990,9.992826335292193e-07,2.90413083803287e-07
1991,9.724170695335488e-07,3.4465415410522837e-07
1992,9.813210226639058e-07,3.4547349514468806e-07
1993,9.244937473340542e-07,3.3124459264399775e-07
1994,9.911586857924704e-07,3.4656267189348e-07
1995,8.86570717284485e-07,3.1992459526009043e-07
1996,1.0702874533308204e-06,3.544493267781945e-07
1997,1.0217920589639107e-06,3.538632142863207e-07
1998,9.526722237751528e-07,3.466429916443303e-07
1999,1.034236561281432e-06,3.9440837440452015e-07
2000,1.00200952601881e-06,3.5830234423883667e-07
2001,9.879632898446289e-07,3.377914197244536e-07
2002,9.310095947512309e-07,3.702132289618021e-07
2003,8.721369795239298e-07,3.1251920518116094e-07
2004,9.126727604780172e-07,3.3300221957688336e-07
2005,8.746281991989235e-07,3.476894789855578e-07
2006,9.569976100465283e-07,3.693747316901863e-07
2007,8.687993044986797e-07,3.231533867165126e-07
2008,7.859233619456063e-07,3.2186244425247423e-07
2009,7.886590651651204e-07,2.951511248738825e-07
2010,7.850944143683591e-07,2.768142621789593e-07
2011,7.3267301559099e-07,2.3287989847631252e-07
2012,5.988080715724209e-07,2.1242536263343936e-07
2013,6.434511305997148e-07,2.0025917990551534e-07
2014,5.660473902935337e-07,1.814643013631212e-07
2015,5.771962605649605e-07,1.6956801118794829e-07
2016,5.687899715667299e-07,1.9387742611343128e-07
2017,5.735593617828272e-07,1.7282249586969556e-07
2018,5.372032205741561e-07,1.5462985913927696e-07
2019,5.152995186108456e-07,1.5739594516617217e-07
