year,avons_VERB envoyé_VERB,avons_VERB renvoyé_VERB
1855,2.0325569494161755e-07,6.952087971967558e-08
1856,2.9975925031067163e-07,1.0147290652184893e-07
1857,3.5293311384521076e-07,5.9554409403972386e-08
1858,2.867694206543092e-07,6.508589223130912e-08
1859,3.3862951909213734e-07,6.059686086246074e-08
1860,2.988901144362899e-07,6.865776214226571e-08
1861,3.1219678930938244e-07,6.130753149591328e-08
1862,3.257468108586181e-07,1.0255828897243191e-07
1863,3.1516057674707554e-07,7.242200439350199e-08
1864,2.8480684477472096e-07,5.178306139441702e-08
1865,3.949042479689524e-07,7.20147212973643e-08
1866,2.6225654892186867e-07,7.590356432274348e-08
1867,3.649314237463841e-07,8.298307818677131e-08
1868,2.618133123633015e-07,8.447184995930002e-08
1869,2.617566394746973e-07,6.25090450512289e-08
1870,2.6261943730787607e-07,8.601072920555453e-08
1871,3.6324425423117646e-07,6.160282595146782e-08
1872,4.1908060666173697e-07,8.405801565913862e-08
1873,2.717646054861689e-07,1.0415647722084032e-07
1874,3.32785731416152e-07,4.241972462182275e-08
1875,3.6446127182898636e-07,8.010137975134057e-08
1876,2.678384589671623e-07,7.255217582269324e-08
1877,2.245088239760662e-07,7.483627229021295e-08
1878,3.7744302971987054e-07,8.575506171837333e-08
1879,2.8163989895801933e-07,8.919614913338592e-08
1880,2.387438939877029e-07,1.007601895253174e-07
1881,2.733222856932116e-07,7.321133210780317e-08
1882,2.6887755666393787e-07,1.4375632417795714e-07
1883,3.917990056834242e-07,1.4281705773555586e-07
1884,2.535051635277341e-07,1.2741274701966177e-07
1885,3.9447289168492716e-07,8.314869859304963e-08
1886,2.471676623372332e-07,8.454037470073672e-08
1887,3.127354943899263e-07,8.944626728180083e-08
1888,3.3605257954150147e-07,7.672143453874014e-08
1889,4.5359590217231016e-07,1.014952175637518e-07
1890,2.733179087499593e-07,9.766036157543567e-08
1891,2.409455248653103e-07,9.433845349349212e-08
1892,2.864710211269994e-07,1.0781841552898186e-07
1893,3.461030075868621e-07,8.252278149711856e-08
1894,2.911311014486273e-07,7.561847326087445e-08
1895,3.5630196748570597e-07,9.268666190109798e-08
1896,2.653663102591963e-07,8.668632744956994e-08
1897,3.0765048109060444e-07,8.914872040577393e-08
1898,2.704693713440065e-07,5.8846890027552945e-08
1899,2.3768586743244668e-07,5.638129962903804e-08
1900,2.990046539252944e-07,4.983411017178696e-08
1901,2.8726117307087407e-07,4.3033288932292635e-08
1902,2.430590484436834e-07,6.825294462942111e-08
1903,2.7595126539381454e-07,4.75219366080637e-08
1904,2.6066931013701833e-07,5.965834048993202e-08
1905,2.6835945732273103e-07,6.244518147013878e-08
1906,2.3560365036701114e-07,7.047533046034005e-08
1907,2.8439924903977953e-07,8.228549575051147e-08
1908,2.9271879498082853e-07,7.219741604558294e-08
1909,2.7834977345264633e-07,6.821219500352527e-08
1910,2.9179062721595983e-07,9.191938943331479e-08
1911,2.649546217980969e-07,6.544060227042792e-08
1912,3.3184014114340243e-07,9.949994250746386e-08
1913,2.810584476264921e-07,9.12114259676855e-08
1914,2.3170733243205177e-07,9.509376042160511e-08
1915,4.877235255662526e-07,2.4150563149305526e-07
1916,3.483025352579716e-07,8.24059682713596e-08
1917,3.5640880469145486e-07,2.1932848426331475e-08
1918,3.273617323884537e-07,1.573633596763102e-07
1919,2.743938694038661e-07,4.511845830279526e-08
1920,5.36871255008009e-07,7.799398815677705e-08
1921,3.0290991048786964e-07,6.133925722906497e-08
1922,2.597033414986072e-07,4.426761179843197e-08
1923,2.3885883138063946e-07,2.547827477883402e-07
1924,2.3591672970724176e-07,8.121723737986031e-08
1925,2.584571916486311e-07,7.588742789721437e-08
1926,2.3852734898355266e-07,5.238685218955652e-08
1927,2.397083278538048e-07,4.9056588125040435e-08
1928,2.319486327451159e-07,3.999114284169991e-08
1929,2.1278175665884191e-07,3.5649300400564243e-08
1930,2.1427351271086081e-07,3.466189113510154e-08
1931,2.2696659129906038e-07,5.930785462737731e-08
1932,1.8192831419128197e-07,5.589363638591749e-08
1933,2.546487110066664e-07,2.0761898156251846e-07
1934,1.845163382085957e-07,5.751158482780738e-08
1935,2.1782277315196552e-07,5.146362269670135e-08
1936,1.7580836697561608e-07,3.516167268458048e-08
1937,1.989396736234994e-07,3.777335422228134e-08
1938,1.4261735259424313e-07,3.8895642262559704e-08
1939,1.9270503059942712e-07,3.058810094103137e-08
1940,1.9018371233414655e-07,6.339457314652464e-08
1941,1.741386483899987e-07,5.60785480274717e-08
1942,1.7598428314613557e-07,2.730790527039062e-08
1943,1.9161352327046188e-07,5.516146828199453e-08
1944,2.570548929270444e-07,3.855823393905666e-08
1945,2.7449149797575956e-07,1.9606536838523425e-08
1946,2.157771206157122e-07,3.480275978517966e-08
1947,2.717958693665423e-07,2.8610090296865565e-08
1948,2.1743775846516655e-07,4.892349636520521e-08
1949,1.8652315247891238e-07,6.577395339490977e-08
1950,1.8505528487366973e-07,4.4668517773516214e-08
1951,2.324185572888382e-07,4.797630737130021e-08
1952,2.3198568044335843e-07,4.112473561690422e-08
1953,1.7238123461993382e-07,2.693456835345387e-08
1954,1.7590565448699635e-07,3.8112890621277984e-08
1955,1.8583503447189287e-07,5.5375085850073447e-08
1956,1.7791128925637167e-07,2.8779767902165077e-08
1957,2.0232236863648723e-07,3.180613461495341e-08
1958,1.373192475284668e-07,2.6471179026543723e-08
1959,1.852428681559104e-07,4.030388822684472e-08
1960,1.792495822883211e-07,3.18358317485945e-08
1961,2.1122404803008976e-07,4.377340445671507e-08
1962,2.4353113303732243e-07,3.99543260698465e-08
1963,1.338473083478675e-07,2.8450633848819962e-08
1964,2.1415569051441707e-07,3.224503331011874e-08
1965,2.0957925528364285e-07,5.362602450986742e-08
1966,2.2765597407214955e-07,6.868452828712179e-08
1967,1.9967859543612576e-07,3.303324902503846e-08
1968,1.9896971537036734e-07,4.042274426296899e-08
1969,3.2110227721204865e-07,5.7226149152711514e-08
1970,2.469515436587244e-07,7.219998110485903e-08
1971,1.9885598590008158e-07,3.237190426830239e-08
1972,1.8058116779684497e-07,2.8215808356435446e-08
1973,1.9241080906340358e-07,6.229920046507686e-08
1974,2.1377172743086703e-07,4.5567130513290977e-08
1975,2.393110207776772e-07,4.968987710185502e-08
1976,2.1711402098389954e-07,2.9138986334942274e-08
1977,2.0509968123860745e-07,3.349765620441758e-08
1978,1.7168308374948538e-07,3.326731246033887e-08
1979,1.6034407224196912e-07,3.3356247541860284e-08
1980,2.370707790078086e-07,2.5583178242527538e-08
1981,1.8913392807462515e-07,3.28928564385933e-08
1982,2.1477957545812387e-07,2.1726258125909226e-08
1983,1.8819642377820855e-07,4.7996401519867504e-08
1984,2.052849055189654e-07,2.2616132966390978e-08
1985,1.7866207713268523e-07,3.4890238254092765e-08
1986,2.5716343543535913e-07,4.375974427262008e-08
1987,1.8271342128173274e-07,3.849814689260711e-08
1988,1.6250660905825498e-07,3.1182079140990027e-08
1989,2.7221085474593565e-07,4.50026007570159e-08
1990,1.678184560205409e-07,2.7243254763220648e-08
1991,2.760750135166745e-07,2.6376593353916178e-08
1992,1.537274414431522e-07,4.518154383958972e-08
1993,1.7005366714784032e-07,2.6034275180109034e-08
1994,2.2893181039762567e-07,3.745197929561073e-08
1995,1.496596411243445e-07,2.8738989854559804e-08
1996,1.5854134005621745e-07,2.6690461396583487e-08
1997,1.7980853783683415e-07,2.6371919759071716e-08
1998,1.8166572601785447e-07,2.0026142522056034e-08
1999,2.0017481006107118e-07,3.6104587763929885e-08
2000,2.3636468426957435e-07,3.269343196166119e-08
2001,1.8532526269154914e-07,2.6287271026603776e-08
2002,2.0241243703367218e-07,1.8839251936242363e-08
2003,1.8126114298411267e-07,2.3334768783911386e-08
2004,2.2508483255023748e-07,2.2904915297772277e-08
2005,1.9366123638064892e-07,1.8465373230469595e-08
2006,1.548326622469176e-07,2.3471972809829822e-08
2007,1.7056427736861224e-07,2.5964116190380082e-08
2008,1.9286201791146595e-07,2.0009967016676455e-08
2009,2.970583921069192e-07,2.384096298158056e-08
2010,1.884793476847335e-07,2.267420740054149e-08
2011,1.7207874236646603e-07,2.1796640936599943e-08
2012,2.2502111107769451e-07,2.3489343803362317e-08
2013,2.9481051910806855e-07,2.2312999448104165e-08
2014,2.7761007004301064e-07,2.7068065122648477e-08
2015,2.3074549915236275e-07,2.4160671685535817e-08
2016,2.444181177452265e-07,2.4648945995409122e-08
2017,2.3093312506716757e-07,2.037645252528364e-08
2018,2.545326083236432e-07,2.5298373174109656e-08
2019,2.400479388597887e-07,1.3265136544760026e-08
