year,aviez_VERB apporté_VERB,aviez_VERB rapporté_VERB
1866,1.1190909532388105e-08,0.0
1867,5.82337378318698e-09,9.7056229719783e-10
1868,8.89177353968762e-09,4.93987406535723e-10
1869,2.3929244363785074e-08,4.883519144627257e-10
1870,1.3761717099214366e-08,2.8670243956696595e-09
1871,8.496941816815706e-09,0.0
1872,9.675742873582749e-09,1.2094678591978436e-09
1873,1.1972009161809183e-08,0.0
1874,1.9716210886144836e-08,2.3898436563030145e-09
1875,1.0298748520654044e-08,1.1443054281912168e-09
1876,1.1487427897804992e-08,6.04601479992084e-09
1877,8.658742167710898e-09,6.184815992682502e-10
1878,4.22736201599605e-09,0.0
1879,3.665595160740054e-09,1.832797580370027e-09
1880,1.6044616302224313e-08,0.0
1881,6.9725074602899895e-09,0.0
1882,1.2645231528551903e-08,6.655385131892899e-10
1883,8.21514056781325e-09,1.2638677882037541e-09
1884,3.300848483434038e-09,6.601696966868076e-10
1885,9.023890079618013e-09,0.0
1886,9.680196200179125e-09,1.2906927748801422e-09
1887,4.570247291724172e-09,6.528924623161458e-10
1888,4.4384300679212174e-09,1.9021844099853524e-09
1889,2.5060546970934183e-09,9.397704836544563e-09
1890,7.865263995654459e-09,3.2771931834929546e-09
1891,2.5496880162734215e-09,0.0
1892,5.014809900671935e-09,0.0
1893,9.853466487186324e-09,1.847525021858587e-09
1894,1.8904617871129403e-09,0.0
1895,6.018614495673091e-09,0.0
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,1.1070755867592652e-08,2.9133566670225264e-09
1898,1.3580051749784161e-08,0.0
1899,8.291367592505594e-09,3.3165470370022376e-09
1900,0.0,4.15284251431558e-09
1901,5.588738916095792e-10,0.0
1902,1.4730852093691738e-09,9.820567692386817e-10
1903,3.2401321625741275e-09,1.0800440541913758e-09
1904,4.299700151477737e-09,7.524475265086039e-09
1905,6.708986699521802e-09,2.0643036169332163e-09
1906,3.0865106026567446e-09,0.0
1907,5.142843484406967e-09,0.0
1908,8.349361202419914e-09,3.437972351250096e-09
1909,7.151278680339601e-09,0.0
1910,5.878565634276356e-09,0.0
1911,2.128149656499545e-09,3.1922244847493175e-09
1912,3.646594803896619e-09,1.0418842455450772e-09
1913,5.302989602995467e-09,5.30298971401777e-10
1914,4.68772043404897e-09,6.696743715117748e-10
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,7.69122365795738e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,2.2972752589112133e-09
1919,8.287063479883727e-09,9.207848372660976e-10
1920,7.572231730534895e-09,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,7.377935595798135e-09,7.377935484775833e-10
1923,6.369568872344189e-09,0.0
1924,3.867487219366694e-09,0.0
1925,8.798542339150117e-09,0.0
1926,1.671920735191179e-08,0.0
1927,3.3447675740205796e-09,0.0
1928,1.1426041446327417e-08,1.1426041224282812e-09
1929,8.912325100141061e-09,2.2280812750352652e-09
1930,1.6805765667982087e-08,3.1510811737689437e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,1.1470662641954732e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,1.196828414151696e-08,0.0
1936,4.849885826274658e-09,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,0.0
1948,1.0871887834440486e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,6.326882129314981e-09,0.0
1953,3.232148326759443e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,0.0
1955,7.508486277174597e-09,2.815682353940474e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,7.068030161150318e-09,1.7670075402875796e-09
1958,1.2408365002158916e-08,8.272243445794913e-10
1959,3.8753737996444215e-09,0.0
1960,8.997083078554624e-09,0.0
1961,4.86371165564492e-09,2.08444772553662e-09
1962,3.805173953708163e-09,0.0
1963,3.879631726988464e-09,1.939815863494232e-09
1964,7.300761772910391e-09,6.083968440151466e-09
1965,4.924839203113152e-09,1.6416130677043839e-09
1966,6.6468897053084675e-09,0.0
1967,5.916402479044791e-09,5.916402479044791e-09
1968,3.1439910674890825e-09,0.0
1969,4.995933444718048e-09,2.2708788183223305e-09
1970,5.978342709767048e-09,0.0
1971,2.569198631618974e-09,5.138397485282553e-10
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,1.6539611902288698e-09,2.205281512956958e-09
1974,1.1251143350321513e-09,5.625571675160757e-10
1975,2.8557400888473694e-09,0.0
1976,8.570290255249802e-09,0.0
1977,5.289103821581875e-09,1.7630346071939584e-09
1978,4.158414057542359e-09,0.0
1979,4.096381456264453e-09,0.0
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,4.966001831974154e-09,0.0
1983,5.052252838311233e-09,0.0
1984,2.8995041922996734e-09,2.8995041922996734e-09
1985,4.210890747202711e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,7.944062296871834e-09,6.110816852533674e-10
1988,1.199310784016916e-08,0.0
1989,2.7440609784434855e-09,0.0
1990,7.083246433836621e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,6.060938417817852e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,3.164955852952289e-09,0.0
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,4.804283193493575e-09,5.338092190498855e-10
1997,0.0,9.58978896292706e-10
1998,1.9072516899143466e-09,9.536258449571733e-10
1999,1.8280804647829996e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,9.20054432640427e-09,1.3143635069212678e-09
2002,1.752488598683044e-09,0.0
2003,2.9168460979889232e-09,0.0
2004,4.404791198453495e-09,4.404791253964646e-10
2005,5.404499514582994e-09,1.3511248786457486e-09
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,9.98619853476157e-09,3.994479469415779e-10
2008,4.257439734089985e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,0.0
2011,5.353560705856353e-09,3.059177577924288e-09
2012,9.531907707582832e-09,3.744677901096338e-09
2013,1.2829975304384789e-08,5.29933741333366e-09
2014,1.1260315346817151e-08,3.681256854903836e-09
2015,1.0196246513771712e-08,1.994917786518613e-09
2016,1.1599504468051691e-08,1.4499380585064614e-09
2017,7.043711836018929e-09,2.5156112748447867e-09
2018,8.518839855753413e-09,2.0651733656507076e-09
2019,1.3775333762566788e-08,2.5509878653906526e-09
