year,nos_DET ans_NOUN,nos_DET rangs_NOUN
1937,1.6368453259474336e-08,3.7899264793139764e-07
1938,4.148868626430158e-08,4.2136948041893163e-07
1939,2.4470481641003516e-08,3.028222010925674e-07
1940,3.0429394115571995e-08,4.716556207817746e-07
1941,5.607854847156091e-08,3.7779232586743206e-07
1942,4.2478965012193726e-08,5.006449679267888e-07
1943,4.3548528783077245e-08,3.4548497795938715e-07
1944,2.5705489292704442e-08,3.855823251797119e-07
1945,3.267756198965799e-08,6.295876797679512e-07
1946,5.986074924635432e-08,4.886307349849517e-07
1947,2.8610089852776355e-08,4.4226429940508183e-07
1948,3.0441285714388755e-08,3.848648253423903e-07
1949,2.1597417965146803e-08,4.319483695169879e-07
1950,8.295581821471387e-08,4.828454338579036e-07
1951,4.371174844308712e-08,3.592892446890872e-07
1952,2.1089607171731473e-08,3.458695623237418e-07
1953,1.939288907237824e-08,4.3634000723713484e-07
1954,4.104465145537972e-08,3.703791326969963e-07
1955,1.8771216581114913e-08,2.95646639170144e-07
1956,1.4825940475304833e-08,3.4186873953956365e-07
1957,1.6786571077620493e-08,3.2866341026505097e-07
1958,3.3916197239580725e-08,3.0276412066321257e-07
1959,2.40273188012452e-08,2.9685362845643937e-07
1960,5.1906251297140216e-08,2.8513834382515313e-07
1961,4.5163034867456986e-08,3.0780346554903915e-07
1962,4.819886784135363e-08,4.1539814743529746e-07
1963,4.0736133799512686e-08,3.019646843682722e-07
1964,4.9888540409881443e-08,4.3257015547304434e-07
1965,4.3776346048129966e-08,3.496635851973906e-07
1966,3.6003986569888013e-08,3.8828913506705476e-07
1967,3.993571850990918e-08,4.323904359004871e-07
1968,5.569355751577909e-08,4.329724911933397e-07
1969,3.406318194176805e-08,4.6734687186855695e-07
1970,3.2650948611490094e-08,3.6191964980503144e-07
1971,2.774734608745888e-08,3.884628589911898e-07
1972,2.2059630899740057e-08,4.078466644408252e-07
1973,2.5360736732871203e-08,4.0577180993039974e-07
1974,1.8001828638869455e-08,4.016658039507348e-07
1975,1.5420996479775795e-08,3.8038457317313146e-07
1976,2.4568166112626244e-08,4.039463639138319e-07
1977,1.3516598063034735e-08,6.37043176432428e-07
1978,1.7227714810275074e-08,3.689107355153709e-07
1979,1.345953837272873e-08,4.2134208833033426e-07
1980,1.4212876431329846e-08,3.376979580416162e-07
1981,2.024175771442316e-08,3.08054250997003e-07
1982,1.8622506203769262e-08,4.1528190486417316e-07
1983,2.9681985536100797e-08,3.4481625155180495e-07
1984,2.4355835570588624e-08,3.0560775687860087e-07
1985,1.924978509926234e-08,3.320587969035671e-07
1986,2.6975184141964093e-08,3.0451984867063686e-07
1987,1.833245094617908e-08,3.116516623657972e-07
1988,1.6190695006912392e-08,2.9143252744390225e-07
1989,2.030605161795762e-08,3.205063343614256e-07
1990,1.1987032311200352e-08,2.87143903543452e-07
1991,2.9307326621097474e-08,3.1593297578069723e-07
1992,2.093778761480536e-08,3.1792376775641173e-07
1993,2.437251228615267e-08,3.196122762005871e-07
1994,1.4769794220992338e-08,2.864285018056023e-07
1995,1.9520823790752928e-08,3.031150037635655e-07
1996,2.56228422923499e-08,2.914598242753641e-07
1997,1.870008814464086e-08,3.0016040852842707e-07
1998,3.0516027038629545e-08,2.9800808021285263e-07
1999,3.473352708227573e-08,2.6827080312763485e-07
2000,2.032294532661183e-08,2.752433587716041e-07
2001,1.6648604800328926e-08,2.45785972463608e-07
2002,1.9277373808357368e-08,2.992374397159381e-07
2003,2.4584844826591734e-08,3.021019070459374e-07
2004,1.4535811138083332e-08,3.145021010286797e-07
2005,2.0717248361279417e-08,3.197662330478579e-07
2006,1.2765458912156191e-08,3.096653107270697e-07
2007,1.797515847279385e-08,2.820102515954659e-07
2008,1.3198063086861112e-08,3.1632776753554026e-07
2009,1.1920481268745675e-08,3.275748277076218e-07
2010,1.511613750837526e-08,3.334997866755174e-07
2011,1.1471915861704929e-08,3.227432303631872e-07
2012,1.361701096325163e-08,3.901273712969555e-07
2013,1.3108887808588321e-08,4.557430184348732e-07
2014,1.7973194821330196e-08,4.1533238714919207e-07
2015,1.4851054830344879e-08,4.6703244027668234e-07
2016,2.1749071099641526e-08,5.426910885120151e-07
2017,7.295272969054523e-09,4.258929919842558e-07
2018,1.2907333535316923e-08,4.744735866424321e-07
2019,1.5561025135113482e-08,4.316271211557421e-07
