year,nos_DET aigles_NOUN,nos_DET règles_NOUN
2003,7.083769126836614e-09,1.3959192202150916e-07
2004,1.1892936246926666e-08,1.7222734438604448e-07
2005,9.457874483587148e-09,1.5898235616873535e-07
2006,6.176834765891925e-09,1.6059770246990013e-07
2007,3.5950314392074745e-09,1.6776814226737713e-07
2008,4.257439817356712e-09,1.345350915116228e-07
2009,3.814554005998616e-09,1.6164173088917266e-07
2010,5.668551683601919e-09,1.7478033886852984e-07
2011,7.265546803081335e-09,1.6748997477833427e-07
2012,1.225530979476197e-08,1.7702113475071002e-07
2013,1.4224537658868996e-08,2.0332721917259988e-07
2014,8.87832538043476e-09,1.9943749665629618e-07
2015,2.039249380469954e-08,1.8419741931730016e-07
2016,3.85269239844277e-08,1.8621347308567238e-07
2017,8.301517528952473e-09,2.1508476333309545e-07
2018,5.1629335251490716e-09,2.669236551788856e-07
2019,1.1734543836627864e-08,2.41578538229259e-07
