year,mes_DET routes_NOUN
1951,1.8124383327489113e-08
1952,1.5817205434309756e-08
1953,3.124410041799308e-08
1954,2.345408711690311e-08
1955,1.0324168187025862e-08
1956,1.308171238001421e-08
1957,2.562160955621451e-08
1958,9.099467679352102e-09
1959,1.007597205671118e-08
1960,2.0762499997051265e-08
1961,1.389631876236308e-08
1962,1.1415521361524128e-08
1963,1.7458344103715717e-08
1964,1.9468698209124113e-08
1965,1.2038495089683465e-08
1966,1.2185964348709888e-08
1967,1.1339771344154315e-08
1968,1.2575964380978633e-08
1969,1.4079448940051975e-08
1970,1.1496812946099055e-08
1971,4.624557736754298e-09
1972,8.721249666887587e-09
1973,1.5436970646209858e-08
1974,5.063014507644681e-09
1975,1.5420996479775795e-08
1976,2.0568696801337438e-08
1977,8.815172591880582e-09
1978,8.910887250301869e-09
1979,2.0481906393143845e-08
1980,1.0801786187730755e-08
1981,1.138598904049104e-08
1982,7.449002747961231e-09
1983,2.0209011353244932e-08
1984,1.3337719928507852e-08
1985,3.0077789148208467e-09
1986,1.0190625343575732e-08
1987,1.3443796742507175e-08
1988,5.396898483667201e-09
1989,6.036934285802431e-09
1990,1.6890818299586385e-08
1991,5.275318515352012e-09
1992,1.983579833719773e-08
1993,1.1078415129706087e-08
1994,1.318731657207195e-08
1995,5.4224509327127635e-09
1996,6.939519847648512e-09
1997,1.1507746311423261e-08
1998,6.198567992221626e-09
1999,1.1882523326400829e-08
2000,1.1045078629479121e-08
2001,6.571817756650944e-09
2002,1.5334275627054694e-08
2003,1.3334153114996639e-08
2004,1.1011978218178342e-08
2005,9.908249332113428e-09
2006,1.3177247903950473e-08
2007,7.988958827809256e-09
2008,1.1920831211043037e-08
2009,1.0966842545201416e-08
2010,1.2754241440759984e-08
2011,1.5295887223487625e-08
2012,1.2595734733000796e-08
2013,1.2551062911203559e-08
2014,1.9055917066523875e-08
2015,1.3299451984138955e-08
2016,1.304944241553585e-08
2017,1.710615760153189e-08
2018,1.3681773547435938e-08
2019,9.948852186525414e-09
