year,anciens_ADJ aides_NOUN
1989,2.1952488715726304e-09
1990,3.814055737905164e-09
1991,4.68917216167597e-09
1992,3.30596661157756e-09
1993,9.970573700002205e-09
1994,7.912389854425328e-09
1995,1.626735190995987e-09
1996,1.067618438099771e-09
1997,6.233362714880286e-09
1998,4.291316191284977e-09
1999,7.312321859131998e-09
2000,1.1486882001143783e-08
2001,4.8193329327261836e-09
2002,7.009954394732176e-09
2003,4.583615265119079e-09
2004,2.642874807889939e-09
2005,1.0808999029165989e-08
2006,4.529678854225949e-09
2007,5.991719120856942e-09
2008,4.257439734089985e-09
2009,4.76819250749827e-09
2010,3.3066551718974324e-09
2011,3.059177577924288e-09
2012,5.1063788752969685e-09
2013,1.3945624655065103e-09
2014,6.9294245896855955e-09
2015,4.211493376260478e-09
2016,5.3854840587064245e-09
2017,3.2702947017071438e-09
2018,4.130346731301415e-09
2019,3.826481798085979e-09
