year,avez_VERB acheté_VERB,avez_VERB racheté_VERB
1930,5.7769820926978355e-08,1.7856125467119455e-08
1931,4.790249619190945e-08,1.0264820993199919e-08
1932,5.2605777511871565e-08,1.0959536389520963e-08
1933,4.244144946596862e-08,8.02946331646126e-09
1934,3.1152108448395666e-08,0.0
1935,5.864459140525469e-08,5.98414207075848e-09
1936,4.243650053581405e-08,1.576212937948185e-08
1937,4.784624962894668e-08,2.5182236296217297e-09
1938,7.130867629712156e-08,7.779128452511941e-09
1939,3.058810094103137e-08,1.2235240376412548e-08
1940,6.593035806190528e-08,0.0
1941,5.017554371988808e-08,8.854508237732261e-09
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,5.516146828199453e-08,5.806470415592457e-09
1944,5.1410978585408884e-08,1.2852744646352221e-08
1945,4.357008265287732e-08,8.714016175304096e-09
1946,5.4292307538617024e-08,8.352662561605939e-09
1947,5.1259746669529704e-08,7.152522574216391e-09
1948,6.305695166020087e-08,4.348755133776194e-09
1949,5.5956945743673714e-08,4.908504269707237e-09
1950,5.104973510583477e-08,3.190608444114673e-09
1951,4.904244832459881e-08,3.1984206394497505e-09
1952,6.115985939914026e-08,5.272402070488624e-09
1953,5.2791754967529414e-08,0.0
1954,5.863521579385633e-08,2.9317608341017376e-09
1955,6.757638004728506e-08,4.6928039232341234e-09
1956,7.587393469066228e-08,0.0
1957,6.449577227840564e-08,1.7670075402875796e-09
1958,6.204182767532984e-08,4.9633461784992505e-09
1959,4.340418868764573e-08,7.750747821333448e-10
1960,6.851625045101173e-08,6.2287499602575735e-09
1961,6.461787904754601e-08,4.86371165564492e-09
1962,8.43480236767391e-08,4.43936931660005e-09
1963,7.435961180135564e-08,3.879631726988464e-09
1964,5.293052396382336e-08,1.8251904432275978e-09
1965,4.1587529864273165e-08,2.188817349590977e-09
1966,6.092982118843793e-08,3.3234448526542337e-09
1967,6.064312429998608e-08,5.916402479044791e-09
1968,5.838840522187638e-08,5.838840522187638e-09
1969,6.81263685464728e-08,1.8167031212712459e-09
1970,5.196559271780643e-08,9.197450023812337e-10
1971,6.268844998658096e-08,4.1107179882260425e-09
1972,4.924940810724365e-08,5.130146862875051e-10
1973,5.5683358368696645e-08,2.7566018356850464e-09
1974,8.100823123413647e-08,3.3753431161187564e-09
1975,6.739546876133318e-08,3.998036124386317e-09
1976,4.799362685048436e-08,3.4281160132820787e-09
1977,5.994317575641617e-08,5.876781727920388e-09
1978,6.53465050959312e-08,2.970295565063452e-09
1979,9.18759823775872e-08,2.925986564150662e-09
1980,5.855705254020904e-08,3.97960553399912e-09
1981,7.147870917378896e-08,2.5302198114474095e-09
1982,1.0801053917930403e-07,1.8622506869903077e-09
1983,8.651983307572664e-08,1.89459470334441e-09
1984,6.610869718315371e-08,4.639206796497319e-09
1985,6.436646771135202e-08,4.812446441349039e-09
1986,6.474044056403727e-08,9.591176741707841e-09
1987,6.721898415662508e-08,4.277571630240118e-09
1988,7.25583007010755e-08,1.798966087207532e-09
1989,7.902895760025785e-08,3.2928733073589456e-09
1990,7.955030412176711e-08,3.814055737905164e-09
1991,6.037308963868782e-08,8.20605094986604e-09
1992,6.722132184222573e-08,1.65298330578878e-09
1993,5.760775678709251e-08,5.539207426075166e-10
1994,5.5386728092798876e-08,2.637463358823311e-09
1995,5.2055526111871586e-08,5.4224509327127635e-09
1996,7.953757119594229e-08,3.736664311304594e-09
1997,5.370281996874837e-08,5.753873377756236e-09
1998,6.818424935772782e-08,1.43043876743576e-09
1999,6.718195777466462e-08,2.7421207526856506e-09
2000,5.257457402763066e-08,3.97622823555821e-09
2001,6.265133123406486e-08,1.3143635069212678e-09
2002,6.133710428457562e-08,4.381221607729913e-09
2003,5.75035379313249e-08,4.583615265119079e-09
2004,7.311953709177033e-08,3.523833003171717e-09
2005,6.935774621297242e-08,8.557123898356167e-09
2006,1.0047651244349254e-07,3.706100981659688e-09
2007,1.2143217986704258e-07,4.393927444112933e-09
2008,1.3666381448729226e-07,2.9802078582719105e-09
2009,1.8929723921701225e-07,1.0013204487790972e-08
2010,2.12098299812169e-07,5.668551850135373e-09
2011,3.1547767775919056e-07,8.795135286732148e-09
2012,3.5574441881180974e-07,1.3617010630184723e-08
2013,3.405521624699759e-07,7.80955033974351e-09
2014,3.1398954547512403e-07,1.4508482415465096e-08
2015,3.5664697861648165e-07,1.1526192444932803e-08
2016,3.6227737609806354e-07,1.532791671365885e-08
2017,3.446387495387171e-07,1.282961736848165e-08
2018,3.756034061552782e-07,1.0842160058643913e-08
2019,3.520363236475532e-07,1.0459049626376782e-08
