year,vous_PRON assurer_VERB,vous_PRON rassurez_VERB
1944,1.0860569545911858e-06,3.2131861615880553e-09
1945,9.912193945638137e-07,0.0
1946,9.20185016184405e-07,2.7842208538686464e-09
1947,1.0883754839596804e-06,2.3841741914054637e-09
1948,9.534645641906536e-07,1.0871887834440486e-09
1949,8.275737855001353e-07,3.9268033269479474e-09
1950,9.529284170639585e-07,8.508289184305795e-09
1951,1.230325779033592e-06,1.0661401761424827e-09
1952,8.58347050325392e-07,3.163441175679793e-09
1953,1.1107815680588828e-06,4.3095309543161875e-09
1954,1.039797894009098e-06,3.9090144454689835e-09
1955,1.1563068937903154e-06,1.8771215692936494e-09
1956,9.76767864813155e-07,1.744228317335228e-09
1957,1.077874571819848e-06,8.835037701437898e-10
1958,1.0042504072771408e-06,1.6544486891589827e-09
1959,1.088980070562684e-06,1.5501495642666896e-09
1960,1.1031808071493288e-06,8.305000243069571e-09
1961,1.1304655345156789e-06,8.337791068679934e-09
1962,1.4231350178306457e-06,3.805173953708163e-09
1963,9.84779944701586e-07,4.526237162849611e-09
1964,1.3999210750625934e-06,9.734349104562057e-09
1965,1.4610355947297649e-06,2.188817349590977e-09
1966,9.820779496294563e-07,1.6617224263271169e-09
1967,1.1236235195610789e-06,6.409436315024664e-09
1968,1.2014537560389726e-06,0.0
1969,1.5610021364409477e-06,4.5417576088890854e-09
1970,1.334550006504287e-06,1.8394900047624674e-09
1971,1.2434921927706455e-06,4.1107179882260425e-09
1972,1.3020312508160714e-06,1.0260293725750103e-09
1973,1.1858901416417211e-06,2.205281512956958e-09
1974,1.1746193422368378e-06,3.3753431161187564e-09
1975,1.191414753520803e-06,2.8557400888473694e-09
1976,1.2621180758287665e-06,2.8567634369203176e-09
1977,1.0331382327422034e-06,2.938390863960194e-09
1978,9.55841187533224e-07,5.346532105932056e-09
1979,1.1358680467310478e-06,3.5111840102075575e-09
1980,1.326914116361877e-06,1.7055452605774235e-09
1981,1.0367575669079088e-06,2.5302198114474095e-09
1982,1.0174096587434178e-06,1.8622506869903077e-09
1983,1.104548800867633e-06,2.5261264191556165e-09
1984,1.2821607242585742e-06,1.739702604197646e-09
1985,1.0160277952309116e-06,6.015558051686298e-10
1986,1.1833113831016817e-06,1.7983456945813714e-09
1987,1.1115575944131706e-06,1.8332451112712533e-09
1988,8.904882520255342e-07,5.996553809062277e-10
1989,1.3155029137124075e-06,3.841685636274406e-09
1990,9.567830829837476e-07,1.089730194969718e-09
1991,1.1734653071471257e-06,1.7584395606284886e-09
1992,9.201606872011325e-07,7.713922001162388e-09
1993,1.0740523066488095e-06,2.7696036575264316e-09
1994,1.3429963701128145e-06,2.637463358823311e-09
1995,1.042195094669296e-06,4.337960657352369e-09
1996,8.658385581838957e-07,2.135236876199542e-09
1997,7.954729994708032e-07,1.917957792585412e-09
1998,7.314310437323002e-07,3.337690568372409e-09
1999,8.482293196721002e-07,5.027221222642098e-09
2000,6.746333838236751e-07,6.627046911233947e-09
2001,7.934374366413977e-07,3.943090687297257e-09
2002,7.566369504274917e-07,1.752488598683044e-09
2003,8.625530654171598e-07,1.6667692226413067e-09
2004,9.40863401410752e-07,2.642874724623212e-09
2005,1.0538774404267315e-06,4.503749595485829e-09
2006,9.936468359228456e-07,4.941467846020231e-09
2007,1.171980329672806e-06,1.5977917877663117e-09
2008,1.2644595699384809e-06,3.83169571072095e-09
2009,1.3884977079214877e-06,5.245011758248097e-09
2010,1.5300365703296848e-06,1.0392344318432833e-08
2011,2.1020373424107675e-06,8.03034105878453e-09
2012,2.0827217213081894e-06,1.395743631782409e-08
2013,2.183048081860761e-06,8.925200134513034e-09
2014,2.0794770989596145e-06,1.1909948138821846e-08
2015,2.231648068118375e-06,9.309616549879607e-09
2016,2.1941705199424177e-06,1.4499380585064614e-08
2017,2.036135811067652e-06,1.4338984444250968e-08
2018,2.2019910375092877e-06,9.29328036747279e-09
2019,2.303797145941644e-06,1.8877309493348093e-08
