year,veux_VERB apporter_VERB,veux_VERB rapporter_VERB
1971,1.0790635052160269e-08,7.707596338946132e-09
1972,1.0260293947794707e-08,5.130146973897354e-09
1973,9.923766697284009e-09,8.821126051827832e-09
1974,1.2376257352286757e-08,5.625571564138454e-09
1975,1.1422960355389478e-08,3.4268881066168433e-09
1976,9.712995741040231e-09,3.9994687561772935e-09
1977,1.2928920156696222e-08,1.057820764316375e-08
1978,7.72276909088987e-09,1.0693064211864112e-08
1979,9.948355028654987e-09,4.681578680276743e-09
1980,1.4212877097463661e-08,8.527726080842513e-09
1981,3.1627747087981106e-09,7.590659656386833e-09
1982,1.1794254461960918e-08,1.8622506869903077e-09
1983,1.1999100379966876e-08,7.57837881337764e-09
1984,1.333771937339634e-08,5.219107812592938e-09
1985,1.2632671797518924e-08,1.0828004270990732e-08
1986,1.3187867686781374e-08,6.593933843390687e-09
1987,1.5277041853778428e-08,3.0554083707556856e-09
1988,8.395175221664886e-09,4.797243047249822e-09
1989,2.1952487827547884e-08,6.585746614717891e-09
1990,2.669838927715773e-08,3.814055737905164e-09
1991,1.2895223555631219e-08,2.344586080837985e-09
1992,3.03046938654461e-08,6.61193322315512e-09
1993,1.0524494165053966e-08,4.4313659408601325e-09
1994,1.002236071911966e-08,2.637463358823311e-09
1995,1.4640617607142303e-08,4.880205572987961e-09
1996,9.074756945892659e-09,4.804283193493575e-09
1997,1.2466725429760572e-08,2.876936688878118e-09
1998,1.2397135762398648e-08,5.72175506974304e-09
1999,1.0511462811280126e-08,5.0272213059088244e-09
2000,7.95245647111642e-09,4.418031274155965e-09
2001,9.638665865452367e-09,5.257454027685071e-09
2002,9.200564754507923e-09,5.257465574004527e-09
2003,1.6250998768896352e-08,6.250384210204629e-09
2004,1.189293641346012e-08,1.7619165015858584e-09
2005,9.908249332113428e-09,3.602999676388663e-09
2006,1.93540827808647e-08,4.941467679486777e-09
2007,1.3581230362547103e-08,4.393927444112933e-09
2008,8.51487946817997e-09,5.5346713878634546e-09
2009,1.5258216023994464e-08,7.1522885392028e-09
2010,8.502827775203059e-09,3.3066551718974324e-09
2011,1.5678285336662157e-08,4.5887662558641296e-09
2012,1.736168897537027e-08,5.7872298064864935e-09
2013,1.561910067948702e-08,5.29933741333366e-09
2014,1.7107016248019136e-08,3.897801192920269e-09
2015,1.8175917659846164e-08,1.1526192444932803e-08
2016,1.7399257146166747e-08,1.1599504468051691e-08
2017,1.8363962794865074e-08,5.534344982294215e-09
2018,1.5488799576246493e-08,9.035133530232997e-09
2019,1.7346716063570966e-08,6.377469219387422e-09
