year,plusieurs_DET aigles_NOUN,plusieurs_DET règles_NOUN
1902,9.820567692386817e-10,3.4371987700509976e-08
1903,0.0,2.8081145408975772e-08
1904,0.0,4.353446581006892e-08
1905,1.5482277682110634e-09,2.6319870560786995e-08
1906,5.144184522798412e-10,2.0062319527891503e-08
1907,5.142843373384665e-10,2.4685648525313297e-08
1908,0.0,4.1746805790054964e-08
1909,0.0,4.345777043779364e-08
1910,1.6032452032632705e-09,3.9546713459515104e-08
1911,0.0,3.777465762411225e-08
1912,0.0,2.2921453179947093e-08
1913,5.30298971401777e-10,3.818152682910636e-08
1914,6.696743715117748e-10,2.5447625340291324e-08
1915,0.0,2.0027295266622502e-08
1916,0.0,1.0987461607214755e-08
1917,0.0,2.8512703309502285e-08
1918,0.0,3.560776473676697e-08
1919,0.0,4.051453178499642e-08
1920,7.572231730534895e-10,3.8618382269817175e-08
1921,0.0,3.256281466690325e-08
1922,7.377935484775833e-10,2.87739485571592e-08
1923,0.0,4.671017217461326e-08
1924,0.0,6.703644839234357e-08
1925,1.0998177923937646e-09,5.49908882874206e-08
1926,0.0,3.009457361091705e-08
1927,0.0,6.689535014814396e-08
1928,0.0,3.313551877326404e-08
1929,0.0,3.787738034333188e-08
1930,0.0,7.877702579150991e-08
1931,0.0,4.676196230235519e-08
1932,1.0959536611565568e-09,2.8494796078248896e-08
1933,0.0,2.2941325283909464e-08
1934,1.1981580172459871e-09,6.949316144755358e-08
1935,1.196828414151696e-09,5.744776387928141e-08
1936,0.0,5.2136273964720203e-08
1937,0.0,3.651424218542587e-08
1938,1.2965214457594243e-09,4.019216603978748e-08
1939,0.0,3.976453033516236e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,5.31270463177691e-08
1942,0.0,5.158159899210091e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,2.3963544037997053e-08
1946,0.0,3.3410651134602176e-08
1947,0.0,2.2649655262441115e-08
1948,0.0,3.4790041070209554e-08
1949,9.817008317369869e-10,3.6322930885290816e-08
1950,0.0,4.3604980515254965e-08
1951,0.0,5.330700991734716e-08
1952,0.0,3.163441131270872e-08
1953,0.0,3.770839485106592e-08
1954,9.772536113672459e-10,2.0522326282801373e-08
1955,9.385607846468247e-10,6.100644966977598e-08
1956,0.0,3.8373022093196596e-08
1957,8.835037701437898e-10,5.477723297175885e-08
1958,0.0,4.38428906512911e-08
1959,2.325224457422337e-09,5.5030308310222154e-08
1960,6.920833350854139e-10,5.813499903695174e-08
1961,0.0,5.211119491477234e-08
1962,0.0,7.039571414679813e-08
1963,6.466053248388448e-10,5.043521511538529e-08
1964,0.0,5.658090618254619e-08
1965,0.0,5.8003659209049374e-08
1966,1.1078149508847446e-09,6.037591537833009e-08
1967,9.860671168482327e-10,6.754559866983811e-08
1968,8.982831700699023e-10,5.973582917206954e-08
1969,0.0,5.450109274995896e-08
1970,1.3796175035718505e-09,7.311972610724027e-08
1971,5.138397485282553e-10,5.241165390579283e-08
1972,1.0260293725750103e-09,4.9762424847443754e-08
1973,0.0,5.623467913551394e-08
1974,0.0,5.400548763745405e-08
1975,0.0,5.597250707367607e-08
1976,1.7140580066410394e-09,7.656126133070984e-08
1977,0.0,7.169673654772168e-08
1978,2.3762365408686037e-09,6.118809059429964e-08
1979,0.0,6.963848075969281e-08
1980,1.1370301367108482e-09,6.481072079012051e-08
1981,0.0,7.211126229478282e-08
1982,6.207502289967692e-10,8.069753087980303e-08
1983,0.0,8.146757757288015e-08
1984,0.0,7.306750404723061e-08
1985,1.2031116103372597e-09,8.722558941798297e-08
1986,0.0,8.332335088567788e-08
1987,0.0,7.271871949043884e-08
1988,0.0,8.874899704025552e-08
1989,0.0,6.750390024734543e-08
1990,0.0,6.91978701006235e-08
1991,0.0,1.0374793646406033e-07
1992,0.0,7.769021159731437e-08
1993,0.0,8.530379336235683e-08
1994,0.0,9.864112904267586e-08
1995,5.422450821690461e-10,7.103410748499073e-08
1996,0.0,8.487566915960087e-08
1997,1.438468344439059e-09,8.295167397420755e-08
1998,0.0,8.677995211314737e-08
1999,0.0,8.82048842854033e-08
2000,8.836062992401139e-10,8.394259598532017e-08
2001,4.3812117822561447e-10,9.244356835580447e-08
2002,8.76244299341522e-10,1.161023730489319e-07
2003,4.1669229178253886e-10,1.0125622784684651e-07
2004,4.404791253964646e-10,8.677438412263427e-08
2005,0.0,1.0223511814899666e-07
2006,4.1178899179428186e-10,9.471146622530568e-08
2007,3.994479469415779e-10,9.227247499410396e-08
2008,1.2772319035736501e-09,8.514879379362128e-08
2009,4.76819250749827e-10,1.1491344054093133e-07
2010,4.723793023408973e-10,9.49482394929646e-08
2011,3.82397197240536e-10,1.1892553253289861e-07
2012,3.404252713057332e-10,8.748929403168404e-08
2013,5.578250084070646e-10,1.1072826566760341e-07
2014,6.496335552830246e-10,8.986597599403012e-08
2015,4.433150790905671e-10,1.0550898732475389e-07
2016,1.6570720073882939e-09,1.0335986466714076e-07
2017,1.0062445321423752e-09,1.1596968185756396e-07
2018,0.0,9.964461433753513e-08
2019,5.1019755087367e-10,1.0305990727488279e-07
