year,pourrions_VERB entrer_VERB,pourrions_VERB rentrer_VERB
1853,3.1651239851271384e-08,1.1943863675867306e-09
1854,1.1430461910322265e-08,5.7152309551611324e-09
1855,3.1841622671890946e-08,2.1227748447927297e-09
1856,3.054541508618058e-08,2.0708756931497874e-09
1857,1.9526035899275485e-08,3.4170564155999728e-09
1858,1.663849857891364e-08,3.4255731584664773e-09
1859,3.666364989385329e-08,1.5276520048956854e-09
1860,3.8448344952257685e-08,4.577183909670879e-10
1861,3.5369726703038395e-08,2.357981809808507e-09
1862,2.5300723294208183e-08,0.0
1863,2.7969877081091e-08,4.994620828036034e-10
1864,2.3014694150447212e-08,9.589455896019672e-10
1865,3.530133341200781e-08,2.8241067262513297e-09
1866,2.5301186923343266e-08,4.865612912574591e-10
1867,2.620518202434141e-08,3.396968040192405e-09
1868,2.9639243948054173e-08,0.0
1869,3.90681549333749e-08,2.9301114867763545e-09
1870,1.4335121534259088e-08,1.1468097582678638e-09
1871,1.1683295220166201e-08,1.274541272522356e-08
1872,3.084143074261192e-08,3.628403577593531e-09
1873,2.993002112816612e-08,5.986004469882289e-10
1874,2.1508592240593316e-08,6.572069999322139e-09
1875,3.2612703648737806e-08,6.865832347102696e-09
1876,2.9020871039620033e-08,3.627608879952504e-09
1877,1.4843558382438005e-08,5.566334504436554e-09
1878,2.959153455606156e-08,0.0
1879,2.6270098985037293e-08,6.10932526790009e-10
1880,2.1178893305773272e-08,2.5671385017744797e-09
1881,1.8825771164188154e-08,5.5780060570498335e-09
1882,2.0631693686823382e-08,6.655385131892899e-09
1883,2.401348808689363e-08,5.687405213450347e-09
1884,1.3203393933736152e-08,4.621187876807653e-09
1885,1.9981470700258797e-08,6.445635691854079e-10
1886,2.0005737511041843e-08,1.2906927748801422e-09
1887,2.0239665943222462e-08,0.0
1888,3.1703073943845084e-08,1.268122939990235e-09
1889,1.3783300722991498e-08,6.265136742733546e-10
1890,2.1629475099871343e-08,0.0
1891,2.7409146952095398e-08,1.2748440081367107e-09
1892,1.3790726782758611e-08,3.1342561879199593e-09
1893,1.970693297437265e-08,0.0
1894,1.071261657159539e-08,1.2603078580752936e-09
1895,7.824199066419624e-09,2.4074457982692365e-09
1896,3.538217541176891e-08,0.0
1897,1.2236098356765979e-08,7.574727511894253e-09
1898,1.2448380992680086e-08,5.092519295146758e-09
1899,8.844125432005967e-09,6.080336234504102e-09
1900,1.1939421895590385e-08,5.191053142894475e-10
1901,2.794369402536745e-09,0.0
1902,8.838511256215043e-09,2.455141867585553e-09
1903,2.7001101798873606e-08,1.0800440541913758e-09
1904,8.061937784020756e-09,5.374625189347171e-10
1905,1.651442893546573e-08,1.5482277682110634e-09
1906,2.36632491379396e-08,5.144184522798412e-10
1907,2.3142794347563722e-08,5.142843484406967e-09
1908,1.276961114626829e-08,9.822778146428846e-10
1909,1.0451868703853506e-08,1.6502950117569526e-09
1910,9.085056262847502e-09,2.137660271017694e-09
1911,9.576673676292558e-09,0.0
1912,5.730363294986773e-09,4.167536982180309e-09
1913,1.5378670781274195e-08,7.954484182448596e-09
1914,1.0045115850232378e-08,0.0
1915,5.890381071793627e-09,1.4136913861761968e-08
1916,1.0987462051303964e-09,8.789969641043172e-09
1917,1.4256351654751143e-08,3.289927441585405e-09
1918,3.5607765624945387e-08,1.1486376294556067e-09
1919,6.4454939163738345e-09,9.207848372660976e-10
1920,3.028892692213958e-09,2.2716695191604686e-09
1921,1.1359120755116692e-08,3.0290989716519334e-09
1922,1.0329110011753073e-08,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,7.734974438733389e-09
1925,1.0998178368026856e-08,4.399271169575059e-09
1926,6.687683296036084e-09,7.802296586589819e-09
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,1.4853853258500749e-08,1.1426041224282812e-09
1929,6.684243825105796e-09,0.0
1930,9.453243521306831e-09,2.100720708497761e-09
1931,5.7026783295555106e-09,1.1405356659111021e-09
1932,6.575722188983946e-09,2.1919073223131136e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,8.714016175304096e-09
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,1.1920871401116528e-08,3.5762612871081956e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,5.890204768377316e-09,7.853606653895895e-09
1950,1.808011518278363e-08,3.190608444114673e-09
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,9.490323193972472e-09,2.1089607837865287e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,8.795282724349818e-09,3.9090144454689835e-09
1955,1.0324168187025862e-08,4.6928039232341234e-09
1956,3.488456634670456e-09,5.232684952005684e-09
1957,7.068030161150318e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,4.9633461784992505e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,5.536666680683311e-09,5.536666680683311e-09
1961,5.55852741612739e-09,2.779263708063695e-09
1962,6.341956293454132e-09,3.170978146727066e-09
1963,4.526237162849611e-09,3.879631726988464e-09
1964,6.6923653285755336e-09,4.258777774879263e-09
1965,6.5664522708175355e-09,1.0944086747954884e-09
1966,5.539074976468328e-09,1.1078149508847446e-09
1967,1.035370456037299e-08,2.9582012395223956e-09
1968,8.084548142051062e-09,8.982831700699023e-10
1969,9.537691525451919e-09,3.6334062425424918e-09
1970,1.2876429700270364e-08,4.1388523719376735e-09
1971,8.221435976452085e-09,2.569198631618974e-09
1972,5.130146973897354e-09,5.130146862875051e-10
1973,3.859242703185828e-09,5.513203782392395e-10
1974,8.438357568252286e-09,1.1251143350321513e-09
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,4.7014254711541525e-09
1978,1.0693064211864112e-08,2.970295565063452e-09
1979,8.192762912528906e-09,5.266775904289034e-09
1980,3.411090521154847e-09,2.8425752862659692e-09
1981,5.69299452024552e-09,5.060439622894819e-09
1982,1.1794254461960918e-08,2.483000915987077e-09
1983,9.47297440490047e-09,3.78918940668882e-09
1984,1.2177918229383522e-08,2.8995041922996734e-09
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,2.997242676272549e-09
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,1.5591039570495013e-08,2.99827696004229e-09
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,7.083246433836621e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,1.7584396161396398e-09
1992,9.366905473484621e-09,4.4079553340736766e-09
1993,4.4313659408601325e-09,1.661762283333701e-09
1994,1.002236071911966e-08,2.637463358823311e-09
1995,5.4224509327127635e-09,3.795715741716776e-09
1996,5.3380921904988554e-09,2.6690460952494277e-09
1997,6.233362714880286e-09,9.58978896292706e-10
1998,2.86087753487152e-09,3.337690568372409e-09
1999,1.279656292041409e-08,1.8280804647829996e-09
2000,7.510653432518666e-09,4.4180314962005696e-10
2001,5.257454027685071e-09,2.6287270138425356e-09
2002,8.324320788233308e-09,1.3143663935011318e-09
2003,7.083769126836614e-09,5.416999737661854e-09
2004,7.488145215006625e-09,5.726228824443069e-09
2005,4.954124666056714e-09,6.7556245042510454e-09
2006,5.353256948836815e-09,3.706100981659688e-09
2007,1.0385647009059085e-08,4.7933754743212376e-09
2008,8.089135583588813e-09,8.089135583588813e-09
2009,1.3827758493789588e-08,8.582746957586096e-09
2010,7.558068837454357e-09,1.1809482280966677e-08
2011,1.3001504761689375e-08,1.2236710311697152e-08
2012,1.2936160587173617e-08,1.327658516458996e-08
2013,1.4503449996539075e-08,1.4503449996539075e-08
2014,1.7323561252169384e-08,2.03551842048455e-08
2015,1.7289288223309995e-08,1.662431614590787e-08
2016,1.7192121504194802e-08,1.6570719907349485e-08
2017,1.0565567976072998e-08,1.9370206771895937e-08
2018,1.290733386838383e-08,1.8328414341794996e-08
2019,1.403043281555938e-08,1.3265136544760026e-08
