year,avais_VERB envoyé_VERB,avais_VERB renvoyé_VERB
1882,1.2978000540897483e-07,7.320923423037584e-09
1883,9.921362220666197e-08,5.0554711528150165e-09
1884,7.459917839014452e-08,2.6406787867472303e-09
1885,8.701608322780885e-08,1.933690763067375e-09
1886,6.77613698485402e-08,6.453463874400711e-10
1887,8.487602087825508e-08,4.570247291724172e-09
1888,6.657645457153194e-08,1.268122939990235e-09
1889,7.768769449967294e-08,6.265136742733546e-10
1890,7.144281255477836e-08,3.2771931834929546e-09
1891,8.095259573792646e-08,6.3742202627281586e-09
1892,7.14610379759506e-08,3.1342561879199593e-09
1893,6.712674149866871e-08,1.2316833108982905e-09
1894,7.750893615821042e-08,2.520615716150587e-09
1895,9.810341339289153e-08,2.4074457982692365e-09
1896,9.258335609274582e-08,1.0614652268259306e-08
1897,7.749529373768382e-08,1.1653427112179315e-09
1898,7.355861697533328e-08,6.7900258748920805e-09
1899,8.678298257791539e-08,6.080336234504102e-09
1900,1.1368406660494657e-07,3.633737311048435e-09
1901,7.097698073721403e-08,5.588738916095792e-10
1902,7.414528369054096e-08,7.856454153909453e-09
1903,9.180374149764248e-08,7.020286574288548e-09
1904,8.11568412473207e-08,1.6123875568041512e-09
1905,8.102392001774206e-08,2.0643036169332163e-09
1906,7.870602303228225e-08,4.629765903985117e-09
1907,7.765693510464189e-08,2.5714217422034835e-09
1908,8.644045124128752e-08,3.437972351250096e-09
1909,6.766209992292715e-08,3.300590023513905e-09
1910,9.40570501484217e-08,2.137660271017694e-09
1911,8.033764942183552e-08,9.044636151145369e-09
1912,1.073140794005667e-07,4.167536982180309e-09
1913,7.68933503536573e-08,4.242391771214216e-09
1914,5.022557658662663e-08,0.0
1915,5.5369582696584985e-08,2.3561523843085297e-09
1916,6.262853702310167e-08,4.394984820521586e-09
1917,7.347504293875318e-08,0.0
1918,6.662098428478203e-08,3.44591288836682e-09
1919,5.985101125816072e-08,8.287063479883727e-09
1920,7.420786829470671e-08,7.572231730534895e-10
1921,5.83101567031008e-08,7.572747762196741e-09
1922,6.049906886573808e-08,0.0
1923,9.342033990833443e-08,5.307974060286824e-09
1924,8.637388049237416e-08,3.867487219366694e-09
1925,9.348450902280092e-08,2.1996355847875293e-09
1926,1.0477370437911304e-07,1.1146138456652466e-09
1927,9.030872405446644e-08,1.1149224876660924e-09
1928,7.541186874959749e-08,0.0
1929,1.1920234754825287e-07,2.2280812750352652e-09
1930,8.507918636269096e-08,3.1510811737689437e-09
1931,9.92266038224443e-08,3.4216069977333063e-09
1932,7.562080384104775e-08,0.0
1933,2.867665571670841e-08,0.0
1934,8.626737724171107e-08,2.3963160344919743e-09
1935,9.335261808018913e-08,2.393656828303392e-09
1936,5.941110003959693e-08,2.424942913137329e-09
1937,6.799204044227736e-08,0.0
1938,4.537825049055755e-08,1.2965214457594243e-09
1939,7.341144225847529e-08,0.0
1940,5.325144059042941e-08,0.0
1941,6.788455664263893e-08,5.9030051957620344e-09
1942,7.58552971547033e-08,0.0
1943,3.193558839598154e-08,0.0
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,5.664110602765504e-08,1.089252066321933e-08
1946,7.79581839083221e-08,0.0
1947,9.298279479708071e-08,3.5762612871081956e-09
1948,4.783630558335972e-08,3.2615663503321457e-09
1949,6.282885323116716e-08,9.817008317369869e-10
1950,8.082874813908347e-08,2.1270722960764488e-09
1951,6.929911222641749e-08,6.396841278899501e-09
1952,7.170466886918803e-08,0.0
1953,7.002987700843732e-08,0.0
1954,9.870261408195802e-08,0.0
1955,7.790054468159724e-08,3.754243138587299e-09
1956,9.331621697583614e-08,4.360570571293465e-09
1957,5.742774433770137e-08,1.7670075402875796e-09
1958,7.858631079216138e-08,5.790570245522986e-09
1959,7.828255377262394e-08,2.325224457422337e-09
1960,8.30499971016252e-08,6.920833350854139e-10
1961,5.697490479406042e-08,2.779263708063695e-09
1962,8.498221859554178e-08,2.5367825617905737e-09
1963,6.013429754148092e-08,0.0
1964,1.1011982792297204e-07,1.2167936658258327e-09
1965,6.183409340110302e-08,3.830430195250756e-09
1966,5.760637833418514e-08,1.6617224263271169e-09
1967,5.324762497593838e-08,1.4791006197611978e-09
1968,6.692209808534244e-08,3.1439910674890825e-09
1969,5.313856732414024e-08,1.8167031212712459e-09
1970,8.783564453551662e-08,0.0
1971,6.628533100183631e-08,5.138397485282553e-10
1972,6.361381821307077e-08,0.0
1973,6.395316631824244e-08,0.0
1974,5.119270340969706e-08,3.3753431161187564e-09
1975,6.111283568088766e-08,3.4268881066168433e-09
1976,5.5421210731765314e-08,1.142705374768127e-09
1977,4.9364967225074e-08,2.3507127355770763e-09
1978,5.346532105932056e-08,5.940591352171509e-10
1979,5.0326971035019596e-08,1.7555920051037788e-09
1980,6.367368854398592e-08,2.8425752862659692e-09
1981,5.629739163737213e-08,3.1627747087981106e-09
1982,5.5867520387664626e-08,4.345251713999687e-09
1983,6.504775740268087e-08,3.157658134966823e-09
1984,4.755186822080759e-08,5.799008495621649e-10
1985,5.8350913434424e-08,2.4062232206745193e-09
1986,6.65387887011093e-08,1.1988970927134801e-09
1987,7.027439608009445e-08,4.277571630240118e-09
1988,6.236415828198005e-08,1.1993107618124554e-09
1989,6.805271368648391e-08,3.2928733073589456e-09
1990,5.4486509526441296e-08,1.6345953479657283e-09
1991,5.8614652687083435e-08,2.344586080837985e-09
1992,5.7854414592384273e-08,1.1019888335184191e-09
1993,7.644106148063656e-08,2.7696036575264316e-09
1994,4.958431176760314e-08,1.0549853213248639e-09
1995,5.259777324795323e-08,1.0844901643380922e-09
1996,5.925282309249269e-08,1.6014276571496566e-09
1997,6.425158716183432e-08,1.917957792585412e-09
1998,5.769436484115431e-08,2.3840645013706308e-09
1999,5.255731494457905e-08,2.285100553223174e-09
2000,6.936309659977269e-08,3.092622158362701e-09
2001,6.352757253580421e-08,2.6287270138425356e-09
2002,6.308958688805433e-08,3.066854992184176e-09
2003,8.625530512063051e-08,6.667076668520622e-09
2004,6.915522021699871e-08,4.404791198453495e-09
2005,7.47622408425741e-08,3.1526248278623825e-09
2006,8.359316439054965e-08,4.529678854225949e-09
2007,9.027523617533006e-08,1.1983438685803094e-09
2008,8.600028422733885e-08,2.1287198670449925e-09
2009,8.868838108355703e-08,6.198650481792356e-09
2010,1.0911961823012462e-07,2.8342759250676863e-09
2011,1.212199123301616e-07,6.883149605840799e-09
2012,1.211913911447482e-07,5.446804340891731e-09
2013,1.5953794729739457e-07,8.646287241731443e-09
2014,1.4681718596420978e-07,8.87832563023494e-09
2015,1.7843431976416468e-07,7.536356427806368e-09
2016,1.64671533298133e-07,9.32103016992869e-09
2017,1.781052816340889e-07,8.804639684001359e-09
2018,2.1787579385090794e-07,9.29327992338358e-09
2019,2.1479317524608632e-07,7.397864543179367e-09
