year,quelques_DET humeurs_NOUN,quelques_DET rumeurs_NOUN
1877,2.4739263970730008e-09,1.2369631985365004e-08
1878,4.22736201599605e-09,1.1474268535316412e-08
1879,1.832797580370027e-09,1.8938908219467976e-08
1880,8.984985200299889e-09,2.0537107792151232e-08
1881,0.0,2.6495529104053617e-08
1882,2.6621540527571597e-09,3.7270157626778655e-08
1883,8.847074628448581e-09,2.5909289824710413e-08
1884,0.0,2.178559999066465e-08
1885,4.511945039809007e-09,2.0626033769843843e-08
1886,0.0,2.194177728398472e-08
1887,6.528924623161458e-10,2.8727268563955022e-08
1888,1.268122939990235e-09,2.6630582183884144e-08
1889,0.0,1.503632818256051e-08
1890,6.554386478008212e-10,1.8352281916378388e-08
1891,6.374220040683554e-10,2.4859458491732767e-08
1892,0.0,1.7551833764173352e-08
1893,6.158416554491453e-10,1.3548516530903498e-08
1894,6.301539290376468e-10,2.142523314319078e-08
1895,1.8055843487019274e-09,2.347259631108045e-08
1896,5.89702897624278e-10,5.897029087265082e-09
1897,2.9133566670225264e-09,3.612562560206811e-08
1898,1.584339415217073e-08,1.1882545614128048e-08
1899,7.185851913504848e-09,2.1004797901014172e-08
1900,1.3496738171525635e-08,3.841379303537451e-08
1901,1.2295225282343836e-08,1.0059729993461275e-08
1902,8.347482705062248e-09,2.0623192042990013e-08
1903,3.2401321625741275e-09,1.8900770726304472e-08
1904,8.061937784020756e-09,1.5586413049106795e-08
1905,2.0643036169332163e-09,2.683594746422102e-08
1906,4.629765903985117e-09,1.7490227655070356e-08
1907,1.5428530120153994e-09,1.1828539481228972e-08
1908,0.0,1.915441649735783e-08
1909,1.1552065082298668e-08,3.4656196135074424e-08
1910,2.137660271017694e-09,1.5498037519989794e-08
1911,4.788336838146279e-09,1.064074850454233e-08
1912,2.0837684910901544e-09,3.021464323182954e-08
1913,1.590896969716482e-09,1.6439267946921632e-08
1914,0.0,1.540251093334888e-08
1915,2.3561523843085297e-09,2.1205371680821372e-08
1916,0.0,1.3184954461564757e-08
1917,3.289927441585405e-09,2.9609346086090227e-08
1918,0.0,9.189101035644853e-09
1919,0.0,1.381177283654722e-08
1920,2.2716695191604686e-09,7.572231730534895e-09
1921,2.4232791773215467e-08,7.572747762196741e-09
1922,6.640141769764796e-09,6.640141769764796e-09
1923,1.0615948120573648e-09,2.1231896241147297e-08
1924,0.0,7.734974438733389e-09
1925,0.0,1.0998178145982251e-08
1926,2.229227691330493e-09,6.687682962969177e-09
1927,6.689535148041159e-09,1.783875902550136e-08
1928,0.0,1.0283437212876834e-08
1929,0.0,1.0026365959703298e-08
1930,1.0503603542488804e-09,7.3525223687198604e-09
1931,4.5621426636444085e-09,2.167017676413252e-08
1932,0.0,1.534335103414719e-08
1933,2.2941324395731044e-09,1.1470662197865522e-08
1934,0.0,1.5576054224197833e-08
1935,0.0,1.4361940969820353e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,1.2591118148108649e-09,1.5109341999774983e-08
1938,1.2965214457594243e-09,2.3337385357535823e-08
1939,3.058810094103137e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,1.2136846860855144e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,3.485606381303796e-08
1946,1.3921104269343232e-09,2.3665877257883494e-08
1947,1.1920870957027319e-09,2.622591699363852e-08
1948,6.523132700664291e-09,1.630783175166073e-08
1949,2.9451024952109606e-09,2.1597418520258316e-08
1950,1.0635361480382244e-09,1.701657836861159e-08
1951,5.3307008807124134e-09,1.8124382994422206e-08
1952,0.0,1.4762725264461096e-08
1953,4.3095309543161875e-09,1.4005975490505307e-08
1954,1.9545072227344917e-09,1.2704296947774196e-08
1955,0.0,1.9709777365761738e-08
1956,1.744228317335228e-09,1.4825940475304833e-08
1957,1.7670075402875796e-09,2.3854601849393475e-08
1958,2.4816730892496253e-09,9.099467845885556e-09
1959,0.0,1.9376869886400527e-08
1960,0.0,8.997083578154985e-09
1961,2.0844477810477713e-09,2.0844478476611528e-08
1962,6.341956404476434e-10,2.283104338918207e-08
1963,1.2932106496776896e-09,1.681173822376536e-08
1964,4.258777885901566e-09,1.5209921100378665e-08
1965,0.0,2.0246560428205385e-08
1966,2.769537488234164e-09,1.7725039214155913e-08
1967,1.9721342336964653e-09,2.8595946721665655e-08
1968,3.5931326802796093e-09,2.470278626098832e-08
1969,1.8167031212712459e-09,2.952142619250253e-08
1970,6.898087434592526e-09,2.0694262747866787e-08
1971,5.652237344833111e-09,1.5929032648465125e-08
1972,4.1041173792777386e-09,1.1286323153836264e-08
1973,1.6539611902288698e-09,1.433432994524253e-08
1974,0.0,1.5189044022534404e-08
1975,1.1422960355389478e-09,1.5420996479775795e-08
1976,1.7140580066410394e-09,1.6569227712093237e-08
1977,6.464460078348111e-09,1.4104276413462458e-08
1978,1.7821774056514528e-09,1.4851478047361866e-08
1979,4.096381456264453e-09,1.9311511390007752e-08
1980,3.411090521154847e-09,1.591842130332921e-08
1981,2.5302198114474095e-09,1.5813873543990553e-08
1982,1.8622506869903077e-09,1.4277254822836483e-08
1983,3.78918940668882e-09,1.768288515613392e-08
1984,1.739702604197646e-09,1.1598016769198694e-08
1985,7.820225356169885e-09,2.0452897375733414e-08
1986,6.593933843390687e-09,1.9781802196305875e-08
1987,6.110816852533674e-10,2.0165695613361123e-08
1988,1.798966087207532e-09,2.578518176754585e-08
1989,4.390497743145261e-09,2.744061089465788e-08
1990,2.179460389939436e-09,1.0897301838674878e-08
1991,2.344586080837985e-09,1.4653663449326615e-08
1992,2.2039776670368383e-09,1.6529832391753985e-08
1993,4.4313659408601325e-09,2.3264671078493393e-08
1994,2.1099706426497278e-09,1.6879764919153217e-08
1995,1.0844901643380922e-09,1.7351842629409475e-08
1996,3.2028553142993132e-09,1.868332333287981e-08
1997,4.794894259418925e-09,1.7741109914481967e-08
1998,4.291316191284977e-09,2.5747897147709864e-08
1999,4.113180906983871e-09,2.3765046375245902e-08
2000,1.3254094488601709e-09,3.180982721673331e-08
2001,4.8193329327261836e-09,2.0591694571692187e-08
2002,1.3143663935011318e-09,2.8477940006155222e-08
2003,4.583615265119079e-09,2.250138431136861e-08
2004,5.726228741176342e-09,1.938108110111081e-08
2005,1.3511248786457486e-09,2.9274371815546374e-08
2006,1.6471559671771274e-09,2.182481573242967e-08
2007,3.1955835755326234e-09,3.515142044108188e-08
2008,2.1287198670449925e-09,3.4911004753723773e-08
2009,2.384096253749135e-09,3.9575998478369456e-08
2010,3.3066551718974324e-09,3.117703339938771e-08
2011,4.971163480860241e-09,4.168129374981788e-08
2012,4.085103255668798e-09,4.9021239956204e-08
2013,2.7891249310130206e-09,5.4387938153155346e-08
2014,2.1654451842767486e-10,5.0238327720109055e-08
2015,1.5516027351836215e-09,4.5218139455016626e-08
2016,3.1070099826280284e-09,4.846935697244703e-08
2017,3.0187335409159743e-09,5.006066539081644e-08
2018,3.097759937453759e-09,5.11130400226989e-08
2019,2.806086474294034e-09,4.999935931948585e-08
