year,mais_CONJ entrer_VERB,mais_CONJ rentrer_VERB
1879,4.887460214320072e-09,2.443730107160036e-09
1880,8.343200130767059e-09,1.9253538763308597e-09
1881,1.045876146799074e-08,2.091752326904839e-09
1882,1.3310770263785798e-08,1.1314154946262533e-08
1883,1.3270612164717477e-08,1.8958017378167824e-09
1884,3.1688144552788344e-08,2.6406787867472303e-09
1885,1.9981470700258797e-08,5.156508664505566e-09
1886,1.1616234640854373e-08,3.872078324640427e-09
1887,1.1099171803863328e-08,3.9173548849191775e-09
1888,7.60873763994141e-09,1.9021844099853524e-09
1889,5.012109283164534e-09,5.012109283164534e-09
1890,7.209825292342487e-09,5.243509015873116e-09
1891,1.0198752065093686e-08,6.374220151705856e-09
1892,1.3163875323130014e-08,3.761107425503951e-09
1893,7.390099865389743e-09,1.7243566574620672e-08
1894,2.520615716150587e-08,3.780923574225881e-09
1895,8.426060071897723e-09,1.8055843487019274e-09
1896,1.356316647882494e-08,1.1204354777305525e-08
1897,1.1653427112179315e-08,4.078699600285063e-09
1898,1.9804242690213414e-08,1.13167097914868e-09
1899,1.3818945987509323e-08,4.4220627160029835e-09
1900,9.34389543516545e-09,2.07642125715779e-09
1901,1.2854099340486869e-08,2.794369402536745e-09
1902,8.838510812125833e-09,4.910283846193408e-10
1903,1.404057292653249e-08,2.7001101354784396e-09
1904,9.674325340824907e-09,1.3436562973367927e-08
1905,1.5482276793932215e-08,3.612531440655431e-09
1906,2.1605575106775632e-08,3.600929110447737e-09
1907,9.257117961070094e-09,6.1714118260169926e-09
1908,8.349361424464519e-09,5.40252775849126e-09
1909,1.3752458727367411e-08,1.1001967115120692e-09
1910,1.870452726038252e-08,4.27532065305769e-09
1911,1.276889793899727e-08,3.7242618988742038e-09
1912,2.0837684466812334e-08,5.209421227725386e-09
1913,1.113627856597077e-08,1.590896969716482e-09
1914,1.6072185360371805e-08,6.696743604095445e-09
1915,7.0684572639478915e-09,1.2958838002674611e-08
1916,8.789969418998567e-09,3.2962386153911893e-09
1917,6.579854550103903e-09,0.0
1918,2.5270027848023346e-08,1.1486376294556067e-09
1919,1.5653341733923298e-08,1.6574126959767455e-08
1920,1.590168619003407e-08,6.815008557481406e-09
1921,6.815472852750304e-09,9.844571824402237e-09
1922,6.640141769764796e-09,2.21338064543275e-09
1923,1.5923922180860473e-08,9.554353308516284e-09
1924,9.024136882196387e-09,5.156649662829693e-09
1925,8.798542339150117e-09,5.499088961968823e-09
1926,5.573069228326233e-09,1.1146138456652466e-09
1927,1.0034302500017134e-08,1.1149224876660924e-09
1928,1.7139061725401916e-08,3.4278122562625413e-09
1929,1.893869061575515e-08,1.1140406375176326e-09
1930,1.8906486154435242e-08,1.2604324362008867e-08
1931,5.7026783295555106e-09,6.843213995466613e-09
1932,1.9727166122862627e-08,1.0959536833610173e-08
1933,1.8353059516584835e-08,8.029463538505865e-09
1934,1.4377896206951846e-08,2.3963160344919743e-09
1935,1.0771455727365264e-08,0.0
1936,4.849885826274658e-09,8.487300195980652e-09
1937,1.8886676889096066e-08,1.2591118148108649e-09
1938,7.779128674556546e-09,1.426173557028676e-08
1939,1.2235240376412548e-08,7.647025235257843e-09
1940,1.77504799747652e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,9.102635312174812e-09,1.517105863158008e-08
1943,2.9032352522051497e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.5313214696277555e-08,5.568441707737293e-09
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,8.697510267552389e-09,1.3046265401328583e-08
1949,1.3743811866362421e-08,1.079870937115146e-08
1950,7.444753036267571e-09,4.2541445921528975e-09
1951,1.5992102309070333e-08,5.330700769690111e-09
1952,1.5817205767376663e-08,5.272401848444019e-09
1953,1.0773827607835074e-08,3.232148326759443e-09
1954,1.172704333640695e-08,9.772536113672459e-10
1955,9.385607846468247e-09,5.631364707880948e-09
1956,1.2209597999301991e-08,5.232684729961079e-09
1957,9.718541194025931e-09,1.0602045130703175e-08
1958,1.4062814024384807e-08,6.617794867658233e-09
1959,1.0851047171911432e-08,3.100299128533379e-09
1960,1.038125013730351e-08,4.152500010512483e-09
1961,4.16889545107324e-09,5.558527305105088e-09
1962,3.0441391629665304e-08,4.439369427622353e-09
1963,2.133797538661497e-08,4.526237162849611e-09
1964,7.300761994954996e-09,6.692365106530929e-09
1965,1.641613023295463e-08,5.472043540510896e-09
1966,2.215629901769489e-08,3.8773524391189085e-09
1967,1.7256174267288316e-08,8.381570326676524e-09
1968,1.976222963051555e-08,3.593132624768458e-09
1969,1.9075382162725418e-08,4.9959335557403506e-09
1970,1.103694025061941e-08,7.817832603507213e-09
1971,1.1304474689666222e-08,9.24911525146399e-09
1972,2.257264597460562e-08,3.5911027485013847e-09
1973,2.0950174040024194e-08,4.961883459664307e-09
1974,2.025205780853412e-08,6.188128898187983e-09
1975,1.5420996479775795e-08,7.4249242310031605e-09
1976,1.428381724011274e-08,7.998937401332284e-09
1977,1.5867311020656416e-08,6.464460078348111e-09
1978,2.4950483457075734e-08,4.158414057542359e-09
1979,1.404473559674102e-08,3.511183899185255e-09
1980,1.6486936704751542e-08,6.822180820265089e-09
1981,1.5181318868684457e-08,6.325549639640826e-09
1982,1.3656504815884318e-08,6.828252629986764e-09
1983,1.6419821502466903e-08,8.841442245000053e-09
1984,1.9716629218180515e-08,4.059306002446306e-09
1985,1.0828004493035337e-08,6.617113856854928e-09
1986,2.457739034511519e-08,6.593934065435292e-09
1987,1.4054878594293996e-08,3.6664902225425067e-09
1988,1.8589317196671118e-08,1.0793796967334401e-08
1989,2.469654969416979e-08,3.841685525252103e-09
1990,1.961514373149953e-08,3.814055626882862e-09
1991,2.5790447555351648e-08,8.792197858653594e-09
1992,2.2039777114457593e-08,6.0609386398624565e-09
1993,2.6034275180109034e-08,9.416652790861235e-09
1994,2.2682185019107237e-08,8.439882570598911e-09
1995,1.7894087100955858e-08,7.591431483433553e-09
1996,1.1209993822092201e-08,1.1209992933913782e-08
1997,2.109753616252874e-08,6.7128522740489416e-09
1998,2.3840646345973937e-08,6.198568103243929e-09
1999,2.1479944933844308e-08,6.8553016596695215e-09
2000,1.7672125984802278e-08,5.3016377954406835e-09
2001,2.1029816110740285e-08,8.3243023585311e-09
2002,2.1906107150471144e-08,1.0076809386916352e-08
2003,2.2918076325595393e-08,6.250384210204629e-09
2004,2.9071621554521698e-08,4.8452703238499595e-09
2005,2.0266872624574717e-08,1.4862373998170142e-08
2006,2.635449547483404e-08,6.176834821403077e-09
2007,1.7176261746243426e-08,1.1184542625386484e-08
2008,2.3841662866175284e-08,6.811903485726134e-09
2009,1.907277002999308e-08,1.0490023516496194e-08
2010,2.3146585981237422e-08,1.79504135999764e-08
2011,2.6767803085192554e-08,1.3001504317600165e-08
2012,2.791487219155897e-08,1.8042539018381376e-08
2013,2.87279888766534e-08,1.6734750474256543e-08
2014,3.1182409543362155e-08,1.797319448826329e-08
2015,2.549061761669691e-08,1.9284206231873213e-08
2016,3.044869867352418e-08,1.5949318310504168e-08
2017,3.823729155527644e-08,1.4590545660553289e-08
2018,3.278462745726074e-08,1.7295826992835828e-08
2019,3.086695166132358e-08,1.5305926748254706e-08
