year,vous_PRON approchez_VERB,vous_PRON rapprochez_VERB
1955,3.4726748587843304e-08,5.631364707880948e-09
1956,7.064124885047818e-08,1.2209597777257386e-08
1957,6.891329107361344e-08,7.951533653738352e-09
1958,6.535072394342478e-08,7.445019101215422e-09
1959,8.44831520296907e-08,1.007597205671118e-08
1960,4.3601251498159854e-08,8.305000243069571e-09
1961,7.017640601958419e-08,1.250668635321972e-08
1962,7.927445810906875e-08,1.3952304200870458e-08
1963,7.500621723721679e-08,1.5518526907953856e-08
1964,7.361601905842008e-08,1.764350798794112e-08
1965,3.9398710960369954e-08,1.7510538796727815e-08
1966,5.760637611373909e-08,1.8832854831174473e-08
1967,9.959278024496143e-08,1.9721342781053863e-08
1968,6.602381175113692e-08,2.1109654690931734e-08
1969,7.811823299341825e-08,2.134626109207005e-08
1970,6.990061951483995e-08,2.3913370839068193e-08
1971,8.426971920272308e-08,1.5929032537442822e-08
1972,6.823095466401696e-08,1.6929485369132635e-08
1973,7.994145390100016e-08,2.260413500820846e-08
1974,4.8379916295360204e-08,1.1251143128276908e-08
1975,4.569184053337949e-08,1.3707552426467373e-08
1976,5.599256480692816e-08,1.5426522170791657e-08
1977,4.525122010434757e-08,1.6454989204550685e-08
1978,5.584155837734528e-08,1.2475242172627077e-08
1979,5.442335204719484e-08,1.7555920495126998e-08
1980,7.049586514540351e-08,2.2740602734216964e-08
1981,5.819505566329042e-08,1.644642866338586e-08
1982,5.648827050563909e-08,1.4898005051833252e-08
1983,7.073153973635726e-08,1.6419821946556112e-08
1984,5.741018416216548e-08,1.6237223676718315e-08
1985,6.436647215224411e-08,1.7445117794778753e-08
1986,7.133437951445387e-08,1.9781801308127456e-08
1987,7.699628934432212e-08,1.3443797186596385e-08
1988,5.636760702643073e-08,2.0388283006322894e-08
1989,5.927172042063944e-08,2.3598924814294264e-08
1990,5.121731883050984e-08,1.852541253732909e-08
1991,6.388997020323472e-08,1.875668820261467e-08
1992,6.226236992645795e-08,2.479474914274249e-08
1993,5.64999163010782e-08,2.603427451397522e-08
1994,6.593658152809212e-08,2.2682184963596086e-08
1995,6.561165477592112e-08,2.277429445030066e-08
1996,5.765139476920922e-08,2.3487605638194964e-08
1997,5.178485906753849e-08,1.4864173114581547e-08
1998,7.962775860903548e-08,1.764207735455159e-08
1999,5.484241349940078e-08,1.8737825346892834e-08
2000,6.538686347923317e-08,1.4579504048484182e-08
2001,6.87850230107756e-08,2.1029816998918704e-08
2002,7.448076555505168e-08,2.584920721915296e-08
2003,6.500400084874514e-08,1.4167537920606321e-08
2004,6.519090733902999e-08,2.2023955464911538e-08
2005,8.376974225399181e-08,2.2068373795036678e-08
2006,9.965293834568456e-08,2.8825229314577427e-08
2007,1.234294160212812e-07,2.71624603920273e-08
2008,1.515648491157151e-07,2.0861454952392222e-08
2009,1.5591989566132725e-07,4.0529634981467666e-08
2010,2.135154453242194e-07,4.959982535801544e-08
2011,2.887098844439606e-07,6.844909683501044e-08
2012,3.826380012839081e-07,8.272334206527177e-08
2013,3.715114633706662e-07,6.749682612827712e-08
2014,3.235175061178097e-07,6.56129879317291e-08
2015,3.9521539463294175e-07,7.026543724641954e-08
2016,3.295501915800969e-07,7.850378946905323e-08
2017,3.4916685898167543e-07,1.310633503948111e-07
2018,4.2542572487036523e-07,8.931874961870534e-08
2019,3.890256294880601e-07,7.678473457062296e-08
