year,diverses_ADJ humeurs_NOUN,diverses_ADJ rumeurs_NOUN
1918,2.2972752589112133e-08,1.8378202071289707e-08
1919,1.6574126959767455e-08,0.0
1920,3.483226640454973e-08,3.028892692213958e-09
1921,3.710646367949266e-08,7.572747429129834e-10
1922,5.385892920539703e-08,1.4755870969551665e-09
1923,2.3355084977083607e-08,8.492758496458919e-09
1924,4.512068585427187e-08,5.156649773851996e-09
1925,4.179307566687385e-08,0.0
1926,2.5636119005412183e-08,8.916910432255065e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,2.7422499604412565e-08,2.2852082448565625e-09
1929,2.1166771446701205e-08,1.0026365737658693e-08
1930,3.571225093423891e-08,4.201441528017824e-09
1931,3.763767608688795e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,1.2055489939655217e-08
1933,2.064719240024715e-08,8.029463538505865e-09
1934,2.6359476379411717e-08,1.0783422155213884e-08
1935,2.6330225111337313e-08,4.787313656606784e-09
1936,2.7886842612900864e-08,3.6374143697059935e-09
1937,1.888667711114067e-08,1.0072894518486919e-08
1938,3.241303758727554e-08,6.482607117774819e-09
1939,1.988226472349197e-08,1.5294050470515685e-08
1940,1.0143131667916805e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,6.068423630267716e-08,6.068423541449874e-09
1943,4.064529335323641e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.5249527862692958e-08,8.714016175304096e-09
1946,2.645009899993056e-08,5.568441707737293e-09
1947,1.1920871401116528e-08,5.960435700558264e-09
1948,3.044128504825494e-08,7.610321706152945e-09
1949,1.47255123650325e-08,1.668891380646187e-08
1950,1.914365022059883e-08,4.2541445921528975e-09
1951,2.0256663901818683e-08,3.1984206394497505e-09
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,2.2625037843226892e-08,4.3095309543161875e-09
1954,6.840775057526116e-09,8.795282502305213e-09
1955,1.0324168187025862e-08,4.6928039232341234e-09
1956,2.616342520411763e-08,2.616342476002842e-09
1957,1.5903067307476704e-08,5.301022731885041e-09
1958,1.2408365002158916e-08,6.617794756635931e-09
1959,1.1626121398933265e-08,4.650448914844674e-09
1960,2.145458388724819e-08,5.536666680683311e-09
1961,1.111705483225478e-08,5.558527582660844e-09
1962,3.297817485758969e-08,7.610347574349419e-09
1963,2.651081842941494e-08,9.052474325699222e-09
1964,2.7377858202726202e-08,9.734349326606662e-09
1965,3.6662690661160013e-08,7.660860668057268e-09
1966,6.203763547318886e-08,6.092982229866095e-09
1967,3.7470551494944715e-08,8.874603940611792e-09
1968,1.661823922916028e-08,1.4821672666975871e-08
1969,2.6796371233039906e-08,1.4079449051074278e-08
1970,1.7935027685211935e-08,9.197449912790034e-09
1971,2.4150468402872605e-08,9.762955222036851e-09
1972,5.643161493651405e-09,7.695220349823728e-09
1973,1.543697081274331e-08,9.37244637455592e-09
1974,1.800182936051442e-08,1.0126029126311664e-08
1975,1.6563292071225533e-08,9.709516746170266e-09
1976,1.542652228181396e-08,1.142705374768127e-08
1977,1.4104276857551667e-08,1.5867310576567206e-08
1978,1.306930053068811e-08,8.910887361324171e-09
1979,1.345953837272873e-08,9.363157360553487e-09
1980,1.591842213599648e-08,1.4781391666218724e-08
1981,1.8344094243616382e-08,1.3916209129494206e-08
1982,1.6139505731871395e-08,1.4277254822836483e-08
1983,1.1999100379966876e-08,1.8314417093989732e-08
1984,1.275781880138993e-08,1.1018115864125377e-08
1985,1.564045071233977e-08,1.0226448576844405e-08
1986,8.991728250862252e-09,1.1988970816112499e-08
1987,1.9554613928107756e-08,1.2221633705067347e-08
1988,1.8589316752581908e-08,1.4391729530327524e-08
1989,8.780995708335126e-09,2.305011370662413e-08
1990,8.172976073694826e-09,1.907027868952582e-08
1991,2.05151273746651e-08,1.4067516929117119e-08
1992,1.4325855168806356e-08,2.0386793142534998e-08
1993,1.1632335983335906e-08,1.2186256448387667e-08
1994,1.5824779708850656e-08,8.439882348554306e-09
1995,1.843633334885908e-08,1.2471636612332304e-08
1996,1.1743802375008272e-08,1.2277612038147367e-08
1997,1.7261619689179497e-08,1.7261620577357917e-08
1998,1.0489884516573511e-08,1.144350969539687e-08
1999,1.0968483010742602e-08,1.325358303660984e-08
2000,1.8555732950176207e-08,1.281229122795935e-08
2001,1.270551397425379e-08,1.752484712902458e-08
2002,1.8839251936242363e-08,1.3581786362237835e-08
2003,8.750538071922165e-09,1.1667383947866483e-08
2004,1.4535811665439269e-08,1.7178685363106183e-08
2005,1.3961623857028371e-08,1.3060873937931206e-08
2006,2.0589450144825605e-08,1.4824403926638752e-08
2007,2.1170741604237264e-08,1.3581229918457893e-08
2008,6.3861596011349775e-09,1.575252639440805e-08
2009,1.0490023738540799e-08,1.1920480824656465e-08
2010,2.8342759250676863e-09,9.447586046817946e-09
2011,9.177532511728259e-09,1.3766298989636994e-08
2012,9.872333173177594e-09,2.144679234206137e-08
2013,9.761937924679387e-09,1.338780020176955e-08
2014,1.277612682315521e-08,1.9705550524662385e-08
2015,1.1304534197620342e-08,1.329945220618356e-08
2016,1.2842308549920745e-08,1.8227792830671774e-08
2017,5.0312225496895735e-09,1.4590545327486382e-08
2018,7.228107001822082e-09,1.2649186476032526e-08
2019,6.12237061048404e-09,5.86727205709181e-09
