year,des_DET ondes_NOUN,des_DET rondes_NOUN
1845,3.4374204993525836e-07,1.5289824562003673e-07
1846,1.8558768521970137e-07,2.0959114443996896e-07
1847,4.066490566501102e-07,2.3891980838186555e-07
1848,2.928460673956579e-07,2.1963455365536788e-07
1849,2.4970655476685977e-07,1.0641857217663642e-07
1850,3.978351781341871e-07,1.3102761808880814e-07
1851,5.649708612054383e-07,2.5217306109937e-07
1852,2.558644465189275e-07,2.3568174079002802e-07
1853,2.788892139449217e-07,2.50223932241056e-07
1854,2.7900718801987523e-07,1.6833952543038322e-07
1855,3.2053898735284747e-07,1.5920812046488209e-07
1856,3.0700733066879593e-07,2.1485335710558218e-07
1857,3.1436919289973275e-07,1.6353055376505665e-07
1858,5.050273692575047e-07,1.7176802602492103e-07
1859,2.6428379662490897e-07,1.8433666859607456e-07
1860,2.3389409253837812e-07,1.396041060530706e-07
1861,2.7918505818291806e-07,1.6883149922541918e-07
1862,2.2002592481307204e-07,1.8478564145496534e-07
1863,3.026740250655635e-07,1.5633163852335485e-07
1864,3.255620208975074e-07,1.64459174722964e-07
1865,2.6028850541592874e-07,1.5203107750494382e-07
1866,4.899672392255638e-07,1.4499527001277102e-07
1867,4.7217855403403064e-07,1.5480468995576757e-07
1868,6.510754015920384e-07,1.5165412814432955e-07
1869,5.830921621097218e-07,1.4406381199094653e-07
1870,5.56202737200806e-07,1.7431507970400162e-07
1871,5.448663689122668e-07,1.7737366109216168e-07
1872,5.593788863222926e-07,1.9230539471948305e-07
1873,4.1662590355429074e-07,2.334541711057625e-07
1874,4.4212108463170807e-07,2.0492908808789068e-07
1875,4.2110440823250883e-07,1.8194456208320275e-07
1876,3.5248266083698354e-07,1.8621725406120504e-07
1877,5.863205299050378e-07,2.102837455275619e-07
1878,5.133225187137214e-07,2.11972007946315e-07
1879,3.2684889905709724e-07,2.1382638548672617e-07
1880,4.5695064798678686e-07,2.567138643883027e-07
1881,4.127724455571524e-07,2.6007454678733666e-07
1882,4.505695647694097e-07,1.9234062875739255e-07
1883,4.4488147477039774e-07,1.782053571375286e-07
1884,4.6013829013702434e-07,2.099339679872969e-07
1885,3.1196877658956623e-07,2.088385984144736e-07
1886,3.820450515945595e-07,2.4394094166879654e-07
1887,4.3547926065201636e-07,2.0892558749707746e-07
1888,4.88227339445757e-07,2.314324376584409e-07
1889,5.939349616568279e-07,2.474729043910884e-07
1890,4.94200763867525e-07,2.143284394406919e-07
1891,5.717675568561731e-07,1.580806561207737e-07
1892,5.69180924614443e-07,2.5387475766081025e-07
1893,9.607129562994032e-07,2.0199605943460597e-07
1894,5.286991395792029e-07,2.545821837784956e-07
1895,7.005667050918873e-07,2.3713341334996585e-07
1896,7.80176941717059e-07,2.506237311017401e-07
1897,7.341659129522782e-07,2.045176468179477e-07
1898,7.64443732315101e-07,2.868785831111609e-07
1899,1.0386319573285618e-06,2.852230576166903e-07
1900,7.298620570139747e-07,2.3982666075283987e-07
1901,9.72440615143455e-07,2.3640365487409554e-07
1902,1.1269101651834035e-06,2.3225642031832194e-07
1903,9.785199068801376e-07,2.4084982985783654e-07
1904,9.405593885958297e-07,2.4078320759457483e-07
1905,7.250866573826897e-07,2.2758947881840186e-07
1906,8.446751156299115e-07,2.947617669946112e-07
1907,1.0388543145722906e-06,2.725707028972124e-07
1908,1.0937664001176017e-06,2.1659225435399776e-07
1909,1.0061299366981302e-06,2.3764249057478537e-07
1910,9.272101539892219e-07,2.800334950592287e-07
1911,1.107169859793089e-06,2.420770259803362e-07
1912,1.1606590213375512e-06,2.630757847121856e-07
1913,1.041507180943313e-06,2.5454351071374504e-07
1914,1.0560764955869217e-06,2.457704981750908e-07
1915,7.139141926515435e-07,2.450398524089792e-07
1916,1.0613888186128406e-06,2.5930410418872896e-07
1917,7.413302736125615e-07,3.980812195436556e-07
1918,1.0130983714162767e-06,3.0553762186968925e-07
1919,9.41042120672364e-07,2.9833429637804443e-07
1920,1.4811285353744097e-06,2.4836919187976036e-07
1921,1.2108822673440045e-06,2.362697149038695e-07
1922,1.2313774071515127e-06,2.353561407986149e-07
1923,1.60088494638444e-06,2.409820210047542e-07
1924,1.947924481271457e-06,1.8950688396301985e-07
1925,1.4143656450471553e-06,2.6065680991393947e-07
1926,1.4991556582799603e-06,2.2961044621183646e-07
1927,1.6222122631859293e-06,2.0737558470429462e-07
1928,1.6259257122896997e-06,2.456598973132884e-07
1929,1.4983847087535196e-06,2.8742248225910316e-07
1930,1.6973823342425476e-06,2.0692098701147188e-07
1931,1.5214745658909123e-06,1.9503159709444162e-07
1932,1.426931611092641e-06,2.3453407926865566e-07
1933,2.0830723386211503e-06,1.582951423273471e-07
1934,1.9098639327808087e-06,2.755763457429339e-07
1935,1.525956271564155e-06,1.8670522639041565e-07
1936,1.9084300717508995e-06,1.9884532242997466e-07
1937,2.1304172541647404e-06,2.5182236207399455e-07
1938,2.2883602426304606e-06,1.905886497510778e-07
1939,2.222225475634332e-06,1.5294050115244318e-07
1940,1.7319396974357915e-06,1.3439649482194227e-07
1941,1.8269801600467872e-06,2.1841119535181974e-07
1942,1.4048400585053855e-06,2.579079942943707e-07
1943,1.7854897018665383e-06,2.8161380871694064e-07
1944,1.3591777374699632e-06,2.3456258624321435e-07
1945,1.6447705490918452e-06,2.2220741868750338e-07
1946,1.6510429681204641e-06,3.118327214224337e-07
1947,1.2671885301074326e-06,2.3484116229433027e-07
1948,1.642742237351058e-06,2.1635056635105343e-07
1949,1.3684909649924748e-06,1.9732187261922718e-07
1950,1.5548898275596912e-06,1.8186468109249176e-07
1951,1.3305429824583825e-06,1.9936820816468526e-07
1952,1.5796115881983042e-06,1.9191543598751082e-07
1953,1.5018715657788562e-06,1.9177412813320416e-07
1954,1.5596967273268092e-06,1.8372367982522064e-07
1955,1.4566463768517224e-06,2.1305329411802632e-07
1956,2.027665441772797e-06,1.482594038648699e-07
1957,1.9914175979351967e-06,1.7228323945239765e-07
1958,1.849673687104314e-06,1.5303650224840482e-07
1959,1.73849275597604e-06,1.4726421504462905e-07
1960,1.7371291960444069e-06,1.7371292404533278e-07
1961,1.556387733359088e-06,1.4730097408488518e-07
1962,1.4738706575201377e-06,2.1943169414839758e-07
1963,1.5259885515206406e-06,2.0885351315058642e-07
1964,1.3676760914904662e-06,1.441900532306306e-07
1965,1.417806455350501e-06,1.948047465560876e-07
1966,1.3066677624351541e-06,1.6728006313471155e-07
1967,1.2498400607796611e-06,1.8488757813628354e-07
1968,1.1524973082543966e-06,2.5825641536414423e-07
1969,9.955532860317362e-07,1.498780100028796e-07
1970,1.0255157150140803e-06,1.4531970560227592e-07
1971,1.2049541950887033e-06,2.158126886087075e-07
1972,1.0604014129000916e-06,1.6980786732290198e-07
1973,1.1886467135013845e-06,1.863462899542867e-07
1974,1.0952987814505377e-06,1.7383016981398214e-07
1975,1.2096915185111357e-06,1.5420996613002558e-07
1976,1.1849854804069082e-06,1.6340686403992777e-07
1977,9.402850977835442e-07,1.7101435645372476e-07
1978,7.128709480497264e-07,1.9722762578666675e-07
1979,8.514621079314111e-07,1.7438880828279935e-07
1980,7.549880365331774e-07,2.023913610038619e-07
1981,8.520514995780104e-07,1.796456030600524e-07
1982,8.721540805112227e-07,1.5208380910181063e-07
1983,7.995190109966188e-07,1.8567028492455506e-07
1984,8.309978944964769e-07,1.7918936112693018e-07
1985,7.04421829311741e-07,1.7445118372094726e-07
1986,7.007553541882316e-07,1.8223235986880582e-07
1987,7.112990658697527e-07,1.7293611742630333e-07
1988,7.111912871948789e-07,1.4391729008522702e-07
1989,6.33329307220265e-07,1.5092335914346222e-07
1990,8.772328250472583e-07,1.4329952424674275e-07
1991,6.541394945713819e-07,1.5825956367621075e-07
1992,7.763511380431964e-07,1.7852219436065297e-07
1993,6.021118643673162e-07,1.922104937435165e-07
1994,6.22968839181226e-07,1.8620491371024173e-07
1995,5.72068559634431e-07,1.7026495946481646e-07
1996,5.204639741407391e-07,1.766908503952891e-07
1997,5.758668137900713e-07,1.913162970268445e-07
1998,5.650233099174784e-07,1.830961684490262e-07
1999,5.470530624052117e-07,2.0383096810405732e-07
2000,5.151424966598483e-07,1.7672125274259542e-07
2001,5.222404730886865e-07,1.691147781812674e-07
2002,5.537863945193067e-07,2.2388041820420312e-07
2003,5.429500831155565e-07,2.208469194187046e-07
2004,5.990516225296005e-07,1.902869777303806e-07
2005,6.809669432783494e-07,1.4727261321567653e-07
2006,6.617449201939962e-07,1.9436440323872262e-07
2007,6.419128588674994e-07,1.7935212581754456e-07
2008,7.305766729359675e-07,2.1585219300845893e-07
2009,8.029636369144555e-07,2.112309296364856e-07
2010,9.65543307529515e-07,2.3618965006022563e-07
2011,1.0393556095777967e-06,2.1796640181648286e-07
2012,1.326977660198736e-06,2.8493596282430644e-07
2013,1.1056092219519087e-06,2.764022895007656e-07
2014,1.1747540682449653e-06,3.0251269400594083e-07
2015,1.0998647397286732e-06,2.8859811962433923e-07
2016,1.170721404264441e-06,3.287216623348854e-07
2017,1.2198199641488827e-06,2.7998753804325816e-07
2018,1.2140637863922166e-06,2.893824158078928e-07
2019,1.2604430352780582e-06,2.729556776159825e-07
