year,devez_VERB entrer_VERB,devez_VERB rentrer_VERB
1858,1.2723557318849998e-08,4.893676019968041e-10
1859,1.2730433596175317e-08,1.5276520048956854e-09
1860,1.5104706818647173e-08,4.119465657481669e-09
1861,1.7920662287451705e-08,3.3011746669586728e-09
1862,1.3102160245637151e-08,2.2589932147099034e-09
1863,1.1487627737949424e-08,9.989241656072068e-10
1864,3.16452037907311e-08,1.1986819536957682e-08
1865,2.447559133145205e-08,1.882737743486018e-09
1866,2.3841502994059738e-08,2.432806400776144e-09
1867,1.844068364675877e-08,4.85281148598915e-10
1868,2.7169306804353255e-08,1.4819622196071691e-09
1869,7.813630631403612e-09,3.4184632902167778e-09
1870,1.3188312664169644e-08,8.027668307875047e-09
1871,9.559059321873065e-09,2.1242354542039266e-09
1872,1.4513614310374123e-08,4.8378714367913744e-09
1873,1.0176207432266438e-08,3.591602570907071e-09
1874,9.559374625212058e-09,2.3898436563030145e-09
1875,9.7265964171811e-09,2.8607636259891933e-09
1876,1.1487427897804992e-08,9.673623679873344e-09
1877,1.1751150275074451e-08,0.0
1878,1.5701630218245555e-08,6.039088673581716e-10
1879,7.94212251520321e-09,3.0546627449723474e-09
1880,1.6686399817444908e-08,6.417846254436199e-10
1881,1.1156012114099667e-08,6.2752567586699115e-09
1882,7.320923423037584e-09,2.6621540527571597e-09
1883,1.0742875922176154e-08,1.8958017378167824e-09
1884,1.0562715146988921e-08,0.0
1885,7.090199094506033e-09,2.5782542767416317e-09
1886,9.034849313138693e-09,3.872078213618124e-09
1887,1.9586774424595887e-09,3.264462256069578e-09
1888,1.1413106904001324e-08,0.0
1889,1.50363277384713e-08,1.2530273485467092e-09
1890,1.5730527991308918e-08,1.3108772956016423e-09
1891,5.736798147637501e-09,8.286486163910922e-09
1892,1.0656471260972467e-08,1.2537024751679837e-09
1893,1.0469308087124318e-08,1.2316833108982905e-09
1894,1.1972924873759894e-08,6.301539290376468e-10
1895,1.625025980445116e-08,0.0
1896,0.0,1.7691086373616827e-09
1897,6.992056267307589e-09,0.0
1898,1.0750873968845553e-08,2.8291773368493978e-09
1899,1.3818945987509323e-08,1.6582735185011188e-09
1900,7.786579381274805e-09,1.038210628578895e-09
1901,1.0618603774048552e-08,5.588738916095792e-10
1902,4.910283735171106e-09,3.437198747846537e-09
1903,1.4040573148577096e-08,1.0800440541913758e-09
1904,1.0211787859759625e-08,3.2247751136083025e-09
1905,1.1353670004154992e-08,0.0
1906,1.1317205839134203e-08,8.745113966313056e-09
1907,1.2342823652033985e-08,9.771402353919711e-09
1908,3.929111258571538e-09,4.911389073214423e-09
1909,1.265226234892225e-08,4.400786846048277e-09
1910,1.1757131268552712e-08,7.481810726517324e-09
1911,3.1922244847493175e-09,0.0
1912,6.772247651554153e-09,3.646594803896619e-09
1913,1.113627856597077e-08,2.6514948014977335e-09
1914,4.018046340092951e-09,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0
1916,2.197492410260793e-09,0.0
1917,0.0,2.1932848870420685e-09
1918,5.743188147278033e-09,4.594550517822427e-09
1919,3.6831393490643904e-09,2.762354567309444e-09
1920,1.1358347151713133e-08,0.0
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,4.426761179843197e-09,0.0
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,1.0998178368026856e-08,3.299453377181294e-09
1926,4.458455382660986e-09,0.0
1927,6.689535148041159e-09,7.804457524684949e-09
1928,5.713020723163709e-09,0.0
1929,1.1140405931087116e-08,2.2280812750352652e-09
1930,1.470504518152893e-08,0.0
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,7.6716757391182e-09,4.383814644626227e-09
1933,1.1470662641954732e-08,5.735331320977366e-09
1934,3.5944740517379614e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,4.787313656606784e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,0.0
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,8.714016175304096e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,7.152522574216391e-09,5.960435700558264e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,7.444753258312176e-09
1951,1.0661401761424827e-09,1.5992101864981123e-08
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,9.69644453618912e-09,0.0
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,5.232684952005684e-09,8.72114158667614e-10
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,3.3088973783179654e-09
1959,3.8753737996444215e-09,0.0
1960,2.076250060767393e-09,5.536666680683311e-09
1961,6.25334317660986e-09,7.64297514166401e-09
1962,6.341956404476434e-10,7.610347907416326e-09
1963,4.526237162849611e-09,3.2330267352165265e-09
1964,1.7035111099517053e-08,6.6923653285755336e-09
1965,5.47204326295514e-09,7.660860390501512e-09
1966,4.985167390003653e-09,4.431259803538978e-09
1967,9.367637332502454e-09,3.451234853457663e-09
1968,5.3896989093971115e-09,4.491415683816058e-09
1969,2.2708788183223305e-09,5.450109252791435e-09
1970,6.898087434592526e-09,1.8394900047624674e-09
1971,6.679916619845017e-09,1.0276794970565106e-09
1972,9.234264020108185e-09,4.104117490300041e-09
1973,2.7566018356850464e-09,5.513203671370093e-09
1974,6.750686232237513e-09,2.2502286700643026e-09
1975,4.569184142155791e-09,5.711480177694739e-09
1976,3.9994687561772935e-09,2.285410749536254e-09
1977,2.938390863960194e-09,1.1753563677885381e-09
1978,4.752473081737207e-09,2.970295565063452e-09
1979,1.2289143924704149e-08,4.681578680276743e-09
1980,5.6851505725319385e-09,2.8425752862659692e-09
1981,4.427884725544118e-09,2.5302198114474095e-09
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,1.89459470334441e-09,4.4207211225000265e-09
1984,1.739702604197646e-09,2.8995041922996734e-09
1985,4.210890747202711e-09,4.210890747202711e-09
1986,3.5966913891627428e-09,4.196139880008332e-09
1987,3.0554083707556856e-09,4.888653482026939e-09
1988,2.99827696004229e-09,4.197587610832443e-09
1989,4.939309850016116e-09,2.7440609784434855e-09
1990,3.814055737905164e-09,3.2691906959314565e-09
1991,5.8614650910726596e-09,5.861465202094962e-10
1992,6.060938417817852e-09,7.162927584403178e-09
1993,7.754890063438324e-09,8.862731881720265e-09
1994,4.2199412852994556e-09,4.2199412852994556e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,3.736664311304594e-09,3.736664311304594e-09
1997,2.876936688878118e-09,6.233362714880286e-09
1998,7.152193948201102e-09,2.3840645013706308e-09
1999,6.398281460207045e-09,3.1991407301035224e-09
2000,4.859834756842929e-09,7.95245647111642e-09
2001,3.943090742808408e-09,7.448059946568719e-09
2002,2.6725450297249154e-08,5.6955880012310445e-09
2003,9.167230530238157e-09,5.416999737661854e-09
2004,1.5416770082765652e-08,1.0131019578807354e-08
2005,1.8465373230469595e-08,9.007498746882447e-09
2006,8.64756888319107e-09,8.64756888319107e-09
2007,2.1170741604237264e-08,9.586750948642475e-09
2008,2.086145478585877e-08,8.940623352771127e-09
2009,2.7655516987579176e-08,2.098004614481397e-08
2010,3.7790343299093365e-08,1.5116137674908714e-08
2011,3.6710130046913036e-08,3.250376323649107e-08
2012,4.357443472713385e-08,2.9616998631354363e-08
2013,5.1040988324757564e-08,3.68164521091785e-08
2014,3.009968807532459e-08,3.2265134564113396e-08
2015,3.347028965094978e-08,3.236199930256589e-08
2016,3.811265614217518e-08,3.541991588917881e-08
2017,2.6413918163825656e-08,3.370919188228072e-08
2018,2.7363547872027993e-08,3.3300921131740324e-08
2019,3.010165627870265e-08,3.163224704394452e-08
