year,voulons_VERB avoir_VERB,voulons_VERB ravoir_VERB
1904,1.3866532810880017e-07,4.837162670412454e-09
1905,1.4966201433708193e-07,0.0
1906,9.67106714711008e-08,0.0
1907,1.517138770168458e-07,0.0
1908,1.070682813519852e-07,0.0
1909,1.463261583012354e-07,0.0
1910,1.4055116537292633e-07,0.0
1911,1.707840056042187e-07,0.0
1912,1.1825386536656879e-07,1.5628263128064646e-09
1913,1.468928161330041e-07,1.060597942803554e-09
1914,1.4331031650272053e-07,1.3393487430235496e-09
1915,1.7082105330246122e-07,0.0
1916,2.329341981521793e-07,0.0
1917,2.3139155302942527e-07,0.0
1918,2.710784769988095e-07,0.0
1919,1.887608931383511e-07,0.0
1920,1.1888403861348706e-07,0.0
1921,1.4691130445498857e-07,7.572747429129834e-10
1922,1.4903429246260202e-07,0.0
1923,1.1252905096625909e-07,0.0
1924,1.302054073448744e-07,0.0
1925,1.374772296003357e-07,0.0
1926,1.4044134388768725e-07,0.0
1927,1.1149224832252003e-07,0.0
1928,1.1197520422001617e-07,0.0
1929,1.325708325339292e-07,0.0
1930,1.1974107394507882e-07,0.0
1931,1.1633463969928926e-07,0.0
1932,8.87722464426588e-08,0.0
1933,9.979476089938544e-08,0.0
1934,1.0423974572404404e-07,0.0
1935,7.540018742702159e-08,0.0
1936,8.972288867425959e-08,0.0
1937,1.4353874178141268e-07,0.0
1938,1.361347585771e-07,0.0
1939,8.564668263488784e-08,0.0
1940,9.128818589942966e-08,0.0
1941,9.739958528598436e-08,0.0
1942,1.0012898599143227e-07,0.0
1943,1.1032293656398906e-07,0.0
1944,9.960876923287287e-08,0.0
1945,1.32888743564763e-07,0.0
1946,1.4199525821823045e-07,4.1763312808029696e-09
1947,1.1563244584067434e-07,0.0
1948,1.0871887923258328e-07,0.0
1949,1.0406029105070047e-07,0.0
1950,1.276243324355164e-07,0.0
1951,9.808489664919762e-08,0.0
1952,1.0544803785705881e-07,0.0
1953,8.188109035245361e-08,0.0
1954,9.479359874831061e-08,9.772536113672459e-10
1955,7.977766358635563e-08,4.6928039232341234e-09
1956,9.854890237193104e-08,0.0
1957,9.54184073975739e-08,0.0
1958,1.1415696121730434e-07,0.0
1959,1.193615162264905e-07,0.0
1960,9.896791652863612e-08,0.0
1961,1.5702839561981818e-07,0.0
1962,1.135210183633717e-07,1.9025869768540815e-09
1963,9.181795945778504e-08,0.0
1964,1.3749767902027088e-07,1.2167936658258327e-09
1965,1.3023463907302357e-07,0.0
1966,9.970334247100254e-08,0.0
1967,1.3903546403071232e-07,0.0
1968,1.3833560785769805e-07,0.0
1969,1.4034031892151688e-07,0.0
1970,1.3704200796382793e-07,0.0
1971,1.2023849649267504e-07,5.138397485282553e-10
1972,7.797823542432525e-08,5.130146862875051e-10
1973,8.545465846054867e-08,0.0
1974,9.5072159922438e-08,0.0
1975,8.624335379181503e-08,1.1422960355389478e-09
1976,1.1484188888744029e-07,0.0
1977,9.402850764672621e-08,0.0
1978,1.0158411356542274e-07,1.1881182704343018e-09
1979,9.597236072522719e-08,5.851973350345929e-10
1980,1.279158965417082e-07,5.685150683554241e-10
1981,7.653915190530824e-08,0.0
1982,9.062953409966212e-08,6.207502289967692e-10
1983,9.978199244642383e-08,0.0
1984,1.0438215269914508e-07,5.799008495621649e-10
1985,8.12100324765197e-08,0.0
1986,1.1509412445320777e-07,0.0
1987,9.105117015906217e-08,6.110816852533674e-10
1988,9.594486272135327e-08,0.0
1989,1.1579938075101381e-07,0.0
1990,9.589625449279993e-08,0.0
1991,1.1605700933614571e-07,1.7584396161396398e-09
1992,8.760811454067152e-08,0.0
1993,1.0247534021345928e-07,0.0
1994,1.4136803372366558e-07,0.0
1995,9.868860217920883e-08,0.0
1996,9.982232285210557e-08,0.0
1997,1.098030821822249e-07,0.0
1998,8.248863281323793e-08,0.0
1999,9.048998350635884e-08,0.0
2000,9.366226549900603e-08,0.0
2001,1.0996841837140892e-07,2.190605918883648e-09
2002,1.0865429089790268e-07,0.0
2003,7.708807459039235e-08,4.1669229178253886e-10
2004,8.633390535806029e-08,0.0
2005,8.15178680113604e-08,0.0
2006,9.182894444847989e-08,0.0
2007,8.388406769199719e-08,0.0
2008,8.77032562129898e-08,0.0
2009,9.822476698673199e-08,4.76819250749827e-10
2010,9.069682960216596e-08,0.0
2011,9.86584751672126e-08,0.0
2012,9.157439961882119e-08,0.0
2013,9.176221738016466e-08,0.0
2014,1.0415791251716655e-07,0.0
2015,1.0484401968824386e-07,8.866301581811342e-10
2016,1.1205949590475939e-07,6.214020409345267e-10
2017,1.0942909511868493e-07,0.0
2018,1.2907334223655198e-07,0.0
2019,1.1402915589542317e-07,2.55098775436835e-10
